Item	Certifications Required
object/tangible/ship/components/reactor/rct_freitek_performance_level1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/reactor/rct_freitek_powerhouse_mk1.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/reactor/rct_freitek_powerhouse_mk2.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/reactor/rct_freitek_powerhouse_mk3.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/reactor/rct_generic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/reactor/rct_incom_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/reactor/rct_incom_custom_mark2.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/reactor/rct_incom_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_incom_improved_mark1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/reactor/rct_incom_mark1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/reactor/rct_incom_mark2.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/reactor/rct_incom_mark3.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/reactor/rct_incom_mark4.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/reactor/rct_incom_mark5.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/reactor/rct_kessel_imperial_kdy_powermaster.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/reactor/rct_kessel_imperial_sds_secret_ops.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_kessel_imperial_sfs_special_forces.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/reactor/rct_kessel_rebel_incom_overdriven_elite.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/reactor/rct_kessel_rebel_mandal_modified_gorax.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/reactor/rct_kessel_rebel_slayn_high_output_experimental.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_koensayr_charged_supernova.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/reactor/rct_koensayr_enhanced_supernova_mk2.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/reactor/rct_koensayr_supernova.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/reactor/rct_koensayr_supernova_advanced.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/reactor/rct_koensayr_supernova_mk2.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/reactor/rct_koensayr_supernova_mk3.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/reactor/rct_krayt_neverdie.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/reactor/rct_kse_custom_lx11.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/reactor/rct_kse_lx11.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/reactor/rct_kse_lx21.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/reactor/rct_kse_rct_x.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/reactor/rct_kse_rct_z.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/reactor/rct_kse_supreme.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/reactor/rct_mandal_dx_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/reactor/rct_mandal_dxr.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/reactor/rct_mandal_dxr2.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/reactor/rct_mandal_dxr3.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/reactor/rct_mandal_dxr4.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/reactor/rct_mandal_dxr5.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/reactor/rct_mandal_dxr6.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/reactor/rct_mandalor_gorax.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/reactor/rct_mandalor_gorax_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_mission_reward_imperial_rss_advanced_military.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/reactor/rct_mission_reward_imperial_sds_high_output.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/reactor/rct_mission_reward_neutral_subpro_military.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/reactor/rct_mission_reward_rebel_slayn_hypervortex.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/reactor/rct_moncal_overdriver_s1.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_moncal_overdriver_s2.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/reactor/rct_prototype_reactor.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/reactor/rct_rendili_type_x_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_rendili_type5.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/reactor/rct_rendili_type7.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/reactor/rct_reward_armek_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_reward_incom_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_reward_slayn_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_reward_subpro_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_reward_taim_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_rss_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/reactor/rct_rss_x12.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/reactor/rct_rss_x8.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/reactor/rct_sds_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_sds_imperial_1.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/reactor/rct_sds_special_forces_1.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/reactor/rct_seinar_enhanced_level1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/reactor/rct_seinar_level1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/reactor/rct_seinar_level2.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/reactor/rct_seinar_level3.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/reactor/rct_seinar_level4.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/reactor/rct_sfs_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/reactor/rct_sfs_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_sfs_imperial_1.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/reactor/rct_sfs_imperial_2.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/reactor/rct_sfs_imperial_3.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/reactor/rct_sfs_imperial_4.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/reactor/rct_sfs_imperial_5.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/reactor/rct_slayn_hypertron_2k.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/reactor/rct_slayn_hypertron_4k.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/reactor/rct_slayn_vortex_mk1.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/reactor/rct_slayn_vortex_mk2.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/reactor/rct_slayn_vortex_mk3.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/reactor/rct_slayn_vortex_mk4.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/reactor/rct_sorosuub_fusion_reactor_1.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/reactor/rct_sorosuub_fusion_reactor_2.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/reactor/rct_sorosuub_fusion_reactor_3.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/reactor/rct_sorosuub_turbine_3.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/reactor/rct_sorosuub_turbine_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/reactor/rct_subpro_aurora.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/reactor/rct_subpro_aurora_max.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/reactor/rct_subpro_dyna1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/reactor/rct_subpro_dyna2.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/reactor/rct_subpro_special_dyna2.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/reactor/rct_taim_experimental_s1.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/reactor/rct_taim_experimental_s2.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/reactor/rct_taim_experimental_s3.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/reactor/rct_tiefighter_basic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/reactor/rct_tiefighter_basic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/reactor/rct_unknown_distressed_aluminum.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/reactor/rct_unknown_multicore.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/reactor/rct_unknown_proton_chamber.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/reactor/rct_watto_sunray_2.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/reactor/rct_watto_sunray_3.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/reactor/rct_z95_basic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/reactor/rct_z95_basic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/reactor/reactor_test.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_armek_plasma_shell_elite.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/shield_generator/shd_armek_plasma_shell_elite_2.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_armek_plasma_shell_s1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_armek_plasma_shell_s2.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/shield_generator/shd_armek_plasma_shell_s3.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/shield_generator/shd_armek_plasma_shell_s6.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/shield_generator/shd_cygnus_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_cygnus_improved_mk2.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/shield_generator/shd_cygnus_mk1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_cygnus_mk2.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/shield_generator/shd_cygnus_mk3.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/shield_generator/shd_cygnus_mk4.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/shield_generator/shd_cygnus_mk5.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/shield_generator/shd_cygnus_special_mk1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/shield_generator/shd_dual_deflector_s1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_dual_deflector_s2.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_esp_reactive.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/shield_generator/shd_gallofree_defender_2.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/shield_generator/shd_gallofree_defender_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_generic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_incom_mark2.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_incom_mark5.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_incom_mark9.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_incom_rayshield_advanced.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/shield_generator/shd_incom_rayshield_r4.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/shield_generator/shd_incom_rayshield_r7.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/shield_generator/shd_incom_rayshield_x1.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/shield_generator/shd_incom_rayshield_x12.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/shield_generator/shd_incom_rayshield_x2.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/shield_generator/shd_incom_rayshield_x5.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/shield_generator/shd_incom_rayshield_x7.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/shield_generator/shd_incom_rayshield_x9.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/shield_generator/shd_incom_rayshield_z1.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/shield_generator/shd_incom_rayshield_z5.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/shield_generator/shd_incom_rayshield_z7.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/shield_generator/shd_incom_techscreen_1.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/shield_generator/shd_incom_techscreen_2.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/shield_generator/shd_incom_techscreen_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_interlaced_graviton.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/shield_generator/shd_kessel_imperial_cygnus_experimental_system.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/shield_generator/shd_kessel_imperial_sds_secret_ops.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_kessel_imperial_sfs_megapolyweb.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/shield_generator/shd_kessel_rebel_incom_rayshield_overdriver.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/shield_generator/shd_kessel_rebel_sorosuub_ion_mesh_projection.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_kessel_rebel_unknown_proton_interweave_system.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/shield_generator/shd_koensayr_deflector_advanced.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/shield_generator/shd_koensayr_deflector_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_koensayr_deflector_m1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_koensayr_deflector_m2.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/shield_generator/shd_koensayr_deflector_m3.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/shield_generator/shd_koensayr_deflector_m6.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/shield_generator/shd_koensayr_deflector_m8.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/shield_generator/shd_koensayr_improved_deflector_m1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/shield_generator/shd_koensayr_modified_deflector_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/shield_generator/shd_kse_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_kse_enhanced_military_mk1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/shield_generator/shd_kse_military_mk1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_kse_military_mk2.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/shield_generator/shd_kse_mk3.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/shield_generator/shd_kse_mk4.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/shield_generator/shd_kse_mk5.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/shield_generator/shd_kse_mk6.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/shield_generator/shd_kse_mk7.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/shield_generator/shd_mandal_double_protector_mk1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/shield_generator/shd_mandal_flexshield_ks25.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/shield_generator/shd_mandal_flexshield_ks5.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/shield_generator/shd_mandal_flexshield_ks7.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/shield_generator/shd_mandal_flexshield_kx1.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/shield_generator/shd_mandal_protector_mk1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_mandalor_flexshield_ks1.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/shield_generator/shd_mandalor_flexshield_ks18.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/shield_generator/shd_mandalor_flexshield_ks3.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/shield_generator/shd_mission_reward_imperial_cygnus_holoscreen.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/shield_generator/shd_mission_reward_imperial_rendili_dual_projector.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/shield_generator/shd_mission_reward_neutral_armek_plasma_web.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/shield_generator/shd_mission_reward_neutral_koensayr_ds23.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/shield_generator/shd_mission_reward_rebel_incom_k77.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/shield_generator/shd_mission_reward_rebel_taim_military_grade.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/shield_generator/shd_moncal.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/shield_generator/shd_moncal_deluxe_ionweb_a.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/shield_generator/shd_moncal_deluxe_ionweb_b.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/shield_generator/shd_moncal_ionweb_a.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_moncal_ionweb_advanced.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/shield_generator/shd_moncal_ionweb_elite.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/shield_generator/shd_moncal_ionweb_elite_2.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_moncal_ionweb_heavy.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/shield_generator/shd_phased_fullerine_fx12.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/shield_generator/shd_phased_fullerine_fx27.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/shield_generator/shd_phased_fullerine_fx92.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/shield_generator/shd_protecto_net.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/shield_generator/shd_prototype_shield.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_rendili.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/shield_generator/shd_reward_armek_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_reward_incom_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_reward_mandalor_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_reward_seinar_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_reward_taim_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_seinar_experimental_a1.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/shield_generator/shd_seinar_gx_elite.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_seinar_gx3.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_seinar_gx7.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_seinar_proton_screen_p1.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/shield_generator/shd_seinar_proton_screen_p6.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/shield_generator/shd_seinar_reflector_elite.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/shield_generator/shd_seinar_reflector_standard.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/shield_generator/shd_sfs_advanced.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/shield_generator/shd_sfs_custom_polyweb_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_sfs_imperial_deluxe_standard.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/shield_generator/shd_sfs_imperial_heavy.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/shield_generator/shd_sfs_imperial_special_forces.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/shield_generator/shd_sfs_imperial_standard.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/shield_generator/shd_sfs_limited_advanced.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/shield_generator/shd_sfs_modified_imperial_heavy.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/shield_generator/shd_sfs_modified_imperial_special_forces.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/shield_generator/shd_sfs_modified_polyweb_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/shield_generator/shd_sfs_polyweb_4.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/shield_generator/shd_sfs_polyweb_6.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/shield_generator/shd_sfs_polyweb_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/shield_generator/shd_sfs_polyweb_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_shd_moncal_ionweb_prototype_b.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/shield_generator/shd_taim_advanced.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/shield_generator/shd_taim_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_taim_enhanced_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/shield_generator/shd_taim_heavy.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/shield_generator/shd_taim_standard.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/shield_generator/shd_taim_torton.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/shield_generator/shd_tiefighter_basic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shd_unknown_holosteel_x1.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/shield_generator/shd_unknown_holosteel_x2.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/shield_generator/shd_unknown_proton_projector.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/shield_generator/shd_z95_basic.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/shield_generator/shield_generator_test.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/weapon/weapon_incom_disruptor.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/weapon/weapon_slayn_ioncannon.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/weapon/weapon_subpro_tripleblaster.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/weapon/wpn_armek_advanced.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/weapon/wpn_armek_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/weapon/wpn_armek_sw4.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/weapon/wpn_armek_sw6.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/weapon/wpn_armek_sw7.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/weapon/wpn_armek_sw8.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/weapon/wpn_awing_blaster.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/weapon/wpn_borstel_rg9.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/weapon/wpn_bwing_blaster.iff	@cmd_n:cert_ordnance_level2
object/tangible/ship/components/weapon/wpn_capitalship_turret_test.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/weapon/wpn_corellian_1d.iff	@cmd_n:cert_ordnance_level7
object/tangible/ship/components/weapon/wpn_corellian_ag1g_laser.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/weapon/wpn_corellian_ag2g_quad_laser.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/weapon/wpn_corellian_cruiser_grade_blaster_mk1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/weapon/wpn_corellian_heavy_gauss.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/weapon/wpn_corvette_turret_sm_s01.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/weapon/wpn_cygnus_destroyer_mk1.iff	@cmd_n:cert_ordnance_level1
object/tangible/ship/components/weapon/wpn_cygnus_destroyer_mk2.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/weapon/wpn_cygnus_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/weapon/wpn_cygnus_eradicator_1.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/weapon/wpn_fastspray_2000_disruptor.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/weapon/wpn_freitek_cannoneer_mk1.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/weapon/wpn_generic.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/weapon/wpn_gyrhil_auto_blaster.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/weapon/wpn_gyrhil_r9x.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/weapon/wpn_haor_chall_speedblaster.iff	@cmd_n:cert_ordnance_level3
object/tangible/ship/components/weapon/wpn_heavy_ionic_pulse_weapon.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/weapon/wpn_hk_modified_scorcher_elite.iff	@cmd_n:cert_ordnance_levelten
object/tangible/ship/components/weapon/wpn_hk_scorcher.iff	@cmd_n:cert_ordnance_level4
object/tangible/ship/components/weapon/wpn_hk_scorcher_2.iff	@cmd_n:cert_ordnance_level5
object/tangible/ship/components/weapon/wpn_hk_scorcher_3.iff	@cmd_n:cert_ordnance_level6
object/tangible/ship/components/weapon/wpn_hk_scorcher_advanced.iff	@cmd_n:cert_ordnance_level8
object/tangible/ship/components/weapon/wpn_hk_scorcher_elite.iff	@cmd_n:cert_ordnance_level9
object/tangible/ship/components/weapon/wpn_hk_scorcher_heavy.iff	@cmd_n:cert_ordnance_level7
