name	template_name	type	unique	required_level	required_skill	creation_objvars	charges	tier	value	scripts	version	can_reverse_engineer	string_name	string_detail	comments
armor_rebel_assault_boots_camo_04_01	object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_boots_camo.iff	armor		80				4		"item.special.nomove,npc.faction_recruiter.faction_item,npc.faction_recruiter.biolink_item"	4		Rebel Assault Forest Camouflage Armor Boots	Rebel Assault Forest Camouflage Armor. Designed to help Rebel assault troops blend with forest environments.
armor_ithorian_defender_bicep_camo_l_04_01	object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bicep_l_camo.iff	armor		80				4		item.special.nomove	3	1	Ithorian Defender Forest Camouflage Armor Left Bicep	Ithorian Defender Forest Camouflage Armor. Designed to help Ithorian troops blend with forest environments.
armor_ithorian_defender_bicep_camo_r_04_01	object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bicep_r_camo.iff	armor		80				4		item.special.nomove	3	1	Ithorian Defender Forest Camouflage Armor Right Bicep	Ithorian Defender Forest Camouflage Armor. Designed to help Ithorian troops blend with forest environments.
armor_ithorian_defender_bracer_camo_l_04_01	object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bracer_l_camo.iff	armor		80				4		item.special.nomove	3	1	Ithorian Defender Forest Camouflage Armor Left Bracer	Ithorian Defender Forest Camouflage Armor. Designed to help Ithorian troops blend with forest environments.
armor_ithorian_defender_bracer_camo_r_04_01	object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bracer_r_camo.iff	armor		80				4		item.special.nomove	3	1	Ithorian Defender Forest Camouflage Armor Right Bracer	Ithorian Defender Forest Camouflage Armor. Designed to help Ithorian troops blend with forest environments.
armor_ithorian_defender_helmet_camo_04_01	object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_helmet_camo.iff	armor		80				4		item.special.nomove	3	1	Ithorian Defender Forest Camouflage Armor Helmet	Ithorian Defender Forest Camouflage Armor. Designed to help Ithorian troops blend with forest environments.
armor_ithorian_defender_chest_plate_camo_04_01	object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_chest_plate_camo.iff	armor		80				4		item.special.nomove	3	1	Ithorian Defender Forest Camouflage Armor Chest Plate	Ithorian Defender Forest Camouflage Armor. Designed to help Ithorian troops blend with forest environments.
armor_ithorian_defender_leggings_camo_04_01	object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_leggings_camo.iff	armor		80				4		item.special.nomove	3	1	Ithorian Defender Forest Camouflage Armor Leggings	Ithorian Defender Forest Camouflage Armor. Designed to help Ithorian troops blend with forest environments.
armor_ithorian_defender_gloves_camo_04_01	object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_gloves_camo.iff	armor		80				4		item.special.nomove	3	1	Ithorian Defender Forest Camouflage Armor Gloves	Ithorian Defender Forest Camouflage Armor. Designed to help Ithorian troops blend with forest environments.
armor_ithorian_defender_boots_camo_04_01	object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_boots_camo.iff	armor		80				4		item.special.nomove	3	1	Ithorian Defender Forest Camouflage Armor Boots	Ithorian Defender Forest Camouflage Armor. Designed to help Ithorian troops blend with forest environments.
armor_kashyyykian_black_mtn_bicep_camo_l_04_01	object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bicep_l_camo.iff	armor		80				4		item.special.nomove	4	1	Kashyyykian Black Mountain Camouflage Armor Left Bicep	Kashyyykian Black Mountain Camouflage Armor. Designed to help Kashyyykian warriors blend with forest environments.
armor_kashyyykian_black_mtn_bicep_camo_r_04_01	object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bicep_r_camo.iff	armor		80				4		item.special.nomove	4	1	Kashyyykian Black Mountain Camouflage Armor Right Bicep	Kashyyykian Black Mountain Camouflage Armor. Designed to help Kashyyykian warriors blend with forest environments.
armor_kashyyykian_black_mtn_bracer_camo_l_04_01	object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bracer_l_camo.iff	armor		80				4		item.special.nomove	4	1	Kashyyykian Black Mountain Camouflage Armor Left Bracer	Kashyyykian Black Mountain Camouflage Armor. Designed to help Kashyyykian warriors blend with forest environments.
armor_kashyyykian_black_mtn_bracer_camo_r_04_01	object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bracer_r_camo.iff	armor		80				4		item.special.nomove	4	1	Kashyyykian Black Mountain Camouflage Armor Right Bracer	Kashyyykian Black Mountain Camouflage Armor. Designed to help Kashyyykian warriors blend with forest environments.
armor_kashyyykian_black_mtn_chest_plate_camo_04_01	object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_chestplate_camo.iff	armor		80				4		item.special.nomove	4	1	Kashyyykian Black Mountain Camouflage Armor Chest Plate	Kashyyykian Black Mountain Camouflage Armor. Designed to help Kashyyykian warriors blend with forest environments.
armor_kashyyykian_black_mtn_leggings_camo_04_01	object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_leggings_camo.iff	armor		80				4		item.special.nomove	4	1	Kashyyykian Black Mountain Camouflage Armor Leggings	Kashyyykian Black Mountain Camouflage Armor. Designed to help Kashyyykian warriors blend with forest environments.
st_pr_web	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Webbed Tree	This item will create a webbed tree.
st_pr_tie_fighter	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	TIE Fighter	This item will create a TIE fighter.
st_pr_tank_farm	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Tank Farm	This item will create a tank farm.
st_pr_table_modern_dining	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Modern Dining Table	This item will create a modern dining table.
st_pr_table_light_01	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Jedi Table Style 01	This item will create a jedi table style 01.
st_pr_table_dark_01	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Jedi Table Style 02	This item will create a jedi table style 02.
st_pr_table_dark_02	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Jedi Table Style 03	This item will create a jedi table style 03.
st_pr_streetlamp_small_01	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Streetlamp Small Style 01	This item will create a small streetlamp style 01.
st_pr_streetlamp_large_01	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Streetlamp Large Style 01	This item will create a large streetlamp style 01.
st_pr_rodian_shuttle	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Rodian Shuttle	This item will create a rodian shuttle.
st_pr_potted_plant_flowers_purple	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Plotted Plant - Purple Flowers	This item will create a potted plant with purple flowers.
st_pr_potted_plant_flowers_orange	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Plotted Plant - Orange Flowers	This item will create a potted plant with orange flowers.
st_pr_platform_stage	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Stage	This item will create a stage.
st_pr_palette_supply_01	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Supply Palette 01	This item will create a supply palette 01.
st_pr_palette_supply_02	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Supply Palette 02	This item will create a supply palette 02.
st_pr_palette_supply_03	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Supply Palette 03	This item will create a supply palette 03.
st_pr_palette_supply_04	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Supply Palette 04	This item will create a supply palette 04.
st_pr_palette_supply_05	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Supply Palette 05	This item will create a supply palette 05.
st_pr_palette_food	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Supply Palette with Food	This item will create a supply palette with food.
st_pr_nightsister_gate	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Nightsister-style Gate	This item will create a nightsister-style gate.
st_pr_krayt_skull	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Krayt Dragon Skull	This item will create a krayt dragon skull.
st_pr_gravestone_01	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Gravestone 01	This item will create gravestone 01.
st_pr_gravestone_02	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Gravestone 02	This item will create gravestone 02.
st_pr_gravestone_03	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Gravestone 03	This item will create gravestone 03.
st_pr_garden_gazebo	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Garden Gazebo	This item will create a garden gazebo.
st_pr_fire_pit	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Fire Pit	This item will create a fire pit.
st_pr_escape_pod_door	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Escape Pod Door	This item will create an escape pod door.
st_pr_escape_pod	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Escape Pod	This item will create aescape pod.
st_pr_entrance_arch	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Arch	This item will create an arch.
st_pr_cooling_unit	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Cooling Unit	This item will create a cooling unit.
st_pr_chair_cafe	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Cafe Chair	This item will create a cafe chair.
st_pr_antenna	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Antenna	This item will create an antenna.
st_cn_rebel_heavy_trooper	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Rebel Trooper	This item will spawn a rebel trooper combat npc.
st_cn_gamorrean_guard	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Gamorrean Guard	This item will spawn a gamorrean guard combat npc.
st_fn_wookiee_lifeday_elder	object/tangible/storyteller/story_token_flavor_npc.iff	storyteller								object.autostack	2	0	Wookiee Life Day Elder	This item will spawn a wookiee lifeday elder flavor npc.
st_fn_wookiee_lifeday_female	object/tangible/storyteller/story_token_flavor_npc.iff	storyteller								object.autostack	2	0	Wookiee Life Day Female	This item will spawn a wookiee lifeday female flavor npc.
st_fn_wookiee_lifeday_male	object/tangible/storyteller/story_token_flavor_npc.iff	storyteller								object.autostack	2	0	Wookiee Life Day Male	This item will spawn a wookiee lifeday male flavor npc.
st_cn_wookiee_commando	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Wookiee Commando	This item will spawn a wookiee commando combat npc.
st_cn_wookiee_forest_stalker	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Wookiee Forest Stalker	This item will spawn a wookiee forest stalker combat npc.
st_cn_wookiee_freedom_fighter	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Wookiee Freedom Fighter	This item will spawn a wookiee freedom fighter combat npc.
st_fn_emperor_royal_guard	object/tangible/storyteller/story_token_flavor_npc.iff	storyteller								object.autostack	2	0	Imperial Royal Guard	This item will spawn an Royal Imperial guard flavor npc.
st_cn_jabba_thug	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Jabba Thug	This item will spawn a Jabba thug npc.
st_cn_generic_thug	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Thug	This item will spawn a generic thug combat npc.
st_cn_singing_mtn_huntress	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Singing Mountain Clan Huntress	This item will spawn a singing mountain clan huntress combat npc.
st_cn_singing_mtn_guardian	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Singing Mountain Clan Guardian	This item will spawn a singing mountain clan guardian combat npc.
st_cn_nightsister_warrior	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Nightsister Warrior	This item will spawn a nightsister warrior combat npc.
st_cn_nightsister_bloodguard	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Nightsister Bloodguard	This item will spawn a nightsister bloodguard combat npc.
st_cn_shadow_pirate	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Shadow Pirate	This item will spawn a shadow pirate combat npc.
st_cn_dulok	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Dulok	This item will spawn a dulok combat npc.
st_cn_ewok	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Ewok	This item will spawn a ewok combat npc.
st_cn_jinda	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Jinda	This item will spawn a jinda combat npc.
st_cn_marauder	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Marauder	This item will spawn a marauder combat npc.
st_cn_imperial_officer	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Imperial Officer	This item will spawn an Imperial officer combat npc.
st_cn_stormtrooper_squad_leader	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Stormtrooper Squad Leader	This item will spawn a stormtrooper squad leader combat npc.
st_cn_dark_trooper	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Dark Trooper	This item will spawn a dark trooper combat npc.
st_cn_rebel_officer	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Rebel Officer	This item will spawn a Rebel officer combat npc.
st_cn_rebel_commando	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Rebel Commando	This item will spawn a Rebel Commando combat npc.
st_cn_gungan	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Gungan	This item will spawn a gungan combat npc.
st_cn_mauler	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Mauler	This item will spawn a mauler combat npc.
st_cn_spice_collective	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Spice Collective Enforcer	This item will spawn a spice collective enforcer combat npc.
st_cn_aakuan	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Aa'kuan	This item will spawn an aa'kuan combat npc.
st_cn_black_sun_thug	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Black Sun Pirate	This item will spawn a black sun pirate combat npc.
st_cn_sennex_pirate	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Sennex Pirate	This item will spawn a sennex pirate combat npc.
st_cn_geonosian	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Geonosian Warrior	This item will spawn a geonosian warrior combat npc.
st_cn_droideka	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Droideka	This item will spawn a droideka combat npc.
st_cn_battle_droid	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Battle Droid	This item will spawn a battle droid combat npc.
st_cn_super_battle_droid	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Super Battle Droid	This item will spawn a super battle droid combat npc.
st_cn_jawa	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Jawa	This item will spawn a jawa combat npc.
st_cn_rakqua_warrior	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Rakqua Warrior	This item will spawn a rakqua warrior combat npc.
st_cn_rakqua_shaman	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Rakqua Shaman	This item will spawn a rakqua shaman combat npc.
st_cn_aqualish	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Aqualish Soldier	This item will spawn an aqualish soldier combat npc.
st_cn_chiss	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Chiss Poacher	This item will spawn a chiss poacher combat npc.
st_cn_rancor	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Rancor	This item will spawn a rancor combat npc.
st_cn_acklay	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Acklay	This item will spawn an ackley combat npc.
st_cn_gaping_spider	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Gaping Spider	This item will spawn a gaping spider combat npc.
st_cn_dalyrake	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Dalyrake	This item will spawn a dalyrake combat npc.
st_cn_bark_mite	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Bark Mite	This item will spawn a bark mite combat npc.
st_cn_horned_krevol	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Horned Krevol	This item will spawn a horned krevol combat npc.
st_cn_merek	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Merek	This item will spawn a merek combat npc.
st_cn_baz_nitch	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Baz Nitch	This item will spawn a baz nitch combat npc.
st_cn_quenker	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Quenker	This item will spawn a quenker combat npc.
st_cn_hermit_spider	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Hermit Spider	This item will spawn a hermit spider combat npc.
st_cn_veermok	object/tangible/storyteller/story_token_combat_npc.iff	storyteller								object.autostack	2	0	Veermok	This item will spawn a veermok combat npc.
st_ie_explosion_02	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Explosion 02	This item will create an explosion effect.
st_ie_explosion_03	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Explosion 03	This item will create an explosion effect.
st_ie_explosion_04	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Explosion 04	This item will create an explosion effect.
st_ie_landmine_explosion_01	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Landmine Explosion 01	This item will create an landmine explosion effect.
st_ie_landmine_explosion_02	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Landmine Explosion 02	This item will create an landmine explosion effect.
st_ie_bats	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Bats	This item will create a spray of bats effect.
st_ie_moths	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Moths	This item will create a spray of moths effect.
st_ie_green_splurt	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Green Splurt 	This item will create a green splurt effect.
st_ie_imperial_airstrike	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Imperial Airstrike	This item will create an Imperial airstrike effect.
st_ie_rebel_airstrike	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Rebel Airstrike	This item will create a Rebel airstrike effect.
st_ie_transport_touch_and_go	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Landing Transport	This item will create a landing transport effect.
st_ie_imperial_transport_touch_and_go	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Landing Imperial Transport	This item will create a landing Imperial transport effect.
st_ie_rebel_transport_touch_and_go	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Landing Rebel Transport	This item will create a landing Rebel transport effect.
st_ie_lava_fire	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Lava Fire	This item will create a lava fire effect.
st_ie_insect_and_bile_grenade	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Insect Grenade	This item will create an insect grenade effect.
st_ie_white_sparks	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	White Sparks	This item will create a white sparks effect.
st_ie_sky_battle_tie_vs_xwing_01	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Sky Battle: TIE vs X-Wing 01	This item will create a sky battle with TIE fighters vs. X-Wings.
st_ie_sky_battle_tie_vs_xwing_02	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Sky Battle: TIE vs X-Wing 02	This item will create a sky battle with TIE fighters vs. X-Wings.
st_ie_sky_battle_tie_vs_xwing_03	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Sky Battle: TIE vs X-Wing 03	This item will create a sky battle with TIE fighters vs. X-Wings.
st_ie_sky_battle_tie_bomber_vs_bwing_01	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Sky Battle: TIE Bomber vs B-Wing 01	This item will create a sky battle with TIE bombers vs. B-Wings.
st_ie_sky_battle_tie_bomber_vs_bwing_02	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Sky Battle: TIE Bomber vs B-Wing 02	This item will create a sky battle with TIE bombers vs. B-Wings.
st_ie_sky_battle_tie_bomber_vs_bwing_03	object/tangible/storyteller/story_token_immediate_fx.iff	storyteller					6	1		object.autostack	2	0	Sky Battle: TIE Bomber vs B-Wing 03	This item will create a sky battle with TIE bombers vs. B-Wings.
item_rtp_rebel_banner_01	object/tangible/furniture/all/frn_all_banner_rebel.iff	item						1				1	Rebel Banner	Rebel Banner
st_fn_storyteller_vendor	object/tangible/storyteller/story_token_flavor_npc.iff	storyteller										0	Storyteller Vendor	This item will spawn a storyteller vendor npc.	
weapon_knuckler_ent_roadmap_02_01	object/weapon/melee/special/vibroknuckler_static.iff	weapon		14	entertainer			2	1	item.special.nomove		1	Entertainer's Vibroknuckler	The Entertainer's Vibroknuckler.	
weapon_knuckler_ent_roadmap_02_02	object/weapon/melee/special/vibroknuckler_static.iff	weapon		22	entertainer			2	1	item.special.nomove		1	Captivator Vibroknuckler	The Captivator Vibroknuckler.	
weapon_knuckler_ent_roadmap_02_03	object/weapon/melee/special/vibroknuckler_static.iff	weapon		38	entertainer			2	1	item.special.nomove		1	Sensation Vibroknuckler	The Sensation Vibroknuckler.	
item_event_dance_party_device_03_01	object/tangible/loot/generic_usable/survey_pad_adv_generic.iff	item					4	3		"item.special.nomove,item.buff_click_item,item.special.temporary_item"		1	Sliced Neural Attunement Amplifier	A highly experimental device designed to influence the behavior of those within its vicinity. It looks like it has been tampered with... Activating this device may have an unpredictable effect on the minds of those around you (including your own). This is a temporary item that will only last for a short while before it is automatically destroyed.	
item_event_firework_show_04_01	object/tangible/loot/generic_usable/rocket_generic.iff							4		"item.special.nomove,item.special.temporary_item,item.firework.premade_show"		1	Gigantic Firework Package	A rocket packed full of explosives. This is a temporary item that will only last for a short while before it is automatically destroyed. Light fuse and get away.	
item_event_air_cake_01_02	object/tangible/food/crafted/dessert_air_cake.iff						1	3		"item.special.nomove,item.food,item.special.temporary_item"		1	Anniversary Cake	"A sweet and deliciously light cake. If it weren't for the plate, you'd think it might float away on its own! This is a temporary item that will only last for a short while before it is automatically destroyed. "	roadmap food
item_event_energy_drink_01_02	object/tangible/food/crafted/drink_veronian_berry_wine.iff						1	3		"item.special.nomove,item.food,item.special.temporary_item"		1	Lokkian Booster Blast	"A tangy and refreshing drink made from local fruit, also spiked with healthful and energizing vitamins and minerals. You could party all night! This is a temporary item that will only last for a short while before it is automatically destroyed. "	roadmap food
item_treasure_map_backpack_schematic_04_02	object/tangible/loot/loot_schematic/generic_limited_use.iff							4		item.loot_schematic.loot_schematic		1	Schematic for Ayelixe/Krongbing Textiles Survival Backpack V2	A experimental prototype backpack design by Ayelixe/Krongbing Textiles. The backpack attempts to boost the wearers abilities by regulating addrenylln via bio-electric emitters build into the frame. 	
weapon_knuckler_ent_roadmap_02_04	object/weapon/melee/special/vibroknuckler_static.iff	weapon		30	entertainer			2	1	item.special.nomove		1	Glamour Vibroknuckler	The Glamour Vibroknuckler.	
st_pe_droideka_shield	object/tangible/storyteller/story_token_static_fx.iff	storyteller					6	1		object.autostack	2	0	Force Shield	This item will create a force shield effect.	
st_pe_fog	object/tangible/storyteller/story_token_static_fx.iff	storyteller					6	1		object.autostack	2	0	Fog	This item will create a fog effect.	
st_pe_blazing_fire	object/tangible/storyteller/story_token_static_fx.iff	storyteller					6	1		object.autostack	2	0	Blazing Fire	This item will create a blazing fire effect.	
st_pe_broken_electronics	object/tangible/storyteller/story_token_static_fx.iff	storyteller					6	1		object.autostack	2	0	Broken Electronics	This item will create a broken electronics effect.	
st_pe_electricity	object/tangible/storyteller/story_token_static_fx.iff	storyteller					6	1		object.autostack	2	0	Electricity	This item will create an electricity effect.	
st_pe_smoke	object/tangible/storyteller/story_token_static_fx.iff	storyteller					6	1		object.autostack	2	0	Smoke	This item will create a smoke effect.	
st_pe_smoke_large	object/tangible/storyteller/story_token_static_fx.iff	storyteller					6	1		object.autostack	2	0	"Smoke, Large"	This item will create a large smoke effect.
st_pr_banner_generic_01	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Banner 01	This item will create a banner.
st_pr_banner_generic_02	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Banner 02	This item will create a banner.
st_pr_flagpole_corellia	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Corellia Flag	This item will create a Corellia flag.
st_pr_flagpole_dantooine	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Dantooine Flag	This item will create a Dantooine flag.
st_pr_flagpole_dathomir	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Dathomir Flag	This item will create a Dathomir flag.
st_pr_flagpole_endor	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Endor Flag	This item will create a Endor flag.
st_pr_flagpole_lok	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Lok Flag	This item will create a Lok flag.
st_pr_flagpole_naboo	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Naboo Flag	This item will create a Naboo flag.
st_pr_flagpole_rori	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Rori Flag	This item will create a Rori flag.
st_pr_flagpole_talus	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Talus Flag	This item will create a Talus flag.
st_pr_flagpole_tatooine	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Tatooine Flag	This item will create a Tatooine flag.
st_pr_flagpole_yavin4	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Yavin Flag	This item will create a Yavin flag.
st_pr_gaming_kiosk	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Gaming Table	This item will create a gaming table.
st_pr_hologram_data_disk_01	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Datadisk Hologram 01	This item will create a datadisk hologram.
st_pr_hologram_data_disk_02	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Datadisk Hologram 02	This item will create a datadisk hologram.
st_pr_fruit_stand	object/tangible/storyteller/story_token_prop.iff	storyteller						1		object.autostack	2	0	Small Fruit-Stand	This item will create a small fruit-stand.	
