object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn	mission_critical
pathPoint:invade_front_9_2		imp_invade_front	r2	36	25	223
pathPoint:invade_front_10		imp_invade_front	r6	32.5	25	205.3
pathPoint:invade_front_11_1		imp_invade_front	r7	4	25	199
pathPoint:invade_front_11_2		imp_invade_front	r7	7	25	204
pathPoint:invade_front_11_3		imp_invade_front	r7	1.8	25	205
pathPoint:invade_front_12_1		imp_invade_front	r7	-5	24	187
pathPoint:invade_front_13_1		imp_invade_front	r7	1.1	24	169
pathPoint:invade_front_13_2		imp_invade_front	r7	-1.8	24	163
pathPoint:invade_front_14_1		imp_invade_front	r7	26	22	126
pathPoint:invade_front_14_2		imp_invade_front	r7	24	22	132
pathPoint:invade_front_14_3		imp_invade_front	r7	30	22	126
pathPoint:invade_front_15_1		imp_invade_front	r7	42	22	86
pathPoint:invade_front_15_2		imp_invade_front	r7	41	22	73
pathPoint:invade_front_15_3		imp_invade_front	r7	41	22	59
pathPoint:invade_front_15_4		imp_invade_front	r7	50	22	48
pathPoint:invade_front_16_1		imp_invade_front	r8	51.9	22.5	28.1
pathPoint:invade_front_17_1		imp_invade_front	r8	56	22	4.8			
pathPoint:invade_front_17_2		imp_invade_front	r8	59	22	5.3			
pathPoint:invade_front_18_1		imp_invade_front	r9	71	22	6.9			
pathPoint:invade_front_19_1		imp_invade_front	r9	82.14	22.38	8.93			
object/tangible/terminal/terminal_elevator_up_noscript.iff	ion_to_command		r32	-69.54	-4.61	19.855	133.99	systems.movement.paired_object_movement	"string:transition_key=cap_to_command,string:unique_id=ion_cap"
object/tangible/terminal/terminal_elevator_down_post_noscript.iff	front_to_down		r9	84.46	22.68	9.17	-99	systems.movement.paired_object_movement	"string:transition_key=front_to_main,string:unique_id=echo_front"
object/tangible/terminal/terminal_elevator_up_post_noscript.iff	down_to_front		r49	4.77	-17.77	-46.46	0	systems.movement.paired_object_movement	"string:transition_key=front_to_main,string:unique_id=main_base"
object/tangible/terminal/terminal_elevator_down_noscript.iff	command_to_ion		r11	-0.769	64.3	101.426	-37.99	systems.movement.paired_object_movement	"string:transition_key=cap_to_command,string:unique_id=command_cap"
object/tangible/terminal/terminal_elevator_up_post_noscript.iff	command_to_observe		r66	11.27	64.76	95.89	0	systems.movement.paired_object_movement	"string:transition_key=command_to_observe,string:unique_id=observe_command"
object/tangible/terminal/terminal_elevator_down_post_noscript.iff	observe_to_command		r67	68.69	148.87	3.66	86	systems.movement.paired_object_movement	"string:transition_key=command_to_observe,string:unique_id=observe_tower"
object/tangible/terminal/terminal_elevator_down_post_noscript.iff	power_to_center		r61	-172.64	87.07	-246.96	128	systems.movement.paired_object_movement	"string:transition_key=center_to_power,string:unique_id=power_field"
object/tangible/terminal/terminal_elevator_down_noscript.iff	command_to_base		r1	-1.1	58.1	257	125	systems.movement.paired_object_movement	"string:transition_key=command_to_base,string:unique_id=command_up"
object/tangible/terminal/terminal_elevator_up_noscript.iff	command_to_medical		r51	82.68	-14.66	264.74	0.99	systems.movement.paired_object_movement	"string:transition_key=command_to_base,string:unique_id=command_down"
object/tangible/terminal/terminal_elevator_up_post_noscript.iff	side_hang_to_up		r18	-176.68	77.92	502.16	-63	systems.movement.paired_object_movement	"string:transition_key=side_hang_to_up,string:unique_id=side_hang_down"
object/tangible/terminal/terminal_elevator_down_post_noscript.iff	up_to_side_hang		r19	-176.66	95.09	502.2	-63	systems.movement.paired_object_movement	"string:transition_key=side_hang_to_up,string:unique_id=side_hang_up"
object/tangible/terminal/terminal_elevator_up_post_noscript.iff	ele_to_evac		r17	-301.47	77.79	471.22	46.4	systems.movement.paired_object_movement	"string:transition_key=evac_upper_hangar_elevator,string:unique_id=main_hangar"
object/tangible/terminal/terminal_elevator_down_post_noscript.iff	ele_to_lower		r17	-300.71	77.79	470.45	46.4	systems.movement.paired_object_movement	"string:transition_key=lower_upper_hangar_elevator,string:unique_id=main_hangar"
object/tangible/terminal/terminal_elevator_up_post_noscript.iff	lower_hangar_ele		r57	-304.6	-25.85	421.52	11.4	systems.movement.paired_object_movement	"string:transition_key=lower_upper_hangar_elevator,string:unique_id=lower_hangar"
object/tangible/terminal/terminal_elevator_down_post_noscript.iff	evacuation	start_rebel_evac	r64	-423.44	90.41	93.227	122	systems.movement.paired_object_movement	"string:transition_key=evac_upper_hangar_elevator,string:unique_id=evacuation_point"
object/tangible/terminal/terminal_elevator_down_post_noscript.iff	evacuation	start_imperial_evac	r64	-423.44	90.41	93.227	122	systems.movement.paired_object_movement	"string:transition_key=evac_upper_hangar_elevator,string:unique_id=evacuation_point"
object/tangible/door/echo_tower_door.iff				80.5	143.2	7.2	-98	systems.movement.paired_object_movement	"string:transition_key=observe_tower,string:unique_id=tower_exit"
object/tangible/quest/heroic/heroic_echo_base_tower_hatch.iff		spawn_hatch	r67	78.82	149.13	6.96	-98	systems.movement.paired_object_movement	"string:transition_key=observe_tower,string:unique_id=tower_enter"
waitForComplete:triggerId:spawn_hatch:spawn_hatch									
taskId:spawn_hatch		do_spawn_hatch							
delayAction:do_spawn_hatch:1		rebel							
delayAction:do_spawn_hatch:1		ion_cannon_capicator_destroyed							
trigger:delete_self:faction-npc-hoth:1:0:2:targetMessage		imp_invade_front	r9	81.9	22.8	8.8			
trigger:imp_invade_branch:faction-npc-hoth:2:0:2:triggerId		imp_invade_front	r9	81.9	22.8	8.8			
waitForComplete:triggerId:imp_invade_lower:imp_invade_branch		imp_invade_front							
taskId:imp_invade_branch		imp_invade_branch							
waitForComplete:triggerId:lower_branch_imperial_for_realsies:lower_branch		imperial							
waitForComplete:triggerId:lower_branch_rebel:lower_branch		rebel							
taskId:lower_branch		imp_invade_lower												
heroic_echo_snowtrooper_interior		spawn_lower_branch_imperial	r49	4.7	-19.3	-43.13			"string:patrol_path=imp_low_path,int:run=1,string:socialGroup=imp_lower_to_r14"					15
heroic_echo_snowtrooper_interior		spawn_lower_branch_rebel	r49	4.7	-19.3	-43.13			"string:patrol_path=imp_low_path,int:run=1,string:socialGroup=imp_lower_to_r14"	OnDeath:triggerId:spawn_lower_branch_p2				
heroic_echo_imp_assassin		spawn_lower_branch_p2	r49	4.7	-19.3	-43.13			"string:patrol_path=imp_low_path,int:run=1,string:socialGroup=imp_lower_to_r14"	OnDeath:triggerId:spawn_lower_branch_p3				
heroic_echo_stormcommando		spawn_lower_branch_p3	r49	4.7	-19.3	-43.13			"string:patrol_path=imp_low_path,int:run=1,string:socialGroup=imp_lower_to_r14"	OnDeath:triggerId:spawn_lower_branch_p3				
delayAction:spawn_lower_branch_imperial:5		lower_branch_imperial_for_realsies												
delayAction:spawn_lower_branch_imperial:14		lower_branch_imperial_for_realsies											"imp_low_path:patrolOnce:storm_center_1,storm_center_3,storm_center_4|storm_center_4_1,storm_center_5,storm_center_6|storm_center_6_1|storm_center_6_2,storm_center_7|storm_center_7_1|storm_center_7_2,storm_center_8"	
delayAction:spawn_lower_branch_imperial:23		lower_branch_imperial_for_realsies												
delayAction:spawn_lower_branch_rebel:5		lower_branch_rebel												
delayAction:spawn_lower_branch_rebel:14		lower_branch_rebel												
delayAction:spawn_lower_branch_rebel:23		lower_branch_rebel												
delayAction:spawn_lower_branch_rebel:32		lower_branch_rebel												
delayAction:spawn_lower_branch_rebel:41		lower_branch_rebel												
delayAction:spawn_lower_branch_rebel:50		lower_branch_rebel												
delayAction:lower_branch_imperial:1		imp_invade_front												
pathPoint:storm_center_1		lower_branch_imperial	r49	4.71	-18.42	-39.26								
pathPoint:storm_center_3		lower_branch_imperial	r49	4.88	-18.3	-27.9
pathPoint:storm_center_4		lower_branch_imperial	r48	4.74	-18.25	-6.37
pathPoint:storm_center_4_1		lower_branch_imperial	r48	3.3	-18.25	-12.57
pathPoint:storm_center_4_2		lower_branch_imperial	r48	6.6	-18.25	-0.8
pathPoint:storm_center_5		lower_branch_imperial	r48	4.6	-18.26	7.86
pathPoint:storm_center_6		lower_branch_imperial	r14	4.68	-18.1	26.35
pathPoint:storm_center_6_1		lower_branch_imperial	r14	2.2	-18.13	32.33
pathPoint:storm_center_6_2		lower_branch_imperial	r14	8.5	-18.13	30.39
pathPoint:storm_center_7		lower_branch_imperial	r14	6.07	-19.57	72.42
pathPoint:storm_center_7_1		lower_branch_imperial	r14	3.86	-19.93	77.7
pathPoint:storm_center_7_2		lower_branch_imperial	r14	9	-19.21	67.06
pathPoint:storm_center_8		lower_branch_imperial	r14	7.6	-21.7	160.5
pathPoint:lower_hanger_hall_1		lower_branch_imperial	r50	36.42	-14.58	162
pathPoint:lower_hanger_hall_2		lower_branch_imperial	r50	63.15	-14.45	189.9
pathPoint:lower_hanger_hall_2_1		lower_branch_imperial	r50	57	-14	180
pathPoint:lower_hanger_hall_2_3		lower_branch_imperial	r50	72	-14	202
pathPoint:lower_hanger_hall_3		lower_branch_imperial	r50	103	-14	231
pathPoint:lower_hanger_hall_3_1		lower_branch_imperial	r50	97	-14	226
pathPoint:lower_hanger_hall_4		lower_branch_imperial	r50	112.5	-14.45	258
pathPoint:lower_hanger_hall_4_1		lower_branch_imperial	r50	110	-14	248
pathPoint:lower_hanger_hall_5		lower_branch_imperial	r50	102.37	-14.48	277.68
pathPoint:lower_hanger_hall_6		lower_branch_imperial	r51	96.69	-14.6	282.65
pathPoint:lower_hanger_hall_7		lower_branch_imperial	r51	82	-14	283
pathPoint:lower_hanger_hall_7_1		lower_branch_imperial	r51	95	-14	297
pathPoint:lower_hanger_hall_7_2		lower_branch_imperial	r51	90	-14	292
pathPoint:lower_hanger_hall_8		lower_branch_imperial	r51	77.11	-14.65	299.49
pathPoint:lower_hanger_hall_9		lower_branch_imperial	r53	71.5	-14.62	303.9
pathPoint:lower_hanger_hall_10		lower_branch_imperial	r53	15	-17	305
pathPoint:lower_hanger_hall_10_1		lower_branch_imperial	r53	24	-18	302
pathPoint:lower_hanger_hall_10_2		lower_branch_imperial	r53	8.6	-18	307
pathPoint:lower_hanger_hall_11		lower_branch_imperial	r53	-24	-18	305
pathPoint:lower_hanger_hall_11_1		lower_branch_imperial	r53	-28	-18	307
pathPoint:lower_hanger_hall_11_2		lower_branch_imperial	r53	-18	-18	302
pathPoint:lower_hanger_hall_12		lower_branch_imperial	r53	-46.8	-18.25	305.5
pathPoint:lower_hanger_hall_13		lower_branch_imperial	r54	-50.4	-18.25	305.48
pathPoint:lower_hanger_hall_14		lower_branch_imperial	r54	-63	-18	305
pathPoint:lower_hanger_hall_14_1		lower_branch_imperial	r54	-61	-18	302
pathPoint:lower_hanger_hall_15		lower_branch_imperial	r54	-81.59	-18.19	305.4
pathPoint:lower_hanger_hall_16		lower_branch_imperial	r23	-85.54	-17.98	305.39
pathPoint:lower_hanger_hall_17		lower_branch_imperial	r23	-170	-18	305
pathPoint:lower_hanger_hall_17_1		lower_branch_imperial	r23	-167	-18	307
pathPoint:lower_hanger_hall_18		lower_branch_imperial	r23	-198	-18	318
pathPoint:lower_hanger_hall_18_1		lower_branch_imperial	r23	-191	-18	315
pathPoint:lower_hanger_hall_19		lower_branch_imperial	r23	-218	-18	342
pathPoint:lower_hanger_hall_20		lower_branch_imperial	r23	-231	-18	374
pathPoint:lower_hanger_hall_20_1		lower_branch_imperial	r23	-227	-18.8	369
pathPoint:lower_hanger_hall_20_2		lower_branch_imperial	r23	-239	-19	387
pathPoint:lower_hanger_hall_21		lower_branch_imperial	r23	-255	-21	436
pathPoint:lower_hanger_hall_21_1		lower_branch_imperial	r23	-257	-21	435							
pathPoint:lower_hanger_to_storage		lower_branch_imperial	r56	-266	-23	463							
trigger:lower_to_storage_assault:faction-npc-disco:1:0:0:targetMessage		lower_branch_imperial	r56	-266	-23	463							
"messageTo;branch_to_left;doPathAction;string:pathAction=patrol_path,string:pathName=lower_to_upper_hangar"		lower_to_upper_hangar											
"messageTo;branch_to_lower;doPathAction;string:pathAction=patrol_path,string:pathName=lower_to_storage"		lower_to_storage_assault											"lower_to_storage:patrolOnce:lower_to_storage_1,lower_to_storage_2,lower_to_storage_3|lower_to_storage_3_1,lower_to_storage_end,lower_to_storage_left|lower_to_storage_front|lower_to_storage_right"
pathPoint:lower_to_storage_1		lower_branch_imperial	r56	-243	-23	518							
pathPoint:lower_to_storage_2		lower_branch_imperial	r58	-229	-20.9	520							
pathPoint:lower_to_storage_3		lower_branch_imperial	r58	-214	-20	524							
pathPoint:lower_to_storage_3_1		lower_branch_imperial	r58	-210	-20	527							
pathPoint:lower_to_storage_end		lower_branch_imperial	r58	-179	-20	527							
trigger:raid_storage:faction-npc-hoth:1:0:0:targetMessage		lower_branch_imperial	r58	-179	-20	527							
messageTo;assault_storage;assault_storage;none		raid_storage											
object/tangible/destructible/destructable_crate_02.iff	equip_crate	spawn_imperial_extras	r58	-179	-20	551		theme_park.destructible	"string:attraction=hoth,int:attraction_range=35,int:hp=100000,string:name=Equipment Crate,string:faction=Rebel"	OnDeath:triggerId:anyEquipmentCrateDestroyed			
object/tangible/destructible/destructable_crate_02.iff	equip_crate	spawn_imperial_extras	r58	-179	-20	549		theme_park.destructible	"string:attraction=hoth,int:attraction_range=35,int:hp=100000,string:name=Equipment Crate,string:faction=Rebel"	OnDeath:triggerId:anyEquipmentCrateDestroyed			
object/tangible/destructible/destructable_crate_04.iff	equip_crate	spawn_imperial_extras	r58	-168	-19	555		theme_park.destructible	"string:attraction=hoth,int:attraction_range=35,int:hp=100000,string:name=Equipment Crate,string:faction=Rebel"	OnDeath:triggerId:anyEquipmentCrateDestroyed			
object/tangible/destructible/destructable_crate_04.iff	equip_crate	spawn_imperial_extras	r58	-138	-20	541		theme_park.destructible	"string:attraction=hoth,int:attraction_range=35,int:hp=100000,string:name=Equipment Crate,string:faction=Rebel"	OnDeath:triggerId:anyEquipmentCrateDestroyed			
object/tangible/destructible/destructable_crate_02.iff	equip_crate	spawn_imperial_extras	r58	-138	-20	539		theme_park.destructible	"string:attraction=hoth,int:attraction_range=35,int:hp=100000,string:name=Equipment Crate,string:faction=Rebel"	OnDeath:triggerId:anyEquipmentCrateDestroyed			
object/tangible/destructible/destructable_crate_04.iff	equip_crate	spawn_imperial_extras	r58	-135	-20	535		theme_park.destructible	"string:attraction=hoth,int:attraction_range=35,int:hp=100000,string:name=Equipment Crate,string:faction=Rebel"	OnDeath:triggerId:anyEquipmentCrateDestroyed			
object/tangible/destructible/destructable_crate_02.iff	equip_crate	spawn_imperial_extras	r58	-135	-20	533		theme_park.destructible	"string:attraction=hoth,int:attraction_range=35,int:hp=100000,string:name=Equipment Crate,string:faction=Rebel"	OnDeath:triggerId:anyEquipmentCrateDestroyed			
object/tangible/destructible/destructable_crate_02.iff	equip_crate	spawn_imperial_extras	r58	-175	-20	549		theme_park.destructible	"string:attraction=hoth,int:attraction_range=35,int:hp=100000,string:name=Equipment Crate,string:faction=Rebel"	OnDeath:triggerId:anyEquipmentCrateDestroyed			
object/tangible/destructible/destructable_crate_04.iff	equip_crate	spawn_imperial_extras	r58	-167	-20	512		theme_park.destructible	"string:attraction=hoth,int:attraction_range=35,int:hp=100000,string:name=Equipment Crate,string:faction=Rebel"	OnDeath:triggerId:anyEquipmentCrateDestroyed			
object/tangible/destructible/destructable_crate_04.iff	equip_crate	spawn_imperial_extras	r58	-172	-20	512		theme_park.destructible	"string:attraction=hoth,int:attraction_range=35,int:hp=100000,string:name=Equipment Crate,string:faction=Rebel"	OnDeath:triggerId:anyEquipmentCrateDestroyed			
taskId:equip_crate_update		anyEquipmentCrateDestroyed											
messageTo;quest_tracker;questUpdate;string:update=imp_equipment_destroyed		anyEquipmentCrateDestroyed											
delayAction:imperial_phase_2_stores_destroyed:3		all_equip_crates_destroyed											
fxOnPlayers:sound/echo_base_imperial_phase_2_equipment.snd		imperial_phase_2_stores_destroyed											
"waitForComplete:triggerId:all_equip_crates_destroyed:equip_crate,equip_crate,equip_crate,equip_crate,equip_crate,equip_crate,equip_crate,equip_crate,equip_crate,equip_crate,equip_crate,equip_crate,equip_crate,equip_crate,equip_crate,equip_crate"		lower_branch_imperial											
pathPoint:lower_to_storage_left		lower_branch_imperial	r58	-180	-20	546							
pathPoint:lower_to_storage_front		lower_branch_imperial	r58	-149	-20	533							"lower_to_upper_hangar:patrolOnce:lower_to_upper_1,lower_to_upper_2,lower_to_upper_3,lower_to_upper_end"
pathPoint:lower_to_storage_right		lower_branch_imperial	r58	-176	-20	508							
heroic_echo_rebel_phalax_commander		imperial	r58	-178	-21	531	-96						
heroic_echo_rebel_commando_interior	r58	lower_branch_imperial	r58	-177	-20	541	-99						
heroic_echo_rebel_commando_interior	r58	lower_branch_imperial	r58	-173	-20	536	-99
heroic_echo_rebel_commando_interior	r58	lower_branch_imperial	r58	-172	-20	532	-99
heroic_echo_rebel_commando_interior	r58	lower_branch_imperial	r58	-171	-20	528	-99
heroic_echo_rebel_commando_interior	r58	lower_branch_imperial	r58	-171	-20	523	-99
heroic_echo_rebel_commando_interior	r58	lower_branch_imperial	r58	-179	-20	526	-99
"waitForComplete:triggerId:r58_captured_rebel:r58,r58,r58,r58,r58,r58"		spawn_rebel_objective					
"waitForComplete:triggerId:r58_captured_imperial:r58,r58,r58,r58,r58,r58"		spawn_imperial_objective					
heroic_echo_stormcommando		r58_captured_rebel	r58	-194	-19	533	-107
heroic_echo_stormcommando		r58_captured_rebel	r58	-194	-20	520	-84
heroic_echo_stormcommando		r58_captured_rebel	r58	-163	-20	519	-82
heroic_echo_stormcommando		r58_captured_rebel	r58	-152	-20	537	-105
heroic_echo_stormcommando		r58_captured_rebel	r58	-163	-20	547	-119
heroic_echo_stormcommando		r58_captured_rebel	r58	-169	-20	529	-92
heroic_echo_snowtrooper_interior		r58_captured_imperial	r58	-194	-19	533	-107
heroic_echo_snowtrooper_interior		r58_captured_imperial	r58	-194	-20	520	-84
heroic_echo_snowtrooper_interior		r58_captured_imperial	r58	-163	-20	519	-82
heroic_echo_snowtrooper_interior		r58_captured_imperial	r58	-152	-20	537	-105						
heroic_echo_snowtrooper_interior		r58_captured_imperial	r58	-163	-20	547	-119						
heroic_echo_snowtrooper_interior		r58_captured_imperial	r58	-169	-20	529	-92						
pathPoint:lower_to_upper_1		lower_branch_imperial	r56	-297	-24	458							"upper_hangar_to_split:patrolOnce:upper_hangar_1,upper_hangar_2,upper_hangar_3,hangar_split_tauntaun|hangar_split_tunnel_right|hangar_split_lower"
pathPoint:lower_to_upper_2		lower_branch_imperial	r57	-301.25	-25.83	440.69							
pathPoint:lower_to_upper_3		lower_branch_imperial	r57	-302	-25	432							
pathPoint:lower_to_upper_end		lower_branch_imperial	r57	-304	-25	423							
trigger:delete_self:faction-npc-hoth:1:0:2:targetMessage		lower_branch_imperial	r57	-304	-25	423							
delayAction:imp_hangar_assault:1		imp_invade_front											
pathPoint:upper_hangar_1		imp_hangar_assault	r17	-290.32	77.63	481.58							
pathPoint:upper_hangar_2		imp_hangar_assault	r15	-283.22	77.63	488.79							
pathPoint:upper_hangar_3		imp_hangar_assault	r15	-267.66	73.3	503.73							
pathPoint:hangar_split_tauntaun		imp_hangar_assault	r15	-279.8	73.3	527.25							
pathPoint:hangar_split_tunnel_right		imp_hangar_assault	r15	-265.05	79.27	479.72							
pathPoint:hangar_split_lower		imp_hangar_assault	r15	-260.18	73.33	519.24							
delayAction:spawn_hangar_trooper:1		hangar_main_troopers											
delayAction:spawn_hangar_trooper:11		hangar_main_troopers											"hangar_assault:patrolOnce:hangar_assault_1,hangar_assault_2,hangar_assault_3,hangar_assault_4"
heroic_echo_snowtrooper_interior		spawn_hangar_trooper	r17	-299.58	77.79	472.1	0	theme_park.heroic.echo_base.echo_theater	"string:patrol_path=upper_hangar_to_split,int:run=2"	OnDeath:triggerId:hangar_main_troopers			"main_hangar_assault:patrolOnce:hangar_to_walkway_1,hangar_to_walkway_2,hangar_to_walkway_3,hangar_to_walkway_4,hangar_to_walkway_5,hangar_to_walkway_6,hangar_to_walkway_7"
delayAction:spawn_hangar_trooper:11		hangar_main_troopers											
heroic_echo_snowtrooper_interior		spawn_hangar_trooper	r17	-299.58	77.79	472.1	0	theme_park.heroic.echo_base.echo_theater	"string:patrol_path=upper_hangar_to_split,int:run=2"	OnDeath:triggerId:hangar_main_troopers			
pathPoint:hangar_assault_1		imp_hangar_assault	r15	-287.98	73.3	534.39							
pathPoint:hangar_assault_2		imp_hangar_assault	r15	-279	74	542							
pathPoint:hangar_assault_3		imp_hangar_assault	r15	-259	73	562							
pathPoint:hangar_assault_4		imp_hangar_assault	r15	-225	73	588							
pathPoint:hangar_to_walkway_1		imp_hangar_assault	r15	-242.29	73.3	535.04							
pathPoint:hangar_to_walkway_2		imp_hangar_assault	r15	-217.08	73.36	542.01							
pathPoint:hangar_to_walkway_3		imp_hangar_assault	r15	-198.63	73.3	528.98							
pathPoint:hangar_to_walkway_4		imp_hangar_assault	r15	-207.66	74	519.26							
pathPoint:hangar_to_walkway_5		imp_hangar_assault	r15	-199.36	77.57	514.28							
pathPoint:hangar_to_walkway_6		imp_hangar_assault	r18	-193.44	77.93	510.51							
pathPoint:hangar_to_walkway_7		imp_hangar_assault	r18	-179.61	78	503.73							
pathPoint:hangar_up_1		imp_hangar_assault	r19	-186.21	95.1	507.45							
pathPoint:hangar_up_2		imp_hangar_assault	r19	-194.66	95.11	511.52								
pathPoint:hangar_up_3		imp_hangar_assault	r15	-232.8	95.25	531.31								
pathPoint:hangar_up_4		imp_hangar_assault	r15	-225.32	95.21	545.25								
pathPoint:hangar_up_end_1		imp_hangar_assault	r15	-215.03	95.25	565.73								
pathPoint:hangar_up_end_2		imp_hangar_assault	r15	-240.48	95.23	553.24								
trigger:delete_self:faction-npc-r24_to_hang:1:0:2:targetMessage		imp_hangar_assault	r18	-179.61	78	503.73								
trigger:imp_hangar_upper_assault:faction-npc-r24_to_hang:2:0:2:triggerId		imp_hangar_assault	r18	-179.61	78	503.73								
delayAction:imp_hangar_upper_assault_delay:3		imp_hangar_upper_assault												
heroic_echo_snowtrooper_interior	uwst	imp_hangar_upper_assault	r19	-178.99	95.26	503.34		theme_park.heroic.echo_base.echo_theater	"string:patrol_path=upper_walkway_path,int:run=2"				"upper_walkway_path:patrolOnce:hangar_up_1,hangar_up_2,hangar_up_3,hangar_up_4,hangar_up_end_1|hangar_up_end_2"	1
pathPoint:hangar_to_main_1		imp_hangar_assault	r21	-256.82	74.04	449.17								
pathPoint:hangar_to_main_1_1		imp_hangar_assault	r21	-255	71	435								
pathPoint:hangar_to_main_1_2		imp_hangar_assault	r21	-253	73	443								
pathPoint:hangar_to_main_2		imp_hangar_assault	r21	-246.06	67.17	410.46								
pathPoint:hangar_to_main_2_1		imp_hangar_assault	r21	-242	66	408								
pathPoint:hangar_to_main_2_2		imp_hangar_assault	r21	-245	65	399								
pathPoint:hangar_to_main_3		imp_hangar_assault	r21	-231.87	59.13	361.51								
pathPoint:hangar_to_main_split_left		imp_hangar_assault	r21	-220.99	59.25	364.54							
pathPoint:hangar_to_main_split_straight		imp_hangar_assault	r21	-227.93	56.71	347.14							"hangar_tunnel_to_base:patrolOnce:hangar_to_main_1|hangar_to_main_1_1|hangar_to_main_1_2,hangar_to_main_2|hangar_to_main_2_1|hangar_to_main_2_2,hangar_to_main_3,hangar_to_main_split_left|hangar_to_main_split_straight"
pathPoint:uh_split_to_main_1		imp_hangar_assault	r21	-161.64	57.1	376.71							
pathPoint:uh_split_to_main_2		imp_hangar_assault	r24	-115.95	46.26	376.95							
pathPoint:uh_split_to_main_3		imp_hangar_assault	r24	-108.75	44.11	364.79							
pathPoint:uh_split_to_main_4		imp_hangar_assault	r24	-93.83	42.98	352.76							"hangar_split_to_base:patrolOnce:uh_split_to_main_1,uh_split_to_main_2,uh_split_to_main_3,uh_split_to_main_4"
pathPoint:uh_split_to_tauntaun_1		imp_hangar_assault	r21	-220	49	311							
pathPoint:uh_split_to_tauntaun_2		imp_hangar_assault	r21	-249.7	41	268.53							
pathPoint:uh_split_to_tauntaun_3		imp_hangar_assault	r21	-269.8	36.32	239.99							
pathPoint:uh_split_to_tauntaun_4		imp_hangar_assault	r21	-263	33	226							
pathPoint:uh_split_to_tauntaun_5		imp_hangar_assault	tauntaun_grounds	-249	27	200							
pathPoint:hangar_tauntaun_1		imp_hangar_assault	tauntaun_grounds	-251	24	186							
pathPoint:hangar_tauntaun_2		imp_hangar_assault	tauntaun_grounds	-262	25	178							
pathPoint:hangar_tauntaun_3		imp_hangar_assault	tauntaun_grounds	-265	25	164							
pathPoint:hangar_tauntaun_4		imp_hangar_assault	tauntaun_grounds	-263	21	145							
pathPoint:hangar_tauntaun_5		imp_hangar_assault	tauntaun_grounds	-232	20	133							
pathPoint:hangar_tauntaun_6		imp_hangar_assault	tauntaun_grounds	-199	20	127							
pathPoint:hangar_tauntaun_7		imp_hangar_assault	tauntaun_grounds	-143	20	153							
pathPoint:hangar_tauntaun_8		imp_hangar_assault	tauntaun_grounds	-141	19	168							
pathPoint:hangar_tauntaun_9		imp_hangar_assault	tauntaun_grounds	-157	12	186							
pathPoint:hangar_tauntaun_10		imp_hangar_assault	tauntaun_grounds	-182	1	198							
pathPoint:hangar_tauntaun_11		imp_hangar_assault	tauntaun_grounds	-225	-17	191							
pathPoint:hangar_tauntaun_12		imp_hangar_assault	tauntaun_grounds	-242	-24	163							
pathPoint:hangar_tauntaun_13		imp_hangar_assault	r27	-222	-22	150							
pathPoint:hangar_tauntaun_14		imp_hangar_assault	r27	-212	-23	154							
pathPoint:hangar_tauntaun_15		imp_hangar_assault	r27	-203	-23	147							
pathPoint:hangar_tauntaun_16		imp_hangar_assault	r27	-195	-23	154							
messageTo;target;destroySelf;none		delete_self											
pathPoint:lower_assault_1		lower_branch_imperial	r14	0.896	-21.28	167							"lower_split_assault:patrolOnce:lower_assault_1,lower_assault_2,lower_assault_3,lower_assault_4,lower_assault_5,lower_assault_cap|lower_assault_tauntaun|lower_assault_generator"
pathPoint:lower_assault_2		lower_branch_imperial	r14	-14.06	-17.68	166.72							
pathPoint:lower_assault_3		lower_branch_imperial	r22	-28	-14	166							
pathPoint:lower_assault_4		lower_branch_imperial	r22	-61	-6	166							
pathPoint:lower_assault_5		lower_branch_imperial	r22	-90	0	166							
pathPoint:lower_assault_cap		lower_branch_imperial	r22	-92	-1.8	152							
pathPoint:lower_assault_tauntaun		lower_branch_imperial	r22	-98.67	1.13	167.31							
pathPoint:lower_assault_generator		lower_branch_imperial	r22	-86	0	183							
trigger:low_assault_to_cap:faction-npc-hoth:1:0:0:targetMessage		lower_branch_imperial	r22	-92	-1.8	152							
"messageTo;branch_to_left;doPathAction;string:pathAction=patrol_path,string:pathName=low_assault_to_cap"		low_assault_to_cap											"low_assault_to_cap:patrolOnce:lower_to_cap_1,lower_to_cap_2,lower_to_cap_3,lower_to_cap_4,lower_to_cap_5,lower_to_cap_6,lower_to_cap_7,lower_to_cap_8,ion_cap,lower_to_cap_9"
pathPoint:lower_to_cap_1		lower_branch_imperial	r22	-99	-8	119							
pathPoint:lower_to_cap_2		lower_branch_imperial	r22	-114	-11	75							
pathPoint:lower_to_cap_3		lower_branch_imperial	r22	-118	-9	51							
pathPoint:lower_to_cap_4		lower_branch_imperial	r22	-107	-7	33							
pathPoint:lower_to_cap_5		lower_branch_imperial	r22	-91	-4	31							
pathPoint:lower_to_cap_6		lower_branch_imperial	r31	-86	-4	31							
pathPoint:lower_to_cap_7		lower_branch_imperial	r31	-63	-4	28							
pathPoint:lower_to_cap_8		lower_branch_imperial	r32	-63	-4.6	13.6							
pathPoint:lower_to_cap_9		lower_branch_imperial	r32	-68.6	-4.6	18.5							
pathPoint:ion_cap		lower_branch_imperial	r32	-62	-4	8.5							
