tatooine	naboo	corellia	rori	talus	dantooine	lok	yavin4	endor	dathomir	collections
armor_recon_pre_lvl20_bicep_l_02_01	armor_assault_pre_lvl20_bicep_l_02_01	armor_assault_pre_lvl30_bicep_l_02_01	armor_assault_pre_lvl40_bicep_l_02_01	armor_assault_pre_lvl50_bicep_l_02_01	armor_assault_pre_lvl50_bicep_l_02_01	armor_assault_pre_lvl60_bicep_l_02_01	armor_assault_pre_lvl70_bicep_l_02_01	armor_assault_pre_lvl80_bicep_l_02_01	armor_assault_pre_lvl80_bicep_l_02_01	col_trader_eng_torso_02_01
armor_recon_pre_lvl20_bicep_r_02_01	armor_assault_pre_lvl20_bicep_r_02_01	armor_assault_pre_lvl30_bicep_r_02_01	armor_assault_pre_lvl40_bicep_r_02_01	armor_assault_pre_lvl50_bicep_r_02_01	armor_assault_pre_lvl50_bicep_r_02_01	armor_assault_pre_lvl60_bicep_r_02_01	armor_assault_pre_lvl70_bicep_r_02_01	armor_assault_pre_lvl80_bicep_r_02_01	armor_assault_pre_lvl80_bicep_r_02_01	col_trader_mun_head_02_01
armor_recon_pre_lvl20_boots_02_01	armor_assault_pre_lvl20_boots_02_01	armor_assault_pre_lvl30_boots_02_01	armor_assault_pre_lvl40_boots_02_01	armor_assault_pre_lvl50_boots_02_01	armor_assault_pre_lvl50_boots_02_01	armor_assault_pre_lvl60_boots_02_01	armor_assault_pre_lvl70_boots_02_01	armor_assault_pre_lvl80_boots_02_01	armor_assault_pre_lvl80_boots_02_01	col_trader_mun_left_arm_02_01
armor_recon_pre_lvl20_bracer_l_02_01	armor_assault_pre_lvl20_bracer_l_02_01	armor_assault_pre_lvl30_bracer_l_02_01	armor_assault_pre_lvl40_bracer_l_02_01	armor_assault_pre_lvl50_bracer_l_02_01	armor_assault_pre_lvl50_bracer_l_02_01	armor_assault_pre_lvl60_bracer_l_02_01	armor_assault_pre_lvl70_bracer_l_02_01	armor_assault_pre_lvl80_bracer_l_02_01	armor_assault_pre_lvl80_bracer_l_02_01	col_trader_mun_left_leg_02_01
armor_recon_pre_lvl20_bracer_r_02_01	armor_assault_pre_lvl20_bracer_r_02_01	armor_assault_pre_lvl30_bracer_r_02_01	armor_assault_pre_lvl40_bracer_r_02_01	armor_assault_pre_lvl50_bracer_r_02_01	armor_assault_pre_lvl50_bracer_r_02_01	armor_assault_pre_lvl60_bracer_r_02_01	armor_assault_pre_lvl70_bracer_r_02_01	armor_assault_pre_lvl80_bracer_r_02_01	armor_assault_pre_lvl80_bracer_r_02_01	col_trader_mun_right_arm_02_01
armor_recon_pre_lvl20_chest_02_01	armor_assault_pre_lvl20_chest_02_01	armor_assault_pre_lvl30_chest_02_01	armor_assault_pre_lvl40_chest_02_01	armor_assault_pre_lvl50_chest_02_01	armor_assault_pre_lvl50_chest_02_01	armor_assault_pre_lvl60_chest_02_01	armor_assault_pre_lvl70_chest_02_01	armor_assault_pre_lvl80_chest_02_01	armor_assault_pre_lvl80_chest_02_01	col_trader_mun_right_leg_02_01
armor_recon_pre_lvl20_gloves_02_01	armor_assault_pre_lvl20_gloves_02_01	armor_assault_pre_lvl30_gloves_02_01	armor_assault_pre_lvl40_gloves_02_01	armor_assault_pre_lvl50_gloves_02_01	armor_assault_pre_lvl50_gloves_02_01	armor_assault_pre_lvl60_gloves_02_01	armor_assault_pre_lvl70_gloves_02_01	armor_assault_pre_lvl80_gloves_02_01	armor_assault_pre_lvl80_gloves_02_01	col_trader_mun_stand_base_02_01
armor_recon_pre_lvl20_helmet_02_01	armor_assault_pre_lvl20_helmet_02_01	armor_assault_pre_lvl30_helmet_02_01	armor_assault_pre_lvl40_helmet_02_01	armor_assault_pre_lvl50_helmet_02_01	armor_assault_pre_lvl50_helmet_02_01	armor_assault_pre_lvl60_helmet_02_01	armor_assault_pre_lvl70_helmet_02_01	armor_assault_pre_lvl80_helmet_02_01	armor_assault_pre_lvl80_helmet_02_01	col_trader_mun_torso_02_01
armor_recon_pre_lvl20_leggings_02_01	armor_assault_pre_lvl20_leggings_02_01	armor_assault_pre_lvl30_leggings_02_01	armor_assault_pre_lvl40_leggings_02_01	armor_assault_pre_lvl50_leggings_02_01	armor_assault_pre_lvl50_leggings_02_01	armor_assault_pre_lvl60_leggings_02_01	armor_assault_pre_lvl70_leggings_02_01	armor_assault_pre_lvl80_leggings_02_01	armor_assault_pre_lvl80_leggings_02_01	item_collection_jedi_holocron_01_01
armor_recon_sta_lvl20_bicep_l_02_01	armor_assault_sta_lvl20_bicep_l_02_01	armor_assault_sta_lvl30_bicep_l_02_01	armor_assault_sta_lvl40_bicep_l_02_01	armor_assault_sta_lvl50_bicep_l_02_01	armor_assault_sta_lvl50_bicep_l_02_01	armor_assault_sta_lvl60_bicep_l_02_01	armor_assault_sta_lvl70_bicep_l_02_01	armor_assault_sta_lvl80_bicep_l_02_01	armor_assault_sta_lvl80_bicep_l_02_01	item_collection_jedi_holocron_01_02
armor_recon_sta_lvl20_bicep_r_02_01	armor_assault_sta_lvl20_bicep_r_02_01	armor_assault_sta_lvl30_bicep_r_02_01	armor_assault_sta_lvl40_bicep_r_02_01	armor_assault_sta_lvl50_bicep_r_02_01	armor_assault_sta_lvl50_bicep_r_02_01	armor_assault_sta_lvl60_bicep_r_02_01	armor_assault_sta_lvl70_bicep_r_02_01	armor_assault_sta_lvl80_bicep_r_02_01	armor_assault_sta_lvl80_bicep_r_02_01	item_collection_jedi_holocron_01_03
armor_recon_sta_lvl20_boots_02_01	armor_assault_sta_lvl20_boots_02_01	armor_assault_sta_lvl30_boots_02_01	armor_assault_sta_lvl40_boots_02_01	armor_assault_sta_lvl50_boots_02_01	armor_assault_sta_lvl50_boots_02_01	armor_assault_sta_lvl60_boots_02_01	armor_assault_sta_lvl70_boots_02_01	armor_assault_sta_lvl80_boots_02_01	armor_assault_sta_lvl80_boots_02_01	item_collection_jedi_holocron_01_04
armor_recon_sta_lvl20_bracer_l_02_01	armor_assault_sta_lvl20_bracer_l_02_01	armor_assault_sta_lvl30_bracer_l_02_01	armor_assault_sta_lvl40_bracer_l_02_01	armor_assault_sta_lvl50_bracer_l_02_01	armor_assault_sta_lvl50_bracer_l_02_01	armor_assault_sta_lvl60_bracer_l_02_01	armor_assault_sta_lvl70_bracer_l_02_01	armor_assault_sta_lvl80_bracer_l_02_01	armor_assault_sta_lvl80_bracer_l_02_01	item_collection_jedi_holocron_01_05
armor_recon_sta_lvl20_bracer_r_02_01	armor_assault_sta_lvl20_bracer_r_02_01	armor_assault_sta_lvl30_bracer_r_02_01	armor_assault_sta_lvl40_bracer_r_02_01	armor_assault_sta_lvl50_bracer_r_02_01	armor_assault_sta_lvl50_bracer_r_02_01	armor_assault_sta_lvl60_bracer_r_02_01	armor_assault_sta_lvl70_bracer_r_02_01	armor_assault_sta_lvl80_bracer_r_02_01	armor_assault_sta_lvl80_bracer_r_02_01	item_collection_jedi_holocron_02_01
armor_recon_sta_lvl20_chest_02_01	armor_assault_sta_lvl20_chest_02_01	armor_assault_sta_lvl30_chest_02_01	armor_assault_sta_lvl40_chest_02_01	armor_assault_sta_lvl50_chest_02_01	armor_assault_sta_lvl50_chest_02_01	armor_assault_sta_lvl60_chest_02_01	armor_assault_sta_lvl70_chest_02_01	armor_assault_sta_lvl80_chest_02_01	armor_assault_sta_lvl80_chest_02_01	item_collection_jedi_holocron_02_02
armor_recon_sta_lvl20_gloves_02_01	armor_assault_sta_lvl20_gloves_02_01	armor_assault_sta_lvl30_gloves_02_01	armor_assault_sta_lvl40_gloves_02_01	armor_assault_sta_lvl50_gloves_02_01	armor_assault_sta_lvl50_gloves_02_01	armor_assault_sta_lvl60_gloves_02_01	armor_assault_sta_lvl70_gloves_02_01	armor_assault_sta_lvl80_gloves_02_01	armor_assault_sta_lvl80_gloves_02_01	item_collection_jedi_holocron_02_03
armor_recon_sta_lvl20_helmet_02_01	armor_assault_sta_lvl20_helmet_02_01	armor_assault_sta_lvl30_helmet_02_01	armor_assault_sta_lvl40_helmet_02_01	armor_assault_sta_lvl50_helmet_02_01	armor_assault_sta_lvl50_helmet_02_01	armor_assault_sta_lvl60_helmet_02_01	armor_assault_sta_lvl70_helmet_02_01	armor_assault_sta_lvl80_helmet_02_01	armor_assault_sta_lvl80_helmet_02_01	item_collection_jedi_holocron_02_04
armor_recon_sta_lvl20_leggings_02_01	armor_assault_sta_lvl20_leggings_02_01	armor_assault_sta_lvl30_leggings_02_01	armor_assault_sta_lvl40_leggings_02_01	armor_assault_sta_lvl50_leggings_02_01	armor_assault_sta_lvl50_leggings_02_01	armor_assault_sta_lvl60_leggings_02_01	armor_assault_sta_lvl70_leggings_02_01	armor_assault_sta_lvl80_leggings_02_01	armor_assault_sta_lvl80_leggings_02_01	item_collection_jedi_holocron_02_05
item_clothing_backpack_agi_lvl20_02_01	armor_battle_agi_lvl20_bicep_l_02_01	armor_battle_agi_lvl30_bicep_l_02_01	armor_battle_agi_lvl40_bicep_l_02_01	armor_battle_agi_lvl50_bicep_l_02_01	armor_battle_agi_lvl50_bicep_l_02_01	armor_battle_agi_lvl60_bicep_l_02_01	armor_battle_agi_lvl70_bicep_l_02_01	armor_battle_agi_lvl80_bicep_l_02_01	armor_battle_agi_lvl80_bicep_l_02_01	item_collection_sith_holocron_01_01
item_clothing_backpack_con_lvl20_02_01	armor_battle_agi_lvl20_bicep_r_02_01	armor_battle_agi_lvl30_bicep_r_02_01	armor_battle_agi_lvl40_bicep_r_02_01	armor_battle_agi_lvl50_bicep_r_02_01	armor_battle_agi_lvl50_bicep_r_02_01	armor_battle_agi_lvl60_bicep_r_02_01	armor_battle_agi_lvl70_bicep_r_02_01	armor_battle_agi_lvl80_bicep_r_02_01	armor_battle_agi_lvl80_bicep_r_02_01	item_collection_sith_holocron_01_02
item_clothing_backpack_lck_lvl20_02_01	armor_battle_agi_lvl20_boots_02_01	armor_battle_agi_lvl30_boots_02_01	armor_battle_agi_lvl40_boots_02_01	armor_battle_agi_lvl50_boots_02_01	armor_battle_agi_lvl50_boots_02_01	armor_battle_agi_lvl60_boots_02_01	armor_battle_agi_lvl70_boots_02_01	armor_battle_agi_lvl80_boots_02_01	armor_battle_agi_lvl80_boots_02_01	item_collection_sith_holocron_01_03
item_clothing_backpack_pre_lvl20_02_01	armor_battle_agi_lvl20_bracer_l_02_01	armor_battle_agi_lvl30_bracer_l_02_01	armor_battle_agi_lvl40_bracer_l_02_01	armor_battle_agi_lvl50_bracer_l_02_01	armor_battle_agi_lvl50_bracer_l_02_01	armor_battle_agi_lvl60_bracer_l_02_01	armor_battle_agi_lvl70_bracer_l_02_01	armor_battle_agi_lvl80_bracer_l_02_01	armor_battle_agi_lvl80_bracer_l_02_01	item_collection_sith_holocron_01_04
item_clothing_backpack_sta_lvl20_02_01	armor_battle_agi_lvl20_bracer_r_02_01	armor_battle_agi_lvl30_bracer_r_02_01	armor_battle_agi_lvl40_bracer_r_02_01	armor_battle_agi_lvl50_bracer_r_02_01	armor_battle_agi_lvl50_bracer_r_02_01	armor_battle_agi_lvl60_bracer_r_02_01	armor_battle_agi_lvl70_bracer_r_02_01	armor_battle_agi_lvl80_bracer_r_02_01	armor_battle_agi_lvl80_bracer_r_02_01	item_collection_sith_holocron_01_05
item_clothing_backpack_str_lvl20_02_01	armor_battle_agi_lvl20_chest_02_01	armor_battle_agi_lvl30_chest_02_01	armor_battle_agi_lvl40_chest_02_01	armor_battle_agi_lvl50_chest_02_01	armor_battle_agi_lvl50_chest_02_01	armor_battle_agi_lvl60_chest_02_01	armor_battle_agi_lvl70_chest_02_01	armor_battle_agi_lvl80_chest_02_01	armor_battle_agi_lvl80_chest_02_01	item_collection_sith_holocron_02_01
item_clothing_bandolier_agi_lvl20_02_01	armor_battle_agi_lvl20_gloves_02_01	armor_battle_agi_lvl30_gloves_02_01	armor_battle_agi_lvl40_gloves_02_01	armor_battle_agi_lvl50_gloves_02_01	armor_battle_agi_lvl50_gloves_02_01	armor_battle_agi_lvl60_gloves_02_01	armor_battle_agi_lvl70_gloves_02_01	armor_battle_agi_lvl80_gloves_02_01	armor_battle_agi_lvl80_gloves_02_01	item_collection_sith_holocron_02_02
item_clothing_bandolier_con_lvl20_02_01	armor_battle_agi_lvl20_helmet_02_01	armor_battle_agi_lvl30_helmet_02_01	armor_battle_agi_lvl40_helmet_02_01	armor_battle_agi_lvl50_helmet_02_01	armor_battle_agi_lvl50_helmet_02_01	armor_battle_agi_lvl60_helmet_02_01	armor_battle_agi_lvl70_helmet_02_01	armor_battle_agi_lvl80_helmet_02_01	armor_battle_agi_lvl80_helmet_02_01	item_collection_sith_holocron_02_03
item_clothing_bandolier_lck_lvl20_02_01	armor_battle_agi_lvl20_leggings_02_01	armor_battle_agi_lvl30_leggings_02_01	armor_battle_agi_lvl40_leggings_02_01	armor_battle_agi_lvl50_leggings_02_01	armor_battle_agi_lvl50_leggings_02_01	armor_battle_agi_lvl60_leggings_02_01	armor_battle_agi_lvl70_leggings_02_01	armor_battle_agi_lvl80_leggings_02_01	armor_battle_agi_lvl80_leggings_02_01	item_collection_sith_holocron_02_04
item_clothing_bandolier_pre_lvl20_02_01	armor_battle_con_lvl20_bicep_l_02_01	armor_battle_con_lvl30_bicep_l_02_01	armor_battle_con_lvl40_bicep_l_02_01	armor_battle_con_lvl50_bicep_l_02_01	armor_battle_con_lvl50_bicep_l_02_01	armor_battle_con_lvl60_bicep_l_02_01	armor_battle_con_lvl70_bicep_l_02_01	armor_battle_con_lvl80_bicep_l_02_01	armor_battle_con_lvl80_bicep_l_02_01	item_collection_sith_holocron_02_05
item_clothing_bandolier_sta_lvl20_02_01	armor_battle_con_lvl20_bicep_r_02_01	armor_battle_con_lvl30_bicep_r_02_01	armor_battle_con_lvl40_bicep_r_02_01	armor_battle_con_lvl50_bicep_r_02_01	armor_battle_con_lvl50_bicep_r_02_01	armor_battle_con_lvl60_bicep_r_02_01	armor_battle_con_lvl70_bicep_r_02_01	armor_battle_con_lvl80_bicep_r_02_01	armor_battle_con_lvl80_bicep_r_02_01	item_collection_housing_improvement_01_01
item_clothing_bandolier_str_lvl20_02_01	armor_battle_con_lvl20_boots_02_01	armor_battle_con_lvl30_boots_02_01	armor_battle_con_lvl40_boots_02_01	armor_battle_con_lvl50_boots_02_01	armor_battle_con_lvl50_boots_02_01	armor_battle_con_lvl60_boots_02_01	armor_battle_con_lvl70_boots_02_01	armor_battle_con_lvl80_boots_02_01	armor_battle_con_lvl80_boots_02_01	item_collection_housing_improvement_01_02
item_clothing_belt_agi_lvl20_02_01	armor_battle_con_lvl20_bracer_l_02_01	armor_battle_con_lvl30_bracer_l_02_01	armor_battle_con_lvl40_bracer_l_02_01	armor_battle_con_lvl50_bracer_l_02_01	armor_battle_con_lvl50_bracer_l_02_01	armor_battle_con_lvl60_bracer_l_02_01	armor_battle_con_lvl70_bracer_l_02_01	armor_battle_con_lvl80_bracer_l_02_01	armor_battle_con_lvl80_bracer_l_02_01	item_collection_housing_improvement_01_03
item_clothing_belt_con_lvl20_02_01	armor_battle_con_lvl20_bracer_r_02_01	armor_battle_con_lvl30_bracer_r_02_01	armor_battle_con_lvl40_bracer_r_02_01	armor_battle_con_lvl50_bracer_r_02_01	armor_battle_con_lvl50_bracer_r_02_01	armor_battle_con_lvl60_bracer_r_02_01	armor_battle_con_lvl70_bracer_r_02_01	armor_battle_con_lvl80_bracer_r_02_01	armor_battle_con_lvl80_bracer_r_02_01	item_collection_housing_improvement_01_04
item_clothing_belt_lck_lvl20_02_01	armor_battle_con_lvl20_chest_02_01	armor_battle_con_lvl30_chest_02_01	armor_battle_con_lvl40_chest_02_01	armor_battle_con_lvl50_chest_02_01	armor_battle_con_lvl50_chest_02_01	armor_battle_con_lvl60_chest_02_01	armor_battle_con_lvl70_chest_02_01	armor_battle_con_lvl80_chest_02_01	armor_battle_con_lvl80_chest_02_01	item_collection_housing_improvement_01_05
item_clothing_belt_pre_lvl20_02_01	armor_battle_con_lvl20_gloves_02_01	armor_battle_con_lvl30_gloves_02_01	armor_battle_con_lvl40_gloves_02_01	armor_battle_con_lvl50_gloves_02_01	armor_battle_con_lvl50_gloves_02_01	armor_battle_con_lvl60_gloves_02_01	armor_battle_con_lvl70_gloves_02_01	armor_battle_con_lvl80_gloves_02_01	armor_battle_con_lvl80_gloves_02_01	item_collection_housing_improvement_01_06
item_clothing_belt_sta_lvl20_02_01	armor_battle_con_lvl20_helmet_02_01	armor_battle_con_lvl30_helmet_02_01	armor_battle_con_lvl40_helmet_02_01	armor_battle_con_lvl50_helmet_02_01	armor_battle_con_lvl50_helmet_02_01	armor_battle_con_lvl60_helmet_02_01	armor_battle_con_lvl70_helmet_02_01	armor_battle_con_lvl80_helmet_02_01	armor_battle_con_lvl80_helmet_02_01	item_collection_housing_improvement_01_07
item_clothing_belt_str_lvl20_02_01	armor_battle_con_lvl20_leggings_02_01	armor_battle_con_lvl30_leggings_02_01	armor_battle_con_lvl40_leggings_02_01	armor_battle_con_lvl50_leggings_02_01	armor_battle_con_lvl50_leggings_02_01	armor_battle_con_lvl60_leggings_02_01	armor_battle_con_lvl70_leggings_02_01	armor_battle_con_lvl80_leggings_02_01	armor_battle_con_lvl80_leggings_02_01	item_collection_housing_improvement_01_08
item_clothing_boots_agi_lvl20_02_01	armor_battle_lck_lvl20_bicep_l_02_01	armor_battle_lck_lvl30_bicep_l_02_01	armor_battle_lck_lvl40_bicep_l_02_01	armor_battle_lck_lvl50_bicep_l_02_01	armor_battle_lck_lvl50_bicep_l_02_01	armor_battle_lck_lvl60_bicep_l_02_01	armor_battle_lck_lvl70_bicep_l_02_01	armor_battle_lck_lvl80_bicep_l_02_01	armor_battle_lck_lvl80_bicep_l_02_01	item_collection_housing_improvement_01_09
item_clothing_boots_con_lvl20_02_01	armor_battle_lck_lvl20_bicep_r_02_01	armor_battle_lck_lvl30_bicep_r_02_01	armor_battle_lck_lvl40_bicep_r_02_01	armor_battle_lck_lvl50_bicep_r_02_01	armor_battle_lck_lvl50_bicep_r_02_01	armor_battle_lck_lvl60_bicep_r_02_01	armor_battle_lck_lvl70_bicep_r_02_01	armor_battle_lck_lvl80_bicep_r_02_01	armor_battle_lck_lvl80_bicep_r_02_01	item_collection_housing_improvement_01_10
item_clothing_boots_lck_lvl20_02_01	armor_battle_lck_lvl20_boots_02_01	armor_battle_lck_lvl30_boots_02_01	armor_battle_lck_lvl40_boots_02_01	armor_battle_lck_lvl50_boots_02_01	armor_battle_lck_lvl50_boots_02_01	armor_battle_lck_lvl60_boots_02_01	armor_battle_lck_lvl70_boots_02_01	armor_battle_lck_lvl80_boots_02_01	armor_battle_lck_lvl80_boots_02_01	item_collection_housing_improvement_02_01
item_clothing_boots_pre_lvl20_02_01	armor_battle_lck_lvl20_bracer_l_02_01	armor_battle_lck_lvl30_bracer_l_02_01	armor_battle_lck_lvl40_bracer_l_02_01	armor_battle_lck_lvl50_bracer_l_02_01	armor_battle_lck_lvl50_bracer_l_02_01	armor_battle_lck_lvl60_bracer_l_02_01	armor_battle_lck_lvl70_bracer_l_02_01	armor_battle_lck_lvl80_bracer_l_02_01	armor_battle_lck_lvl80_bracer_l_02_01	item_collection_housing_improvement_02_02
item_clothing_boots_sta_lvl20_02_01	armor_battle_lck_lvl20_bracer_r_02_01	armor_battle_lck_lvl30_bracer_r_02_01	armor_battle_lck_lvl40_bracer_r_02_01	armor_battle_lck_lvl50_bracer_r_02_01	armor_battle_lck_lvl50_bracer_r_02_01	armor_battle_lck_lvl60_bracer_r_02_01	armor_battle_lck_lvl70_bracer_r_02_01	armor_battle_lck_lvl80_bracer_r_02_01	armor_battle_lck_lvl80_bracer_r_02_01	item_collection_housing_improvement_02_03
item_clothing_boots_str_lvl20_02_01	armor_battle_lck_lvl20_chest_02_01	armor_battle_lck_lvl30_chest_02_01	armor_battle_lck_lvl40_chest_02_01	armor_battle_lck_lvl50_chest_02_01	armor_battle_lck_lvl50_chest_02_01	armor_battle_lck_lvl60_chest_02_01	armor_battle_lck_lvl70_chest_02_01	armor_battle_lck_lvl80_chest_02_01	armor_battle_lck_lvl80_chest_02_01	item_collection_housing_improvement_02_04
item_clothing_bracelet_l_agi_lvl20_02_01	armor_battle_lck_lvl20_gloves_02_01	armor_battle_lck_lvl30_gloves_02_01	armor_battle_lck_lvl40_gloves_02_01	armor_battle_lck_lvl50_gloves_02_01	armor_battle_lck_lvl50_gloves_02_01	armor_battle_lck_lvl60_gloves_02_01	armor_battle_lck_lvl70_gloves_02_01	armor_battle_lck_lvl80_gloves_02_01	armor_battle_lck_lvl80_gloves_02_01	item_collection_housing_improvement_02_05
item_clothing_bracelet_l_con_lvl20_02_01	armor_battle_lck_lvl20_helmet_02_01	armor_battle_lck_lvl30_helmet_02_01	armor_battle_lck_lvl40_helmet_02_01	armor_battle_lck_lvl50_helmet_02_01	armor_battle_lck_lvl50_helmet_02_01	armor_battle_lck_lvl60_helmet_02_01	armor_battle_lck_lvl70_helmet_02_01	armor_battle_lck_lvl80_helmet_02_01	armor_battle_lck_lvl80_helmet_02_01	item_collection_housing_improvement_02_06
item_clothing_bracelet_l_lck_lvl20_02_01	armor_battle_lck_lvl20_leggings_02_01	armor_battle_lck_lvl30_leggings_02_01	armor_battle_lck_lvl40_leggings_02_01	armor_battle_lck_lvl50_leggings_02_01	armor_battle_lck_lvl50_leggings_02_01	armor_battle_lck_lvl60_leggings_02_01	armor_battle_lck_lvl70_leggings_02_01	armor_battle_lck_lvl80_leggings_02_01	armor_battle_lck_lvl80_leggings_02_01	item_collection_housing_improvement_02_07
item_clothing_bracelet_l_pre_lvl20_02_01	armor_battle_pre_lvl20_bicep_l_02_01	armor_battle_pre_lvl30_bicep_l_02_01	armor_battle_pre_lvl40_bicep_l_02_01	armor_battle_pre_lvl50_bicep_l_02_01	armor_battle_pre_lvl50_bicep_l_02_01	armor_battle_pre_lvl60_bicep_l_02_01	armor_battle_pre_lvl70_bicep_l_02_01	armor_battle_pre_lvl80_bicep_l_02_01	armor_battle_pre_lvl80_bicep_l_02_01	item_collection_housing_improvement_02_08
item_clothing_bracelet_l_sta_lvl20_02_01	armor_battle_pre_lvl20_bicep_r_02_01	armor_battle_pre_lvl30_bicep_r_02_01	armor_battle_pre_lvl40_bicep_r_02_01	armor_battle_pre_lvl50_bicep_r_02_01	armor_battle_pre_lvl50_bicep_r_02_01	armor_battle_pre_lvl60_bicep_r_02_01	armor_battle_pre_lvl70_bicep_r_02_01	armor_battle_pre_lvl80_bicep_r_02_01	armor_battle_pre_lvl80_bicep_r_02_01	item_collection_housing_improvement_02_09
item_clothing_bracelet_l_str_lvl20_02_01	armor_battle_pre_lvl20_boots_02_01	armor_battle_pre_lvl30_boots_02_01	armor_battle_pre_lvl40_boots_02_01	armor_battle_pre_lvl50_boots_02_01	armor_battle_pre_lvl50_boots_02_01	armor_battle_pre_lvl60_boots_02_01	armor_battle_pre_lvl70_boots_02_01	armor_battle_pre_lvl80_boots_02_01	armor_battle_pre_lvl80_boots_02_01	item_collection_housing_improvement_02_10
item_clothing_bracelet_r_agi_lvl20_02_01	armor_battle_pre_lvl20_bracer_l_02_01	armor_battle_pre_lvl30_bracer_l_02_01	armor_battle_pre_lvl40_bracer_l_02_01	armor_battle_pre_lvl50_bracer_l_02_01	armor_battle_pre_lvl50_bracer_l_02_01	armor_battle_pre_lvl60_bracer_l_02_01	armor_battle_pre_lvl70_bracer_l_02_01	armor_battle_pre_lvl80_bracer_l_02_01	armor_battle_pre_lvl80_bracer_l_02_01	item_collection_housing_improvement_03_01
item_clothing_bracelet_r_con_lvl20_02_01	armor_battle_pre_lvl20_bracer_r_02_01	armor_battle_pre_lvl30_bracer_r_02_01	armor_battle_pre_lvl40_bracer_r_02_01	armor_battle_pre_lvl50_bracer_r_02_01	armor_battle_pre_lvl50_bracer_r_02_01	armor_battle_pre_lvl60_bracer_r_02_01	armor_battle_pre_lvl70_bracer_r_02_01	armor_battle_pre_lvl80_bracer_r_02_01	armor_battle_pre_lvl80_bracer_r_02_01	item_collection_housing_improvement_03_02
item_clothing_bracelet_r_lck_lvl20_02_01	armor_battle_pre_lvl20_chest_02_01	armor_battle_pre_lvl30_chest_02_01	armor_battle_pre_lvl40_chest_02_01	armor_battle_pre_lvl50_chest_02_01	armor_battle_pre_lvl50_chest_02_01	armor_battle_pre_lvl60_chest_02_01	armor_battle_pre_lvl70_chest_02_01	armor_battle_pre_lvl80_chest_02_01	armor_battle_pre_lvl80_chest_02_01	item_collection_housing_improvement_03_03
item_clothing_bracelet_r_pre_lvl20_02_01	armor_battle_pre_lvl20_gloves_02_01	armor_battle_pre_lvl30_gloves_02_01	armor_battle_pre_lvl40_gloves_02_01	armor_battle_pre_lvl50_gloves_02_01	armor_battle_pre_lvl50_gloves_02_01	armor_battle_pre_lvl60_gloves_02_01	armor_battle_pre_lvl70_gloves_02_01	armor_battle_pre_lvl80_gloves_02_01	armor_battle_pre_lvl80_gloves_02_01	item_collection_housing_improvement_03_04
item_clothing_bracelet_r_sta_lvl20_02_01	armor_battle_pre_lvl20_helmet_02_01	armor_battle_pre_lvl30_helmet_02_01	armor_battle_pre_lvl40_helmet_02_01	armor_battle_pre_lvl50_helmet_02_01	armor_battle_pre_lvl50_helmet_02_01	armor_battle_pre_lvl60_helmet_02_01	armor_battle_pre_lvl70_helmet_02_01	armor_battle_pre_lvl80_helmet_02_01	armor_battle_pre_lvl80_helmet_02_01	item_collection_housing_improvement_03_05
item_clothing_bracelet_r_str_lvl20_02_01	armor_battle_pre_lvl20_leggings_02_01	armor_battle_pre_lvl30_leggings_02_01	armor_battle_pre_lvl40_leggings_02_01	armor_battle_pre_lvl50_leggings_02_01	armor_battle_pre_lvl50_leggings_02_01	armor_battle_pre_lvl60_leggings_02_01	armor_battle_pre_lvl70_leggings_02_01	armor_battle_pre_lvl80_leggings_02_01	armor_battle_pre_lvl80_leggings_02_01	item_collection_housing_improvement_03_06
item_clothing_gloves_agi_lvl20_02_01	armor_battle_sta_lvl20_bicep_l_02_01	armor_battle_sta_lvl30_bicep_l_02_01	armor_battle_sta_lvl40_bicep_l_02_01	armor_battle_sta_lvl50_bicep_l_02_01	armor_battle_sta_lvl50_bicep_l_02_01	armor_battle_sta_lvl60_bicep_l_02_01	armor_battle_sta_lvl70_bicep_l_02_01	armor_battle_sta_lvl80_bicep_l_02_01	armor_battle_sta_lvl80_bicep_l_02_01	item_collection_housing_improvement_03_07
item_clothing_gloves_con_lvl20_02_01	armor_battle_sta_lvl20_bicep_r_02_01	armor_battle_sta_lvl30_bicep_r_02_01	armor_battle_sta_lvl40_bicep_r_02_01	armor_battle_sta_lvl50_bicep_r_02_01	armor_battle_sta_lvl50_bicep_r_02_01	armor_battle_sta_lvl60_bicep_r_02_01	armor_battle_sta_lvl70_bicep_r_02_01	armor_battle_sta_lvl80_bicep_r_02_01	armor_battle_sta_lvl80_bicep_r_02_01	item_collection_housing_improvement_03_08
item_clothing_gloves_lck_lvl20_02_01	armor_battle_sta_lvl20_boots_02_01	armor_battle_sta_lvl30_boots_02_01	armor_battle_sta_lvl40_boots_02_01	armor_battle_sta_lvl50_boots_02_01	armor_battle_sta_lvl50_boots_02_01	armor_battle_sta_lvl60_boots_02_01	armor_battle_sta_lvl70_boots_02_01	armor_battle_sta_lvl80_boots_02_01	armor_battle_sta_lvl80_boots_02_01	item_collection_housing_improvement_03_09
