entry_type	type	schematic_name	schematic_description	crafting_script	items_per_container	crafting_type	slots	xp_type	volume	crafted_object_template	crafted_object_template_hash	complexity	xp	hit_points_low	hit_points_high	min_damage_low	min_damage_high	max_damage_low	max_damage_high	accuracy_low	accuracy_high	damage_type	elemental_type	elemental_value_low	elemental_value_high	attack_speed_low	attack_speed_high	wound_chance_low	wound_chance_high	special_attack_cost_low	special_attack_cost_high	min_range_distance	max_range_distance	slot_type	slot_optional	slot_name	slot_ingredient_name	slot_ingredient_count	slot_appearance	exports_to	gasQuality_min_low	gasQuality_min_high	gasQuality_max_low	gasQuality_max_high	coreLevel_min	coreLevel_max	powerBit_type_min	powerBit_type_max	powerBit_min	powerBit_max	coreQuality_min_low	coreQuality_min_high	coreQuality_max_low	coreQuality_max_high	componentBonus_min_low	componentBonus_min_high	componentBonus_max_low	componentBonus_max_high	meleeComponentQuality_min_low	meleeComponentQuality_min_high	meleeComponentQuality_max_low	meleeComponentQuality_max_high	appearanceBonus_min_low	appearanceBonus_min_high	appearanceBonus_max_low	appearanceBonus_max_high
slot																																		resource	0	lance_shaft	steel_ditanium	60																												
slot																																		resource	0	grip	petrochem_inert_polymer	30																												
slot																																		template	0	shock_pulsor	object/tangible/component/item/electronic_power_conditioner.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_polearm_kashyyk_bladestick		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	5	weapon_crafting		object/weapon/melee/polearm/lance_kashyyk.iff	object/weapon/melee/polearm/lance_kashyyk.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	50	0	40
slot																																		resource	0	staff_shaft	metal	60																												
slot																																		resource	0	flex_core	metal	30																												
slot																																		resource	0	balance_tabs	mineral	20																												
slot																																		resource	0	impact_face	metal	12																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	rifle	weapon_appearance_rifle_adventurer_hv_sniper		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/rifle/rifle_adventurer.iff	object/weapon/ranged/rifle/rifle_adventurer.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	iron	130																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	70																												
slot																																		resource	0	grip_assembly	chemical	28																												
slot																																		template	0	barrel_rifle_projectile	object/tangible/component/weapon/projectile_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_rifle_geo_drill		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	8	weapon_crafting		object/weapon/ranged/rifle/rifle_geo_drill.iff	object/weapon/ranged/rifle/rifle_geo_drill.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	steel_rhodium	130																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	70																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_projectile	object/tangible/component/weapon/projectile_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
slot																																		template	1	geonosian_power_cube_base	object/tangible/component/weapon/geonosian_power_cube_base.iff	1																												
weapon	rifle	weapon_appearance_rifle_ld1		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/rifle/rifle_ld1.iff	object/weapon/ranged/rifle/rifle_ld1.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	metal_ferrous	130																												
slot																																		resource	0	receiver_assembly	copper_codoan	70																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_projectile	object/tangible/component/weapon/projectile_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_rifle_massassi_ink		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	9	weapon_crafting		object/weapon/ranged/rifle/rifle_massassi_ink.iff	object/weapon/ranged/rifle/rifle_massassi_ink.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	steel_ditanium	130																												
slot																																		resource	0	receiver_assembly	aluminum_chromium	70																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		resource	0	enhanced_cooling_mechanism	crystalline_gallinorian	15																												
slot																																		resource	0	thermal_control_unit	ore_carbonate_alantium	30																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_rifle_proton		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	9	weapon_crafting		object/weapon/ranged/rifle/rifle_proton.iff	object/weapon/ranged/rifle/rifle_proton.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	steel_neutronium	130																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	70																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		resource	0	enhanced_cooling_mechanism	crystalline_gallinorian	15																												
slot																																		resource	0	thermal_control_unit	ore_carbonate_alantium	30																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	melee	weapon_appearance_sword_acid		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	3	weapon_crafting		object/weapon/melee/sword/sword_acid.iff	object/weapon/melee/sword/sword_acid.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	50	0	40
slot																																		resource	0	sword_core_jacket	steel	60																												
slot																																		resource	0	grip	petrochem_inert_polymer	30																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_sword_junti_mace		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	3	weapon_crafting		object/weapon/melee/sword/sword_mace_junti.iff	object/weapon/melee/sword/sword_mace_junti.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	50	0	40
slot																																		resource	0	sword_core_jacket	steel	60																												
slot																																		resource	0	grip	petrochem_inert_polymer	30																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_sword_marauder		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	3	weapon_crafting		object/weapon/melee/sword/sword_marauder.iff	object/weapon/melee/sword/sword_marauder.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	50	0	40
slot																																		resource	0	sword_core_jacket	steel	60																												
slot																																		resource	0	grip	petrochem_inert_polymer	30																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_sword_massassi		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	3	weapon_crafting		object/weapon/melee/sword/sword_massassi.iff	object/weapon/melee/sword/sword_massassi.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	50	0	40
slot																																		resource	0	sword_core_jacket	steel	60																												
slot																																		resource	0	grip	petrochem_inert_polymer	30																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_sword_rsf		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	3	weapon_crafting		object/weapon/melee/sword/sword_rsf.iff	object/weapon/melee/sword/sword_rsf.iff	40	120	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	52	0	40
slot																																		resource	0	sword_core_jacket	steel	60																												
slot																																		resource	0	grip	petrochem_inert_polymer	30																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	pistol	weapon_appearance_pistol_dl44_metal_light		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	7	weapon_crafting		object/weapon/ranged/pistol/pistol_dl44_metal_light.iff	object/weapon/ranged/pistol/pistol_dl44_metal_light.iff	40	120	800	1100	0	0	0	0	0	0	energy	none	-1	-1	pistol	pistol	1	1	100	100		35							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	steel	85																												
slot																																		resource	0	receiver_assembly	iron	40																												
slot																																		resource	0	grip_assembly	petrochem_inert	28																												
slot																																		template	0	barrel_pistol_blaster	object/tangible/component/weapon/blaster_pistol_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_bowcaster_assault		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	9	weapon_crafting		object/weapon/ranged/rifle/rifle_bowcaster_heavy.iff	object/weapon/ranged/rifle/rifle_bowcaster_heavy.iff	40	120	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	steel_ditanium	130																												
slot																																		resource	0	receiver_assembly	iron_polonium	70																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		resource	0	enhanced_cooling_mechanism	crystalline_gallinorian	15																												
slot																																		resource	0	thermal_control_unit	ore_carbonate_alantium	30																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_bowcaster_recon		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	8	weapon_crafting		object/weapon/ranged/rifle/rifle_bowcaster_medium.iff	object/weapon/ranged/rifle/rifle_bowcaster_medium.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	metal_ferrous	130																												
slot																																		resource	0	receiver_assembly	copper_codoan	70																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	firing_mechanism	object/tangible/component/item/electronic_control_unit.iff	1																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	carbine	weapon_appearance_carbine_e11_mk2		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/carbine/carbine_e11_mark2.iff	object/weapon/ranged/carbine/carbine_e11_mark2.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	carbine	carbine	1	1	100	100		50							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	iron_kammris	100																												
slot																																		resource	0	receiver_assembly	copper_platinite	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	pistol	weapon_appearance_pistol_scatter_light		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/pistol/pistol_scatter_light.iff	object/weapon/ranged/pistol/pistol_scatter_light.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	pistol	pistol	1	1	100	100		35							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	iron_doonium	85																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	40																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_pistol_projectile	object/tangible/component/weapon/projectile_pistol_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	directional	weapon_appearance_rifle_flame_thrower_light		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	8	weapon_crafting		object/weapon/ranged/rifle/rifle_flame_thrower_light.iff	object/weapon/ranged/rifle/rifle_flame_thrower_light.iff	40	120	800	1100	0	0	0	0	0	0	energy	heat	-1	-1	directional	directional	1	1	100	100		20							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	steel	130																												
slot																																		resource	0	receiver_assembly	copper	70																												
slot																																		resource	0	grip_assembly	chemical	28																												
slot																																		resource	0	ignition_pulse_generator	fuel_petrochem_liquid	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_heavy_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_rifle_laser_light		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/rifle/rifle_laser_light.iff	object/weapon/ranged/rifle/rifle_laser_light.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	aluminum_linksteel	130																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	70																												
slot																																		resource	0	grip_assembly	petrochem_inert	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_rifle_lightning_basic		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	10	weapon_crafting		object/weapon/ranged/rifle/rifle_lightning_light.iff	object/weapon/ranged/rifle/rifle_lightning_light.iff	40	450	800	1100	0	0	0	0	0	0	energy	electric	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	steel	130																												
slot																																		resource	0	receiver_assembly	copper	70																												
slot																																		resource	0	conduction_mass	copper	28																												
slot																																		resource	0	pulse_insulator	ore_siliclastic	45																												
slot																																		resource	0	shock_buffer	petrochem_inert	150																												
slot																																		resource	0	grip_assembly	petrochem_inert	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	melee	weapon_appearance_knife_naktra_crystal		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	6	weapon_crafting		object/weapon/melee/knife/ep3/knife_naktra_crystal.iff	object/weapon/melee/knife/ep3/knife_naktra_crystal.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	55	0	45
slot																																		resource	0	sword_core_jacket	iron	60																												
slot																																		resource	0	grip	petrochem_inert_polymer	30																												
slot																																		template	0	naktra_crystal1	object/tangible/loot/quest/naktra_crystal.iff	1																												
slot																																		template	0	naktra_crystal2	object/tangible/loot/quest/naktra_crystal.iff	1																												
slot																																		template	0	naktra_crystal3	object/tangible/loot/quest/naktra_crystal.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	heavy	weapon_appearance_pistol_launcher_medium		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/pistol/pistol_launcher_medium.iff	object/weapon/ranged/pistol/pistol_launcher_medium.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	heat	-1	-1	heavy	heavy	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	iron	85																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	40																												
slot																																		resource	0	grip_assembly	chemical	28																												
slot																																		template	0	barrel_pistol_projectile	object/tangible/component/weapon/projectile_pistol_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_heavy_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	heavy	weapon_appearance_pistol_launcher_elite		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/pistol/pistol_launcher_elite.iff	object/weapon/ranged/pistol/pistol_launcher_elite.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	heat	-1	-1	heavy	heavy	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	iron_plumbum	85																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	40																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_pistol_projectile	object/tangible/component/weapon/projectile_pistol_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_heavy_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	carbine	weapon_appearance_carbine_dc15		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/carbine/ep3/carbine_dc15.iff	object/weapon/ranged/carbine/ep3/carbine_dc15.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	carbine	carbine	1	1	100	100		45							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	47	0	25
slot																																		resource	0	frame_assembly	iron_kammris	100																												
slot																																		resource	0	receiver_assembly	aluminum	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	carbine	weapon_appearance_carbine_wookiee_bowcaster		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/carbine/ep3/carbine_wookiee_bowcaster.iff	object/weapon/ranged/carbine/ep3/carbine_wookiee_bowcaster.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	carbine	carbine	1	1	100	100		45							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	47	0	25
slot																																		resource	0	frame_assembly	iron_kammris	100																												
slot																																		resource	0	receiver_assembly	aluminum	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	melee	weapon_appearance_knife_trando_skinner		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	3	weapon_crafting		object/weapon/melee/knife/ep3/knife_trando_skinner.iff	object/weapon/melee/knife/ep3/knife_trando_skinner.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	55	0	45
slot																																		resource	0	lance_shaft	steel_ditanium	60																												
slot																																		resource	0	grip	petrochem_inert_polymer	30																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_lance_trando		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	4	weapon_crafting		object/weapon/melee/polearm/ep3/lance_trando.iff	object/weapon/melee/polearm/ep3/lance_trando.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	55	0	45
slot																																		resource	0	lance_shaft	steel_ditanium	60																												
slot																																		resource	0	balance_tabs	copper_polysteel	12																												
slot																																		resource	0	grip	petrochem_inert_polymer	30																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	pistol	weapon_appearance_pistol_kyd21		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/pistol/ep3/pistol_kyd21.iff	object/weapon/ranged/pistol/ep3/pistol_kyd21.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	pistol	pistol	1	1	100	100		35							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	47	0	25
slot																																		resource	0	frame_assembly	steel_neutronium	85																												
slot																																		resource	0	receiver_assembly	aluminum_linksteel	40																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_pistol_blaster	object/tangible/component/weapon/blaster_pistol_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	pistol	weapon_appearance_pistol_trando_suppressor		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/pistol/ep3/pistol_trando_suppressor.iff	object/weapon/ranged/pistol/ep3/pistol_trando_suppressor.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	pistol	pistol	1	1	100	100		35							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	47	0	25
slot																																		resource	0	frame_assembly	steel_neutronium	85																												
slot																																		resource	0	receiver_assembly	aluminum_chromium	40																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_pistol_blaster	object/tangible/component/weapon/blaster_pistol_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	pistol	weapon_appearance_pistol_wookiee		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/pistol/ep3/pistol_wookiee.iff	object/weapon/ranged/pistol/ep3/pistol_wookiee.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	pistol	pistol	1	1	100	100		35							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	47	0	25
slot																																		resource	0	frame_assembly	steel_neutronium	85																												
slot																																		resource	0	receiver_assembly	aluminum_titanium	40																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_pistol_blaster	object/tangible/component/weapon/blaster_pistol_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
