entry_type	schematic_name	schematic_description	crafting_script	items_per_container	crafting_type	slots	xp_type	volume	crafted_object_template	crafted_object_template_hash	complexity	xp	hit_points_low	hit_points_high	min_damage_low	min_damage_high	max_damage_low	max_damage_high	min_damage_low_cap	min_damage_high_cap	max_damage_low_cap	max_damage_high_cap	accuracy_low	accuracy_high	damage_type	elemental_type	elemental_value_low	elemental_value_high	attack_speed_low	attack_speed_high	tier_granted	wound_chance_low	wound_chance_high	special_attack_cost_low	special_attack_cost_high	min_range_distance	max_range_distance	slot_type	slot_optional	slot_name	slot_ingredient_name	slot_ingredient_count	slot_appearance	schematic_conversion	crc_schematic_name
slot																																						resource	0	grip_unit	metal_ferrous	12			
slot																																						resource	0	strike_face	steel	8			
slot																																						resource	0	vibro_unit_and_power_cell_brackets	metal	8			
slot																																						resource	0	power_cell_socket	copper	4			
slot																																						template	0	vibration_generator_advanced	object/tangible/component/weapon/vibro_unit_advanced.iff	1			
weapon	lance_kaminoan		systems.crafting.weapon.crafting_melee_standard_weapon	0	weapon	3	weapon_crafting	5	object/weapon/melee/polearm/lance_kaminoan.iff	object/weapon/melee/polearm/lance_kaminoan.iff	34	402	800	1100	299	597	895	1193	299	597	895	1193	0	0	kinetic				100	100	11	1	1	100	100	0	4								object/draft_schematic/weapon/lance_kaminoan.iff
slot																																						resource	0	balance_tabs	mineral	14			
slot																																						resource	0	grip	metal	25			
slot																																						resource	0	staff_shaft	metal	65			
weapon	lance_massassi		systems.crafting.weapon.crafting_melee_standard_weapon	0	weapon	4	weapon_crafting	4	object/weapon/melee/polearm/lance_massassi.iff	object/weapon/melee/polearm/lance_massassi.iff	34	402	800	1100	299	597	895	1193	299	597	895	1193	0	0	kinetic				100	100	11	1	1	100	100	0	4								object/draft_schematic/weapon/lance_massassi.iff
slot																																						resource	0	staff_shaft	metal	15			
slot																																						resource	0	flex_core	metal	10			
slot																																						resource	0	balance_tabs	mineral	14			
slot																																						resource	0	impact_face	metal	3			
weapon	lance_shock		systems.crafting.weapon.crafting_melee_standard_weapon	0	weapon	5	weapon_crafting	1	object/weapon/melee/polearm/lance_shock.iff	object/weapon/melee/polearm/lance_shock.iff	34	402	800	1100	299	597	895	1193	299	597	895	1193	0	0	energy	electric	12	35	100	100	11	1	1	100	100	0	4								object/draft_schematic/weapon/lance_shock.iff
slot																																						resource	0	lance_shaft	steel_ditanium	38			
slot																																						template	0	shock_pulsor	object/tangible/component/item/electronic_power_conditioner.iff	2			
slot																																						template	0	reinforcement_core_advanced	object/tangible/component/weapon/reinforcement_core_advanced.iff	1			
slot																																						resource	0	grip	metal	6			
slot																																						template	0	vibration_generator_advanced	object/tangible/component/weapon/vibro_unit_advanced.iff	2			
weapon	lance_cryo		systems.crafting.weapon.crafting_melee_standard_weapon	25	weapon	4	weapon_crafting	1	object/weapon/melee/polearm/lance_cryo.iff	object/weapon/melee/polearm/lance_cryo.iff	30	308	800	1100	229	458	687	915	229	458	687	915	0	0	kinetic	cold	8	30	100	100	9	1	1	100	100	0	4								object/draft_schematic/weapon/lance_cryo.iff
slot																																						resource	0	lance_shaft	steel_ditanium	38			
slot																																						template	0	reinforcement_core_advanced	object/tangible/component/weapon/reinforcement_core_advanced.iff	3			
slot																																						resource	0	vibro_unit_and_power_cell_brackets	copper_polysteel	17			
slot																																						resource	0	grip	metal	6			
weapon	pistol_alliance_disruptor		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/pistol/pistol_alliance_disruptor.iff	object/weapon/ranged/pistol/pistol_alliance_disruptor.iff	34	402	800	1100	112	224	336	448	112	224	336	448	0	0	energy				40	40	11	1	1	100	100	0	35								object/draft_schematic/weapon/pistol_alliance_disruptor.iff
slot																																						resource	0	frame_assembly	iron_plumbum	30			
slot																																						resource	0	receiver_assembly	metal_ferrous	15			
slot																																						resource	0	grip_assembly	metal	5			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	2			
slot																																						template	0	barrel_pistol_blaster_advanced	object/tangible/component/weapon/blaster_pistol_barrel_advanced.iff	1			
weapon	pistol_deathhammer_needle		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/pistol/pistol_deathhammer.iff	object/weapon/ranged/pistol/pistol_deathhammer.iff	32	355	800	1100	100	200	300	400	100	200	300	400	0	0	energy				40	40	10	1	1	100	100	0	35								object/draft_schematic/weapon/pistol_deathhammer_needle.iff
slot																																						resource	0	frame_assembly	aluminum	18			
slot																																						resource	0	receiver_assembly	metal	8			
slot																																						resource	0	grip_assembly	metal	4			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	2			
slot																																						template	0	barrel_pistol_blaster_advanced	object/tangible/component/weapon/blaster_pistol_barrel_advanced.iff	1			
weapon	pistol_flare		systems.crafting.weapon.crafting_blaster_weapon	0	weapon	5	weapon_crafting	1	object/weapon/ranged/pistol/pistol_flare.iff	object/weapon/ranged/pistol/pistol_flare.iff	34	402	800	1100	112	225	338	450	112	225	338	450	0	0	energy	heat	12	35	40	40	11	1	1	100	100	0	35								object/draft_schematic/weapon/pistol_flare.iff
slot																																						resource	0	frame_assembly	iron	66			
slot																																						resource	0	receiver_assembly	metal_ferrous	22			
slot																																						resource	0	grip_assembly	metal	10			
slot																																						template	0	cartridge_feed_unit	object/tangible/component/weapon/projectile_feed_mechanism_advanced.iff	2			
slot																																						template	0	barrel	object/tangible/component/weapon/projectile_pistol_barrel_advanced.iff	1			
weapon	pistol_flechette		systems.crafting.weapon.crafting_blaster_weapon	0	weapon	5	weapon_crafting	3	object/weapon/ranged/pistol/pistol_flechette.iff	object/weapon/ranged/pistol/pistol_flechette.iff	34	402	800	1100	112	225	338	450	112	225	338	450	0	0	kinetic				40	40	11	1	1	100	100	0	35								object/draft_schematic/weapon/pistol_flechette.iff
slot																																						resource	0	frame_assembly	iron_plumbum	30			
slot																																						resource	0	receiver_assembly	metal_ferrous	15			
slot																																						resource	0	grip_assembly	metal	5			
slot																																						template	0	cartridge_feed_unit_advanced	object/tangible/component/weapon/projectile_feed_mechanism_advanced.iff	2			
slot																																						template	0	barrel_advanced	object/tangible/component/weapon/projectile_pistol_barrel_advanced.iff	1			
weapon	pistol_intimidator		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	2	object/weapon/ranged/pistol/pistol_intimidator.iff	object/weapon/ranged/pistol/pistol_intimidator.iff	34	402	800	1100	112	225	338	450	112	225	338	450	0	0	kinetic				40	40	11	1	1	100	100	0	35								object/draft_schematic/weapon/pistol_intimidator.iff
slot																																						resource	0	frame_assembly	iron	30			
slot																																						resource	0	receiver_assembly	steel	15			
slot																																						resource	0	grip_assembly	metal	6			
slot																																						template	0	cartridge_feed_unit_advanced	object/tangible/component/weapon/projectile_feed_mechanism_advanced.iff	2			
slot																																						template	0	barrel_advanced	object/tangible/component/weapon/projectile_pistol_barrel_advanced.iff	1			
weapon	pistol_jawa		systems.crafting.weapon.crafting_blaster_weapon	0	weapon	5	weapon_crafting	1	object/weapon/ranged/pistol/pistol_jawa.iff	object/weapon/ranged/pistol/pistol_jawa.iff	28	261	800	1100	75	150	225	300	75	150	225	300	0	0	energy	electric	8	30	40	40	8	1	1	100	100	0	35								object/draft_schematic/weapon/pistol_jawa.iff
slot																																						resource	0	frame_assembly	aluminum_titanium	50			
slot																																						resource	0	receiver_assembly	copper_platinite	20			
slot																																						resource	0	grip_assembly	metal	8			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	2			
slot																																						template	0	barrel_pistol_blaster_advanced	object/tangible/component/weapon/blaster_pistol_barrel_advanced.iff	1			
weapon	pistol_renegade		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/pistol/pistol_renegade.iff	object/weapon/ranged/pistol/pistol_renegade.iff	34	402	800	1100	112	225	338	450	112	225	338	450	0	0	energy				40	40	11	1	1	100	100	0	35								object/draft_schematic/weapon/pistol_renegade.iff
slot																																						resource	0	frame_assembly	steel_neutronium	45			
slot																																						resource	0	receiver_assembly	iron_plumbum	20			
slot																																						resource	0	grip_assembly	metal	10			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	2			
slot																																						template	0	barrel_pistol_blaster_advanced	object/tangible/component/weapon/blaster_pistol_barrel_advanced.iff	1			
weapon	polearm_electric		systems.crafting.weapon.crafting_melee_standard_weapon	25	weapon	4	weapon_crafting	1	object/weapon/melee/polearm/polearm_lance_electric_polearm.iff	object/weapon/melee/polearm/polearm_lance_electric_polearm.iff	32	355	800	1100	263	527	791	1054	263	527	791	1054	0	0	kinetic	electric	8	35	100	100	10	1	1	100	100	0	4								object/draft_schematic/weapon/polearm_electric.iff
slot																																						resource	0	lance_shaft	steel_ditanium	38			
slot																																						template	0	shock_pulsor	object/tangible/component/item/electronic_power_conditioner.iff	2			
slot																																						template	0	reinforcement_core_advanced	object/tangible/component/weapon/reinforcement_core_advanced.iff	1			
slot																																						resource	0	grip	metal	6			
weapon	polearm_kashyyk_bladestick		systems.crafting.weapon.crafting_melee_standard_weapon	0	weapon	4	weapon_crafting	4	object/weapon/melee/polearm/lance_kashyyk.iff	object/weapon/melee/polearm/lance_kashyyk.iff	34	402	800	1100	299	597	895	1193	299	597	895	1193	0	0	kinetic				100	100	11	1	1	100	100	0	4								object/draft_schematic/weapon/polearm_kashyyk_bladestick.iff
slot																																						resource	0	staff_shaft	metal	15			
slot																																						resource	0	flex_core	metal	10			
slot																																						resource	0	balance_tabs	mineral	14			
slot																																						resource	0	impact_face	metal	3			
weapon	rifle_adventurer_hv_sniper		systems.crafting.weapon.crafting_blaster_weapon	0	weapon	5	weapon_crafting	3	object/weapon/ranged/rifle/rifle_adventurer.iff	object/weapon/ranged/rifle/rifle_adventurer.iff	34	402	800	1100	225	450	675	900	225	450	675	900	0	0	kinetic				80	80	11	1	1	100	100	0	64								object/draft_schematic/weapon/rifle_adventurer_hv_sniper.iff
slot																																						resource	0	frame_assembly	iron	35			
slot																																						resource	0	receiver_assembly	metal_ferrous	14			
slot																																						resource	0	grip_assembly	metal	7			
slot																																						template	0	feed_unit_advanced	object/tangible/component/weapon/projectile_feed_mechanism_advanced.iff	3			
slot																																						template	0	barrel_rifle_projectile_advanced	object/tangible/component/weapon/projectile_rifle_barrel_advanced.iff	1			
weapon	rifle_geo_drill		systems.crafting.weapon.crafting_blaster_weapon	0	weapon	5	weapon_crafting	3	object/weapon/ranged/rifle/rifle_geo_drill.iff	object/weapon/ranged/rifle/rifle_geo_drill.iff	32	355	800	1100	200	400	600	800	200	400	600	800	0	0	kinetic				80	80	10	1	1	100	100	0	64								object/draft_schematic/weapon/rifle_geo_drill.iff
slot																																						resource	0	frame_assembly	aluminum_linksteel	65			
slot																																						resource	0	receiver_assembly	metal_nonferrous	35			
slot																																						resource	0	grip_assembly	metal	15			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						template	0	barrel_rifle_blaster_advanced	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	1			
weapon	rifle_ld1		systems.crafting.weapon.crafting_blaster_weapon	0	weapon	5	weapon_crafting	4	object/weapon/ranged/rifle/rifle_ld1.iff	object/weapon/ranged/rifle/rifle_ld1.iff	34	402	800	1100	225	450	675	900	225	450	675	900	0	0	kinetic				80	80	11	1	1	100	100	0	64								object/draft_schematic/weapon/rifle_ld1.iff
slot																																						resource	0	frame_assembly	copper_codoan	40			
slot																																						resource	0	receiver_assembly	metal_nonferrous	20			
slot																																						resource	0	grip_assembly	metal	10			
slot																																						template	0	feed_unit_advanced	object/tangible/component/weapon/projectile_feed_mechanism_advanced.iff	3			
slot																																						template	0	barrel_rifle_projectile_advanced	object/tangible/component/weapon/projectile_rifle_barrel_advanced.iff	1			
weapon	rifle_massassi_ink		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	7	weapon_crafting	4	object/weapon/ranged/rifle/rifle_massassi_ink.iff	object/weapon/ranged/rifle/rifle_massassi_ink.iff	30	308	800	1100	175	350	525	700	175	350	525	700	0	0	energy				80	80	9	1	1	100	100	0	64								object/draft_schematic/weapon/rifle_massassi_ink.iff
slot																																						resource	0	frame_assembly	steel_ditanium	150			
slot																																						resource	0	receiver_assembly	iron_polonium	85			
slot																																						resource	0	grip_assembly	metal	20			
slot																																						resource	0	enhanced_cooling_mechanism	crystalline_gallinorian	15			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						resource	0	thermal_control_unit	ore_carbonate_alantium	30			
slot																																						template	0	barrel_rifle_blaster_advanced	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	1			
weapon	rifle_proton		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	7	weapon_crafting	4	object/weapon/ranged/rifle/rifle_proton.iff	object/weapon/ranged/rifle/rifle_proton.iff	34	402	800	1100	225	450	675	900	225	450	675	900	0	0	energy				80	80	11	1	1	100	100	0	64								object/draft_schematic/weapon/rifle_proton.iff
slot																																						resource	0	frame_assembly	steel_ditanium	150			
slot																																						resource	0	receiver_assembly	iron_polonium	85			
slot																																						resource	0	grip_assembly	metal	20			
slot																																						resource	0	enhanced_cooling_mechanism	crystalline_gallinorian	15			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						resource	0	thermal_control_unit	ore_carbonate_alantium	30			
slot																																						template	0	barrel_rifle_blaster_advanced	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	1			
weapon	sword_acid		systems.crafting.weapon.crafting_melee_standard_weapon	0	weapon	3	weapon_crafting	3	object/weapon/melee/sword/sword_acid.iff	object/weapon/melee/sword/sword_acid.iff	34	402	800	1100	299	597	895	1193	299	597	895	1193	0	0	kinetic	acid	12	35	100	100	11	1	1	100	100	0	4								object/draft_schematic/weapon/sword_acid.iff
slot																																						resource	0	sword_core_jacket	steel	34			
slot																																						resource	0	grip	petrochem_inert_polymer	12			
slot																																						template	0	jacketed_sword_core_advanced	object/tangible/component/weapon/sword_core_advanced.iff	1			
weapon	sword_junti_mace		systems.crafting.weapon.crafting_melee_standard_weapon	0	weapon	3	weapon_crafting	3	object/weapon/melee/sword/sword_mace_junti.iff	object/weapon/melee/sword/sword_mace_junti.iff	34	402	800	1100	299	597	895	1193	299	597	895	1193	0	0	kinetic				100	100	11	1	1	100	100	0	4								object/draft_schematic/weapon/sword_junti_mace.iff
slot																																						resource	0	sword_core_jacket	steel	34			
slot																																						resource	0	grip	petrochem_inert_polymer	12			
slot																																						template	0	jacketed_sword_core_advanced	object/tangible/component/weapon/sword_core_advanced.iff	1			
weapon	sword_marauder		systems.crafting.weapon.crafting_melee_standard_weapon	0	weapon	3	weapon_crafting	3	object/weapon/melee/sword/sword_marauder.iff	object/weapon/melee/sword/sword_marauder.iff	30	308	800	1100	229	458	687	915	229	458	687	915	0	0	kinetic				100	100	9	1	1	100	100	0	4								object/draft_schematic/weapon/sword_marauder.iff
slot																																						resource	0	sword_core_jacket	steel	34			
slot																																						resource	0	grip	petrochem_inert_polymer	12			
slot																																						template	0	jacketed_sword_core_advanced	object/tangible/component/weapon/sword_core_advanced.iff	1			
weapon	sword_massassi		systems.crafting.weapon.crafting_melee_standard_weapon	0	weapon	3	weapon_crafting	3	object/weapon/melee/sword/sword_massassi.iff	object/weapon/melee/sword/sword_massassi.iff	34	402	800	1100	299	597	895	1193	299	597	895	1193	0	0	kinetic				100	100	11	1	1	100	100	0	4								object/draft_schematic/weapon/sword_massassi.iff
slot																																						resource	0	sword_core_jacket	steel	34			
slot																																						resource	0	grip	petrochem_inert_polymer	12			
slot																																						template	0	jacketed_sword_core_advanced	object/tangible/component/weapon/sword_core_advanced.iff	1			
weapon	sword_rsf		systems.crafting.weapon.crafting_melee_standard_weapon	25	weapon	3	weapon_crafting	3	object/weapon/melee/sword/sword_rsf.iff	object/weapon/melee/sword/sword_rsf.iff	32	355	800	1100	263	527	791	1054	263	527	791	1054	0	0	kinetic				100	100	10	1	1	100	100	0	4								object/draft_schematic/weapon/sword_rsf.iff
slot																																						resource	0	sword_core_jacket	steel	34			
slot																																						resource	0	grip	petrochem_inert_polymer	12			
slot																																						template	0	jacketed_sword_core_advanced	object/tangible/component/weapon/sword_core_advanced.iff	1			
weapon	pistol_dl44_metal_light		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/pistol/pistol_dl44_metal_light.iff	object/weapon/ranged/pistol/pistol_dl44_metal_light.iff	24	167	800	1100	62	125	188	250	62	125	188	250	0	0	energy				40	40	6	1	1	100	100	0	35								object/draft_schematic/weapon/pistol_dl44_metal_light.iff
slot																																						resource	0	frame_assembly	steel	25			
slot																																						resource	0	receiver_assembly	steel	8			
slot																																						resource	0	grip_assembly	metal	4			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	1			
slot																																						template	0	barrel_pistol_blaster_advanced	object/tangible/component/weapon/blaster_pistol_barrel_advanced.iff	1			
weapon	bowcaster_assault		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	7	weapon_crafting	3	object/weapon/ranged/rifle/rifle_bowcaster_heavy.iff	object/weapon/ranged/rifle/rifle_bowcaster_heavy.iff	34	402	800	1100	225	451	677	902	225	451	677	902	0	0	kinetic				80	80	11	1	1	100	100	0	65								object/draft_schematic/weapon/bowcaster_assault.iff
slot																																						resource	0	frame_assembly	steel_ditanium	150			
slot																																						resource	0	receiver_assembly	iron_polonium	85			
slot																																						resource	0	grip_assembly	metal	20			
slot																																						resource	0	enhanced_cooling_mechanism	crystalline_gallinorian	15			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						resource	0	thermal_control_unit	ore_carbonate_alantium	30			
slot																																						template	0	barrel_rifle_blaster_advanced	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	1			
weapon	bowcaster_recon		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/rifle/rifle_bowcaster_medium.iff	object/weapon/ranged/rifle/rifle_bowcaster_medium.iff	21	120	800	1100	80	160	240	320	80	160	240	320	0	0	kinetic				80	80	5	1	1	100	100	0	65								object/draft_schematic/weapon/bowcaster_recon.iff
slot																																						resource	0	frame_assembly	copper_codoan	40			
slot																																						resource	0	receiver_assembly	metal_nonferrous	20			
slot																																						resource	0	grip_assembly	metal	10			
slot																																						template	0	powerhandler	object/tangible/component/weapon/blaster_power_handler.iff	2			
slot																																						template	0	firing_mechanism	object/tangible/component/item/electronic_control_unit.iff	1			
weapon	carbine_e11_mk2		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/carbine/carbine_e11_mark2.iff	object/weapon/ranged/carbine/carbine_e11_mark2.iff	34	402	800	1100	169	338	507	676	169	338	507	676	0	0	energy				60	60	11	1	1	100	100	0	50								object/draft_schematic/weapon/carbine_e11_mk2.iff
slot																																						resource	0	frame_assembly	iron_kammris	50			
slot																																						resource	0	receiver_assembly	steel	25			
slot																																						resource	0	grip_assembly	metal	10			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						template	0	barrel_rifle_blaster_advanced	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	1			
weapon	pistol_scatter_light		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/pistol/pistol_scatter_light.iff	object/weapon/ranged/pistol/pistol_scatter_light.iff	26	214	800	1100	62	125	188	250	62	125	188	250	0	0	energy				40	40	7	1	1	100	100	0	35								object/draft_schematic/weapon/pistol_scatter_light.iff
slot																																						resource	0	frame_assembly	iron_doonium	33			
slot																																						resource	0	receiver_assembly	metal_ferrous	22			
slot																																						resource	0	grip_assembly	metal	10			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	1			
slot																																						template	0	barrel_pistol_blaster_advanced	object/tangible/component/weapon/blaster_pistol_barrel_advanced.iff	1			
weapon	rifle_flame_thrower_light		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	6	weapon_crafting	3	object/weapon/ranged/rifle/rifle_flame_thrower_light.iff	object/weapon/ranged/rifle/rifle_flame_thrower_light.iff	32	355	800	1100	65	129	193	257	65	129	193	257	0	0	energy	heat	8	35	25	25	10	1	1	100	100	0	20								object/draft_schematic/weapon/rifle_flame_thrower_light.iff
slot																																						resource	0	frame_assembly	steel	130			
slot																																						resource	0	receiver_assembly	iron	70			
slot																																						resource	0	grip_assembly	metal	15			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						template	0	barrel_advanced	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	1			
slot																																						resource	0	ignition_pulse_generator	fuel_petrochem_liquid	28			
weapon	rifle_laser_light		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/rifle/rifle_laser_light.iff	object/weapon/ranged/rifle/rifle_laser_light.iff	32	355	800	1100	200	400	600	800	200	400	600	800	0	0	energy				80	80	10	1	1	100	100	0	64								object/draft_schematic/weapon/rifle_laser_light.iff
slot																																						resource	0	frame_assembly	aluminum_linksteel	65			
slot																																						resource	0	receiver_assembly	metal_nonferrous	35			
slot																																						resource	0	grip_assembly	metal	15			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						template	0	barrel_rifle_blaster_advanced	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	1			
weapon	rifle_lightning_basic		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	8	weapon_crafting	3	object/weapon/ranged/rifle/rifle_lightning_light.iff	object/weapon/ranged/rifle/rifle_lightning_light.iff	26	214	800	1100	125	250	375	500	125	250	375	500	0	0	energy	electric	8	30	80	80	7	1	1	100	100	0	64								object/draft_schematic/weapon/rifle_lightning_basic.iff
slot																																						resource	0	frame_assembly	steel	65			
slot																																						resource	0	receiver_assembly	iron	35			
slot																																						resource	0	conduction_mass	copper	25			
slot																																						resource	0	pulse_insulator	ore_siliclastic	45			
slot																																						resource	0	shock_buffer	petrochem_inert	150			
slot																																						resource	0	grip_assembly	metal	15			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						template	0	barrel_rifle_blaster_advanced	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	1			
weapon	knife_naktra_crystal		systems.crafting.weapon.crafting_melee_standard_weapon	25	weapon	6	weapon_crafting	3	object/weapon/melee/knife/ep3/knife_naktra_crystal.iff	object/weapon/melee/knife/ep3/knife_naktra_crystal.iff	34	402	800	1100	299	597	895	1193	299	597	895	1193	0	0	kinetic				100	100	11	1	1	100	100	0	4							object/draft_schematic/weapon/appearance/weapon_appearance_knife_naktra_crystal.iff	object/draft_schematic/weapon/knife_naktra_crystal.iff
slot																																						resource	0	sword_core_jacket	iron	42			
slot																																						template_generic	0	naktra_crystal1	object/tangible/loot/quest/naktra_crystal.iff	1			
slot																																						template_generic	0	naktra_crystal2	object/tangible/loot/quest/naktra_crystal.iff	1			
slot																																						template_generic	0	naktra_crystal3	object/tangible/loot/quest/naktra_crystal.iff	1			
slot																																						resource	0	grip	petrochem_inert_polymer	12			
slot																																						template	0	jacketed_sword_core_advanced	object/tangible/component/weapon/sword_core_advanced.iff	1			
weapon	pistol_launcher_medium		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	1	object/weapon/ranged/pistol/pistol_launcher_medium.iff	object/weapon/ranged/pistol/pistol_launcher.iff	30	308	800	1100	219	438	657	875	219	438	657	875	0	0	kinetic	heat	8	30	100	100	9	1	1	100	100	0	64								object/draft_schematic/weapon/pistol_launcher_medium.iff
slot																																						resource	0	frame_assembly	iron	66			
slot																																						resource	0	receiver_assembly	metal_ferrous	22			
slot																																						resource	0	grip_assembly	metal	10			
slot																																						template	0	cartridge_feed_unit	object/tangible/component/weapon/projectile_feed_mechanism_advanced.iff	1			
slot																																						template	0	barrel_pistol_projectile_advanced	object/tangible/component/weapon/projectile_pistol_barrel_advanced.iff	1			
weapon	pistol_launcher_elite		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	1	object/weapon/ranged/pistol/pistol_launcher_elite.iff	object/weapon/ranged/pistol/pistol_launcher.iff	34	402	800	1100	281	563	845	1126	281	563	845	1126	0	0	kinetic	heat	12	35	100	100	11	1	1	100	100	0	64								object/draft_schematic/weapon/pistol_launcher_elite.iff
slot																																						resource	0	frame_assembly	iron_plumbum	35			
slot																																						resource	0	receiver_assembly	metal_ferrous	18			
slot																																						resource	0	grip_assembly	metal	7			
slot																																						template	0	cartridge_feed_unit	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						template	0	barrel_pistol_blaster_advanced	object/tangible/component/weapon/blaster_pistol_barrel_advanced.iff	1			
weapon	carbine_dc15		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/carbine/ep3/carbine_dc15.iff	object/weapon/ranged/carbine/ep3/carbine_dc15.iff	34	402	800	1100	169	338	507	676	169	338	507	676	0	0	energy				60	60	11	1	1	100	100	0	35								object/draft_schematic/weapon/carbine_dc15.iff
slot																																						resource	0	frame_assembly	iron_kammris	50			
slot																																						resource	0	receiver_assembly	steel	25			
slot																																						resource	0	grip_assembly	metal	10			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						template	0	barrel_rifle_blaster_advanced	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	1			
weapon	carbine_wookiee_bowcaster		systems.crafting.weapon.crafting_blaster_weapon	25	weapon	5	weapon_crafting	3	object/weapon/ranged/carbine/ep3/carbine_wookiee_bowcaster.iff	object/weapon/ranged/carbine/ep3/carbine_wookiee_bowcaster.iff	36	450	800	1100	187	375	563	750	187	375	563	750	0	0	kinetic	heat	14	35	60	60	12	1	1	100	100	0	35								object/draft_schematic/weapon/carbine_wookiee_bowcaster.iff
slot																																						resource	0	frame_assembly	iron_kammris	50			
slot																																						resource	0	receiver_assembly	steel	25			
slot																																						resource	0	grip_assembly	metal	10			
slot																																						template	0	powerhandler_advanced	object/tangible/component/weapon/blaster_power_handler_advanced.iff	3			
slot																																						template	0	barrel_rifle_blaster_advanced	object/tangible/component/weapon/blaster_rifle_barrel_advanced.iff	1			
weapon	knife_trando_skinner		systems.crafting.weapon.crafting_melee_standard_weapon	25	weapon	3	weapon_crafting	3	object/weapon/melee/knife/ep3/knife_trando_skinner.iff	object/weapon/melee/knife/ep3/knife_trando_skinner.iff	32	355	800	1100	263	527	791	1054	263	527	791	1054	0	0	kinetic				100	100	10	1	1	100	100	0	4								object/draft_schematic/weapon/knife_trando_skinner.iff
slot																																						resource	0	sword_core_jacket	iron	42			
slot																																						resource	0	grip	petrochem_inert_polymer	12			
slot																																						template	0	jacketed_sword_core_advanced	object/tangible/component/weapon/sword_core_advanced.iff	1			
weapon	lance_trando		systems.crafting.weapon.crafting_melee_standard_weapon	25	weapon	3	weapon_crafting	3	object/weapon/melee/polearm/ep3/lance_trando.iff	object/weapon/melee/polearm/ep3/lance_trando.iff	30	308	800	1100	229	458	687	915	229	458	687	915	0	0	kinetic				100	100	9	1	1	100	100	0	4								object/draft_schematic/weapon/lance_trando.iff
