Object Template Name	Male Human	Female Human	Male Rodian	Female Rodian	Male MonCal	Female MonCal	Male Wookiee	Female Wookiee	Male Twi'lek	Female Twi'lek	Male Trandoshan	Female Trandoshan	Male Zabrak	Female Zabrak	Male Bothan	Female Bothan	Male Ithorian	Female Ithorian	Male Sullustan	Female Sullustan
shared_ith_pants_s11	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_pants_s11_m.sat	appearance/ith_pants_s11_f.sat	:block	:block
shared_ith_pants_s12	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_pants_s12_m.sat	appearance/ith_pants_s12_f.sat	:block	:block
shared_ith_pants_s13	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_pants_s13_m.sat	appearance/ith_pants_s13_f.sat	:block	:block
shared_ith_pants_s14	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_pants_s14_m.sat	appearance/ith_pants_s14_f.sat	:block	:block
shared_ith_pants_s15	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_pants_s15_m.sat	appearance/ith_pants_s15_f.sat	:block	:block
shared_ith_pants_s16	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_pants_s16_m.sat	appearance/ith_pants_s16_f.sat	:block	:block
shared_ith_pants_s17	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_pants_s17_m.sat	appearance/ith_pants_s17_f.sat	:block	:block
shared_ith_pants_s18	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_pants_s18_m.sat	appearance/ith_pants_s18_f.sat	:block	:block
shared_ith_pants_s19	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_pants_s19_m.sat	appearance/ith_pants_s19_f.sat	:block	:block
shared_ith_pants_s20	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_pants_s20_m.sat	appearance/ith_pants_s20_f.sat	:block	:block
shared_ith_pants_s21	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_pants_s21_m.sat	appearance/ith_pants_s21_f.sat	:block	:block
shared_ith_robe_s02	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_robe_s02_m.sat	appearance/ith_robe_s02_f.sat	:block	:block
shared_ith_robe_s03	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_robe_s03_m.sat	appearance/ith_robe_s03_f.sat	:block	:block
shared_ith_shirt_s01	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_shirt_s01_m.sat	appearance/ith_shirt_s01_f.sat	:block	:block
shared_ith_shirt_s02	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_shirt_s02_m.sat	appearance/ith_shirt_s02_f.sat	:block	:block
shared_ith_shirt_s03	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_shirt_s03_m.sat	appearance/ith_shirt_s03_f.sat	:block	:block
shared_ith_shirt_s04	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_shirt_s04_m.sat	appearance/ith_shirt_s04_f.sat	:block	:block
shared_ith_shirt_s05	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_shirt_s05_m.sat	appearance/ith_shirt_s05_f.sat	:block	:block
shared_ith_shirt_s06	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_shirt_s06_m.sat	appearance/ith_shirt_s06_f.sat	:block	:block
shared_ith_shirt_s07	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_shirt_s07_m.sat	appearance/ith_shirt_s07_f.sat	:block	:block
shared_ith_shirt_s08	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_shirt_s08_m.sat	appearance/ith_shirt_s08_f.sat	:block	:block
shared_ith_shirt_s09	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_shirt_s09_m.sat	appearance/ith_shirt_s09_f.sat	:block	:block
shared_ith_shirt_s10	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_shirt_s10_m.sat	appearance/ith_shirt_s10_f.sat	:block	:block
shared_ith_shirt_s11	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_shirt_s11_m.sat	appearance/ith_shirt_s11_f.sat	:block	:block
shared_ith_shirt_s12	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_shirt_s12_m.sat	appearance/ith_shirt_s12_f.sat	:block	:block
shared_ith_shirt_s13	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_shirt_s13_m.sat	appearance/ith_shirt_s13_f.sat	:block	:block
shared_ith_shirt_s14	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_shirt_s14_m.sat	appearance/ith_shirt_s14_f.sat	:block	:block
shared_ith_skirt_s01	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_skirt_s01_m.sat	appearance/ith_skirt_s01_f.sat	:block	:block
shared_ith_skirt_s02	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_skirt_s02_m.sat	appearance/ith_skirt_s02_f.sat	:block	:block
shared_ith_skirt_s03	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_skirt_s03_m.sat	appearance/ith_skirt_s03_f.sat	:block	:block
shared_ith_vest_s01	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_vest_s01_m.sat	appearance/ith_vest_s01_f.sat	:block	:block
shared_ith_vest_s02	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_vest_s02_m.sat	appearance/ith_vest_s02_f.sat	:block	:block
shared_ith_backpack_s06	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_backpack_s06_m.sat	appearance/ith_backpack_s06_f.sat	:block	:block
shared_ith_belt_s18	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_belt_s18_m.sat	appearance/ith_belt_s18_f.sat	:block	:block
shared_ith_belt_s19	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_belt_s19_m.sat	appearance/ith_belt_s19_f.sat	:block	:block
shared_ith_belt_s20	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_belt_s20_m.sat	appearance/ith_belt_s20_f.sat	:block	:block
shared_ith_dress_short_s01	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	appearance/ith_dress_short_s01_m.sat	appearance/ith_dress_short_s01_f.sat	:block	:block
shared_jacket_ace_imperial	appearance/jacket_ace_imperial_m.sat	appearance/jacket_ace_imperial_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_jacket_ace_imperial_m.sat	appearance/ith_jacket_ace_imperial_f.sat	:default	:default
shared_jacket_ace_rebel	appearance/jacket_ace_rebel_m.sat	appearance/jacket_ace_rebel_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_jacket_ace_rebel_m.sat	appearance/ith_jacket_ace_rebel_f.sat	:default	:default
shared_jacket_ace_privateer	appearance/jacket_s39_m.sat	appearance/jacket_s39_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_helmet_fighter_imperial_ace	appearance/helmet_fighter_imperial_ace_m.sat	appearance/helmet_fighter_imperial_ace_f.sat	:default	:default	:block	:block	:block	:block	:block	:block	:block	:block	:default	:default	:block	:block	:block	:block	:block	:block
shared_helmet_fighter_rebel_ace	appearance/helmet_fighter_rebel_ace_m.sat	appearance/helmet_fighter_rebel_ace_f.sat	appearance/helmet_fighter_rebel_ace_rod_m.sat	appearance/helmet_fighter_rebel_ace_rod_f.sat	appearance/helmet_fighter_rebel_ace_mon_m.sat	appearance/helmet_fighter_rebel_ace_mon_f.sat	:block	:block	appearance/helmet_fighter_rebel_ace_twk_m.sat	appearance/helmet_fighter_rebel_ace_twk_f.sat	appearance/helmet_fighter_rebel_ace_trn_m.sat	appearance/helmet_fighter_rebel_ace_trn_f.sat	:default	:default	appearance/helmet_fighter_rebel_ace_bth_m.sat	appearance/helmet_fighter_rebel_ace_bth_f.sat	:block	:block	appearance/helmet_fighter_rebel_ace_sul_m.sat	appearance/helmet_fighter_rebel_ace_sul_f.sat
shared_helmet_fighter_privateer_ace	appearance/helmet_fighter_hutt_m.sat	appearance/helmet_fighter_hutt_f.sat	appearance/helmet_fighter_hutt_rod_m.sat	appearance/helmet_fighter_hutt_rod_f.sat	appearance/helmet_fighter_hutt_mon_m.sat	appearance/helmet_fighter_hutt_mon_f.sat	:block	:block	appearance/helmet_fighter_hutt_twk_m.sat	appearance/helmet_fighter_hutt_twk_f.sat	appearance/helmet_fighter_hutt_trn_m.sat	appearance/helmet_fighter_hutt_trn_f.sat	:default	:default	appearance/helmet_fighter_hutt_bth_m.sat	appearance/helmet_fighter_hutt_bth_f.sat	:block	:block	appearance/helmet_fighter_hutt_sul_m.sat	appearance/helmet_fighter_hutt_sul_f.sat
shared_helmet_fighter_blacksun_ace	appearance/helmet_fighter_blacksun_m.sat	appearance/helmet_fighter_blacksun_f.sat	appearance/helmet_fighter_blacksun_rod_m.sat	appearance/helmet_fighter_blacksun_rod_f.sat	appearance/helmet_fighter_blacksun_mon_m.sat	appearance/helmet_fighter_blacksun_mon_f.sat	:block	:block	appearance/helmet_fighter_blacksun_twk_m.sat	appearance/helmet_fighter_blacksun_twk_f.sat	appearance/helmet_fighter_blacksun_trn_m.sat	appearance/helmet_fighter_blacksun_trn_f.sat	:default	:default	appearance/helmet_fighter_blacksun_bth_m.sat	appearance/helmet_fighter_blacksun_bth_f.sat	:block	:block	appearance/helmet_fighter_blacksun_sul_m.sat	appearance/helmet_fighter_blacksun_sul_f.sat
shared_goggles_s04	appearance/goggles_s04_m.sat	appearance/goggles_s04_f.sat	appearance/goggles_s04_rod_m.sat	appearance/goggles_s04_rod_f.sat	appearance/goggles_s04_mon_m.sat	appearance/goggles_s04_mon_f.sat	appearance/goggles_s04_wke_m.sat	appearance/goggles_s04_wke_f.sat	appearance/goggles_s04_twk_m.sat	appearance/goggles_s04_twk_f.sat	appearance/goggles_s04_trn_m.sat	appearance/goggles_s04_trn_f.sat	:default	:default	appearance/goggles_s04_bth_m.sat	appearance/goggles_s04_bth_f.sat	appearance/ith_goggles_s04_m.sat	appearance/ith_goggles_s04_f.sat	appearance/goggles_s04_sul_m.sat	appearance/goggles_s04_sul_f.sat
shared_goggles_s05	appearance/goggles_s05_m.sat	appearance/goggles_s05_f.sat	appearance/goggles_s05_rod_m.sat	appearance/goggles_s05_rod_f.sat	appearance/goggles_s05_mon_m.sat	appearance/goggles_s05_mon_f.sat	appearance/goggles_s05_wke_m.sat	appearance/goggles_s05_wke_f.sat	appearance/goggles_s05_twk_m.sat	appearance/goggles_s05_twk_f.sat	appearance/goggles_s05_trn_m.sat	appearance/goggles_s05_trn_f.sat	:default	:default	appearance/goggles_s05_bth_m.sat	appearance/goggles_s05_bth_f.sat	appearance/ith_goggles_s05_m.sat	appearance/ith_goggles_s05_f.sat	appearance/goggles_s05_sul_m.sat	appearance/goggles_s05_sul_f.sat
shared_goggles_s06	appearance/goggles_s06_m.sat	appearance/goggles_s06_f.sat	appearance/goggles_s06_rod_m.sat	appearance/goggles_s06_rod_f.sat	appearance/goggles_s06_mon_m.sat	appearance/goggles_s06_mon_f.sat	appearance/goggles_s06_wke_m.sat	appearance/goggles_s06_wke_f.sat	:default	appearance/goggles_s06_twk_f.sat	appearance/goggles_s06_trn_m.sat	appearance/goggles_s06_trn_f.sat	:default	:default	appearance/goggles_s06_bth_m.sat	appearance/goggles_s06_bth_f.sat	appearance/ith_goggles_s06_m.sat	appearance/ith_goggles_s06_f.sat	appearance/goggles_s06_sul_m.sat	appearance/goggles_s06_sul_f.sat
shared_cybernetic_s01_arm_l	appearance/cyborg_s01_arm_l_hum_m.sat	appearance/cyborg_s01_arm_l_hum_f.sat	appearance/cyborg_s01_arm_l_hum_m.sat	appearance/cyborg_s01_arm_l_hum_f.sat	appearance/cyborg_s01_arm_l_hum_m.sat	appearance/cyborg_s01_arm_l_hum_f.sat	appearance/cyborg_s01_arm_l_wke_m.sat	appearance/cyborg_s01_arm_l_wke_f.sat	appearance/cyborg_s01_arm_l_hum_m.sat	appearance/cyborg_s01_arm_l_hum_f.sat	appearance/cyborg_s01_arm_l_hum_m.sat	appearance/cyborg_s01_arm_l_hum_f.sat	appearance/cyborg_s01_arm_l_hum_m.sat	appearance/cyborg_s01_arm_l_hum_f.sat	appearance/cyborg_s01_arm_l_hum_m.sat	appearance/cyborg_s01_arm_l_hum_f.sat	appearance/cyborg_s01_arm_l_ith_m.sat	appearance/cyborg_s01_arm_l_ith_f.sat	appearance/cyborg_s01_arm_l_hum_m.sat	appearance/cyborg_s01_arm_l_hum_f.sat
shared_cybernetic_s01_arm_r	appearance/cyborg_s01_arm_r_hum_m.sat	appearance/cyborg_s01_arm_r_hum_f.sat	appearance/cyborg_s01_arm_r_hum_m.sat	appearance/cyborg_s01_arm_r_hum_f.sat	appearance/cyborg_s01_arm_r_hum_m.sat	appearance/cyborg_s01_arm_r_hum_f.sat	appearance/cyborg_s01_arm_r_wke_m.sat	appearance/cyborg_s01_arm_r_wke_f.sat	appearance/cyborg_s01_arm_r_hum_m.sat	appearance/cyborg_s01_arm_r_hum_f.sat	appearance/cyborg_s01_arm_r_hum_m.sat	appearance/cyborg_s01_arm_r_hum_f.sat	appearance/cyborg_s01_arm_r_hum_m.sat	appearance/cyborg_s01_arm_r_hum_f.sat	appearance/cyborg_s01_arm_r_hum_m.sat	appearance/cyborg_s01_arm_r_hum_f.sat	appearance/cyborg_s01_arm_r_ith_m.sat	appearance/cyborg_s01_arm_r_ith_f.sat	appearance/cyborg_s01_arm_r_hum_m.sat	appearance/cyborg_s01_arm_r_hum_f.sat
shared_cybernetic_s01_torso	appearance/cyborg_s01_torso_hum_m.sat	appearance/cyborg_s01_torso_hum_f.sat	appearance/cyborg_s01_torso_hum_m.sat	appearance/cyborg_s01_torso_hum_f.sat	appearance/cyborg_s01_torso_hum_m.sat	appearance/cyborg_s01_torso_hum_f.sat	appearance/cyborg_s01_torso_wke_m.sat	appearance/cyborg_s01_torso_wke_f.sat	appearance/cyborg_s01_torso_hum_m.sat	appearance/cyborg_s01_torso_hum_f.sat	appearance/cyborg_s01_torso_hum_m.sat	appearance/cyborg_s01_torso_hum_f.sat	appearance/cyborg_s01_torso_hum_m.sat	appearance/cyborg_s01_torso_hum_f.sat	appearance/cyborg_s01_torso_hum_m.sat	appearance/cyborg_s01_torso_hum_f.sat	appearance/cyborg_s01_torso_ith_m.sat	appearance/cyborg_s01_torso_ith_f.sat	appearance/cyborg_s01_torso_hum_m.sat	appearance/cyborg_s01_torso_hum_f.sat
shared_cybernetic_s01_legs	appearance/cyborg_s01_legs_hum_m.sat	appearance/cyborg_s01_legs_hum_f.sat	appearance/cyborg_s01_legs_hum_m.sat	appearance/cyborg_s01_legs_hum_f.sat	appearance/cyborg_s01_legs_hum_m.sat	appearance/cyborg_s01_legs_hum_f.sat	appearance/cyborg_s01_legs_wke_m.sat	appearance/cyborg_s01_legs_wke_f.sat	appearance/cyborg_s01_legs_hum_m.sat	appearance/cyborg_s01_legs_hum_f.sat	appearance/cyborg_s01_legs_hum_m.sat	appearance/cyborg_s01_legs_hum_f.sat	appearance/cyborg_s01_legs_hum_m.sat	appearance/cyborg_s01_legs_hum_f.sat	appearance/cyborg_s01_legs_hum_m.sat	appearance/cyborg_s01_legs_hum_f.sat	appearance/cyborg_s01_legs_ith_m.sat	appearance/cyborg_s01_legs_ith_f.sat	appearance/cyborg_s01_legs_hum_m.sat	appearance/cyborg_s01_legs_hum_f.sat
shared_cybernetic_s02_arm_l	appearance/cyborg_s02_arm_l_hum_m.sat	appearance/cyborg_s02_arm_l_hum_f.sat	appearance/cyborg_s02_arm_l_hum_m.sat	appearance/cyborg_s02_arm_l_hum_f.sat	appearance/cyborg_s02_arm_l_hum_m.sat	appearance/cyborg_s02_arm_l_hum_f.sat	appearance/cyborg_s02_arm_l_wke_m.sat	appearance/cyborg_s02_arm_l_wke_f.sat	appearance/cyborg_s02_arm_l_hum_m.sat	appearance/cyborg_s02_arm_l_hum_f.sat	appearance/cyborg_s02_arm_l_hum_m.sat	appearance/cyborg_s02_arm_l_hum_f.sat	appearance/cyborg_s02_arm_l_hum_m.sat	appearance/cyborg_s02_arm_l_hum_f.sat	appearance/cyborg_s02_arm_l_hum_m.sat	appearance/cyborg_s02_arm_l_hum_f.sat	appearance/cyborg_s02_arm_l_ith_m.sat	appearance/cyborg_s02_arm_l_ith_f.sat	appearance/cyborg_s02_arm_l_hum_m.sat	appearance/cyborg_s02_arm_l_hum_f.sat
shared_cybernetic_s02_arm_r	appearance/cyborg_s02_arm_r_hum_m.sat	appearance/cyborg_s02_arm_r_hum_f.sat	appearance/cyborg_s02_arm_r_hum_m.sat	appearance/cyborg_s02_arm_r_hum_f.sat	appearance/cyborg_s02_arm_r_hum_m.sat	appearance/cyborg_s02_arm_r_hum_f.sat	appearance/cyborg_s02_arm_r_wke_m.sat	appearance/cyborg_s02_arm_r_wke_f.sat	appearance/cyborg_s02_arm_r_hum_m.sat	appearance/cyborg_s02_arm_r_hum_f.sat	appearance/cyborg_s02_arm_r_hum_m.sat	appearance/cyborg_s02_arm_r_hum_f.sat	appearance/cyborg_s02_arm_r_hum_m.sat	appearance/cyborg_s02_arm_r_hum_f.sat	appearance/cyborg_s02_arm_r_hum_m.sat	appearance/cyborg_s02_arm_r_hum_f.sat	appearance/cyborg_s02_arm_r_ith_m.sat	appearance/cyborg_s02_arm_r_ith_f.sat	appearance/cyborg_s02_arm_r_hum_m.sat	appearance/cyborg_s02_arm_r_hum_f.sat
shared_cybernetic_s02_torso	appearance/cyborg_s02_torso_hum_m.sat	appearance/cyborg_s02_torso_hum_f.sat	appearance/cyborg_s02_torso_hum_m.sat	appearance/cyborg_s02_torso_hum_f.sat	appearance/cyborg_s02_torso_hum_m.sat	appearance/cyborg_s02_torso_hum_f.sat	appearance/cyborg_s02_torso_wke_m.sat	appearance/cyborg_s02_torso_wke_f.sat	appearance/cyborg_s02_torso_hum_m.sat	appearance/cyborg_s02_torso_hum_f.sat	appearance/cyborg_s02_torso_hum_m.sat	appearance/cyborg_s02_torso_hum_f.sat	appearance/cyborg_s02_torso_hum_m.sat	appearance/cyborg_s02_torso_hum_f.sat	appearance/cyborg_s02_torso_hum_m.sat	appearance/cyborg_s02_torso_hum_f.sat	appearance/cyborg_s02_torso_ith_m.sat	appearance/cyborg_s02_torso_ith_f.sat	appearance/cyborg_s02_torso_hum_m.sat	appearance/cyborg_s02_torso_hum_f.sat
shared_cybernetic_s02_legs	appearance/cyborg_s02_legs_hum_m.sat	appearance/cyborg_s02_legs_hum_f.sat	appearance/cyborg_s02_legs_hum_m.sat	appearance/cyborg_s02_legs_hum_f.sat	appearance/cyborg_s02_legs_hum_m.sat	appearance/cyborg_s02_legs_hum_f.sat	appearance/cyborg_s02_legs_wke_m.sat	appearance/cyborg_s02_legs_wke_f.sat	appearance/cyborg_s02_legs_hum_m.sat	appearance/cyborg_s02_legs_hum_f.sat	appearance/cyborg_s02_legs_hum_m.sat	appearance/cyborg_s02_legs_hum_f.sat	appearance/cyborg_s02_legs_hum_m.sat	appearance/cyborg_s02_legs_hum_f.sat	appearance/cyborg_s02_legs_hum_m.sat	appearance/cyborg_s02_legs_hum_f.sat	appearance/cyborg_s02_legs_ith_m.sat	appearance/cyborg_s02_legs_ith_f.sat	appearance/cyborg_s02_legs_hum_m.sat	appearance/cyborg_s02_legs_hum_f.sat
shared_cybernetic_s03_arm_l	appearance/cyborg_s03_arm_l_hum_m.sat	appearance/cyborg_s03_arm_l_hum_f.sat	appearance/cyborg_s03_arm_l_hum_m.sat	appearance/cyborg_s03_arm_l_hum_f.sat	appearance/cyborg_s03_arm_l_hum_m.sat	appearance/cyborg_s03_arm_l_hum_f.sat	appearance/cyborg_s03_arm_l_wke_m.sat	appearance/cyborg_s03_arm_l_wke_f.sat	appearance/cyborg_s03_arm_l_hum_m.sat	appearance/cyborg_s03_arm_l_hum_f.sat	appearance/cyborg_s03_arm_l_hum_m.sat	appearance/cyborg_s03_arm_l_hum_f.sat	appearance/cyborg_s03_arm_l_hum_m.sat	appearance/cyborg_s03_arm_l_hum_f.sat	appearance/cyborg_s03_arm_l_hum_m.sat	appearance/cyborg_s03_arm_l_hum_f.sat	appearance/cyborg_s03_arm_l_ith_m.sat	appearance/cyborg_s03_arm_l_ith_f.sat	appearance/cyborg_s03_arm_l_hum_m.sat	appearance/cyborg_s03_arm_l_hum_f.sat
shared_cybernetic_s03_arm_r	appearance/cyborg_s03_arm_r_hum_m.sat	appearance/cyborg_s03_arm_r_hum_f.sat	appearance/cyborg_s03_arm_r_hum_m.sat	appearance/cyborg_s03_arm_r_hum_f.sat	appearance/cyborg_s03_arm_r_hum_m.sat	appearance/cyborg_s03_arm_r_hum_f.sat	appearance/cyborg_s03_arm_r_wke_m.sat	appearance/cyborg_s03_arm_r_wke_f.sat	appearance/cyborg_s03_arm_r_hum_m.sat	appearance/cyborg_s03_arm_r_hum_f.sat	appearance/cyborg_s03_arm_r_hum_m.sat	appearance/cyborg_s03_arm_r_hum_f.sat	appearance/cyborg_s03_arm_r_hum_m.sat	appearance/cyborg_s03_arm_r_hum_f.sat	appearance/cyborg_s03_arm_r_hum_m.sat	appearance/cyborg_s03_arm_r_hum_f.sat	appearance/cyborg_s03_arm_r_ith_m.sat	appearance/cyborg_s03_arm_r_ith_f.sat	appearance/cyborg_s03_arm_r_hum_m.sat	appearance/cyborg_s03_arm_r_hum_f.sat
shared_cybernetic_s04_torso	appearance/cyborg_s04_torso_hum_m.sat	appearance/cyborg_s04_torso_hum_f.sat	appearance/cyborg_s04_torso_hum_m.sat	appearance/cyborg_s04_torso_hum_f.sat	appearance/cyborg_s04_torso_hum_m.sat	appearance/cyborg_s04_torso_hum_f.sat	appearance/cyborg_s04_torso_wke_m.sat	appearance/cyborg_s04_torso_wke_f.sat	appearance/cyborg_s04_torso_hum_m.sat	appearance/cyborg_s04_torso_hum_f.sat	appearance/cyborg_s04_torso_hum_m.sat	appearance/cyborg_s04_torso_hum_f.sat	appearance/cyborg_s04_torso_hum_m.sat	appearance/cyborg_s04_torso_hum_f.sat	appearance/cyborg_s04_torso_hum_m.sat	appearance/cyborg_s04_torso_hum_f.sat	appearance/cyborg_s04_torso_ith_m.sat	appearance/cyborg_s04_torso_ith_f.sat	appearance/cyborg_s04_torso_hum_m.sat	appearance/cyborg_s04_torso_hum_f.sat
shared_cybernetic_s05_arm_l	appearance/cyborg_s05_arm_l_hum_m.sat	appearance/cyborg_s05_arm_l_hum_f.sat	appearance/cyborg_s05_arm_l_hum_m.sat	appearance/cyborg_s05_arm_l_hum_f.sat	appearance/cyborg_s05_arm_l_hum_m.sat	appearance/cyborg_s05_arm_l_hum_f.sat	appearance/cyborg_s05_arm_l_wke_m.sat	appearance/cyborg_s05_arm_l_wke_f.sat	appearance/cyborg_s05_arm_l_hum_m.sat	appearance/cyborg_s05_arm_l_hum_f.sat	appearance/cyborg_s05_arm_l_hum_m.sat	appearance/cyborg_s05_arm_l_hum_f.sat	appearance/cyborg_s05_arm_l_hum_m.sat	appearance/cyborg_s05_arm_l_hum_f.sat	appearance/cyborg_s05_arm_l_hum_m.sat	appearance/cyborg_s05_arm_l_hum_f.sat	appearance/cyborg_s05_arm_l_ith_m.sat	appearance/cyborg_s05_arm_l_ith_f.sat	appearance/cyborg_s05_arm_l_hum_m.sat	appearance/cyborg_s05_arm_l_hum_f.sat
shared_cybernetic_s05_arm_r	appearance/cyborg_s05_arm_r_hum_m.sat	appearance/cyborg_s05_arm_r_hum_f.sat	appearance/cyborg_s05_arm_r_hum_m.sat	appearance/cyborg_s05_arm_r_hum_f.sat	appearance/cyborg_s05_arm_r_hum_m.sat	appearance/cyborg_s05_arm_r_hum_f.sat	appearance/cyborg_s05_arm_r_wke_m.sat	appearance/cyborg_s05_arm_r_wke_f.sat	appearance/cyborg_s05_arm_r_hum_m.sat	appearance/cyborg_s05_arm_r_hum_f.sat	appearance/cyborg_s05_arm_r_hum_m.sat	appearance/cyborg_s05_arm_r_hum_f.sat	appearance/cyborg_s05_arm_r_hum_m.sat	appearance/cyborg_s05_arm_r_hum_f.sat	appearance/cyborg_s05_arm_r_hum_m.sat	appearance/cyborg_s05_arm_r_hum_f.sat	appearance/cyborg_s05_arm_r_ith_m.sat	appearance/cyborg_s05_arm_r_ith_f.sat	appearance/cyborg_s05_arm_r_hum_m.sat	appearance/cyborg_s05_arm_r_hum_f.sat
shared_cybernetic_s05_torso	appearance/cyborg_s05_torso_hum_m.sat	appearance/cyborg_s05_torso_hum_f.sat	appearance/cyborg_s05_torso_hum_m.sat	appearance/cyborg_s05_torso_hum_f.sat	appearance/cyborg_s05_torso_hum_m.sat	appearance/cyborg_s05_torso_hum_f.sat	appearance/cyborg_s05_torso_wke_m.sat	appearance/cyborg_s05_torso_wke_f.sat	appearance/cyborg_s05_torso_hum_m.sat	appearance/cyborg_s05_torso_hum_f.sat	appearance/cyborg_s05_torso_hum_m.sat	appearance/cyborg_s05_torso_hum_f.sat	appearance/cyborg_s05_torso_hum_m.sat	appearance/cyborg_s05_torso_hum_f.sat	appearance/cyborg_s05_torso_hum_m.sat	appearance/cyborg_s05_torso_hum_f.sat	appearance/cyborg_s05_torso_ith_m.sat	appearance/cyborg_s05_torso_ith_f.sat	appearance/cyborg_s05_torso_hum_m.sat	appearance/cyborg_s05_torso_hum_f.sat
