0x00070bcf	spacequest/destroy/npe_hard_main_1
0x5f3526f3	quest/recovery_quest_rebel_fail_05
0x5f50d68d	quest/test_multiple_exclusive_rewards
0x5faf5d86	spacequest/recovery/corellia_imperial_16
0x5fb05702	quest/c_bounty_hunter_kill_1
0x5fb5385c	quest/som_striking_miners
0x5fbb8f12	quest/gcw_entertain_fatigue
0x5fdd8189	quest/npe_job_pointer_deavyn
0x5fe3b2cc	spacequest/destroy_duty/yavin_rebel_tier5
0x5fe4f6a1	quest/ep3_hunt_ziven_collect_webweaver_eyes
0x5ff295fe	spacequest/recovery/dathomir_station_imp_storyquest_01_d
0x5ff84267	quest/legacy_button_reb_darklighter
0x5ffc8df6	quest/ac_repeater_loruna_enf_30_dnpc2_hoolar_02
0x600cfe00	quest/ep3_avatar_boss_taunt
0x604439ac	spacequest/survival/tatooine_privateer_tier4_2c
0x606e1f61	quest/test_2_go
0x60717cec	quest/ep3_clone_relics_jedi_starfighter_1_failed
0x6076b9a6	quest/loot_5_foozles
0x60839bf0	quest/som_kenobi_main_quest_3_b_visible
0x609e6f97	quest/npe_smuggler_try_2
0x60dbdd72	spacequest/inspect/naboo_imperial_tier3_1_a
0x60df7db1	quest/ep3_trando_mosolium_transfer
0x60ea0956	quest/ep3_kachirho_kill_wke
0x61153c89	quest/corellia_droid_bunker_cornel_goto
0x61302d61	spacequest/destroy/npe_hard_main_2b
0x615bd620	spacequest/escort_duty/ep3_kash_station_escort_duty
0x61749dfe	spacequest/patrol/naboo_privateer_tier4_3b
0x619c2079	quest/legacy_head_runaway2_space
0x61a83e7c	spacequest/escort/no_rank2_01_03
0x61b7a166	spacequest/assassinate/corellia_privateer_tier4_2a
0x61cf5a28	spacequest/recovery_duty/tatooine_imperial_tier4_recoveryduty_1
0x61d487a7	quest/tatooine_eisley_gototrehla_v2
0x61eac16b	spacequest/destroy/c_sink_imp_space
0x61eef194	spacequest/destroy_duty/naboo_imperial_tier1
0x6201a71b	spacequest/assassinate/ep3_kash_station_assassinate_imperial
0x620bc47f	quest/heroic_tusken_tracking_02
0x6250b397	quest/ep3_avatar_wke_prisoner_01
0x625cec5f	quest/ep3_zhailaut_recover_trando_radio
0x62608f79	quest/c_story1_2_imp
0x626650f1	quest/crash_site_04_reb_engineering
0x626c9798	quest/itp_loam_02
0x6270e45d	quest/u16_nym_themepark_pirate_prisoner_rescue_collection
0x627c226b	quest/mtp_hideout_access_07
0x627ef2e5	quest/c_newbie_melee_quest_3
0x628514e7	quest/outbreak_quest_administrative_building_imperial_05
0x62a38d77	quest/corellia_cb_1_pointer
0x62c06193	quest/npe_artisan_2a
0x62e0bd22	quest/mtp_hideout_ragtag
0x62e129fd	spacequest/destroy_duty/tatooine_imperial_tier1
0x62e34008	spacequest/recovery/tatooine_rebel_tier4_2
0x62e7450b	quest/outbreak_quest_02_neutral
0x62ed5651	quest/talus_nashal_tracking_crew
0x63012a0d	spacequest/escort_duty/corellia_privateer_10
0x63270705	spacequest/escort/corellia_station_mission5b_1
0x6329f6b3	spacequest/assassinate/stn_yavin4_company_all_massassi_tier2_11
0x6371f297	quest/tyrena_meatlump_brothers
0x63a5463d	quest/gcw_repair_turret
0x63b6c0f0	spacequest/patrol/naboo_privateer_1
0x63b6d67e	spacequest/delivery_no_pickup/corellia_privateer_tier3_4_c
0x63e4b783	spacequest/escort_duty/naboo_imperial_tier2_escortduty
0x63e8cc40	spacequest/assassinate/tatooine_privateer_tier3_1_c
0x63f763fd	quest/rtp_luke_01
0x63fe1558	spacequest/patrol/orion_rank3_05
0x6433700f	quest/npe_pointer_smuggler_template
0x643b0c8d	spacequest/space_battle/naboo_privateer_tier4_4c_lose
0x6461ea93	spacequest/destroy_duty/lok_imperial_ss_2a
0x6473a864	quest/gcw_defend_imperial_barricade
0x648963ea	quest/ep3_trando_ysith
0x64cbd46a	quest/ep3_myyydril_talaoree_talkto_3
0x64d0a730	spacequest/inspect/naboo_imperial_tier2_1
0x64deb0c3	quest/tatooine_espa_body_building_2
0x652e8a12	quest/event_cantina_bossk_4
0x656923cb	spacequest/escort/no_rank2_01_02
0x65823f52	spacequest/space_battle/no_rank4_nova_02_03
0x65a65664	spacequest/assassinate/tatooine_rebel_tier4_3_b
0x65afb5d1	quest/u16_nym_themepark_pirate_steal_lab_data_collection
0x65bb149b	quest/ep3_hunt_kerssoc_kill_chiss_poachers
0x65c44016	quest/corellia_coronet_find_missing_shipment
0x65d6f56f	quest/coronet_murmurs_1_smuggler
0x65d86af7	quest/entertainer_rebel_01
0x65f33c97	spacequest/space_mining_destroy/restuss_imperial_mining_1
0x65f91fab	quest/som_lava_beetle_nest_destroy_2
0x660b53e9	spacequest/delivery/corellia_station_mission4_2a
0x662abe0d	quest/naboo_theed_hugo_skaak
0x662caaa8	quest/outbreak_quest_final_rebel
0x66440950	quest/outbreak_quest_administrative_building_imperial_04
0x66659fa2	quest/legacy_head_runaway_painbolts
0x668dde19	quest/yavin_fallenstar_pt_1
0x66b08755	quest/ep3_myyydril_yraka_talkto_6
0x66b90e7a	quest/c_scout_trainer
0x66bd3fdc	quest/mtp_hideout_access_06
0x66bfef52	quest/c_newbie_melee_quest_2
0x66cad9c8	quest/heroic_tusken_tracking_03
0x66daff53	spacequest/assassinate/dathomir_station_imp_storyquest_01_e
0x671f2fd8	quest/npe_marksman_pistol_reward
0x6729d1f7	spacequest/assassinate/tatooine_privateer_tier3_1_b
0x673f08ef	spacequest/patrol/orion_rank3_04
0x675e5168	quest/c_story1_4a
0x676aefbf	spacequest/assassinate/corellia_imperial_tier3_4c
0x678add63	quest/c_story1_1_reb
0x67b114cd	quest/outbreak_perfume_hidden_content
0x67be5d0d	quest/camp_alpha_defense
0x67fca3a0	spacequest/destroy_duty/tatooine_rebel_tier5
0x6829dd28	quest/corellia_coronet_capitol_problems_starport_vandals_2
0x682a0512	spacequest/escort/no_rank2_01_01
0x684a6aed	spacequest/rescue_duty/tatooine_rebel_tier4_1
0x684b2d6e	spacequest/inspect/naboo_imperial_tier3_2
0x685ef3c4	quest/outbreak_quest_rescue_02_fail
0x687ca356	quest/smuggle_pvp_5
0x6883ae79	spacequest/escort_duty/stn_yavin4_company_all_freighterescort_tier2_1
0x68910a51	quest/tatooine_eisley_faceevil
0x689b4c2e	quest/entertainer_rebel_02
0x689fc19c	spacequest/rescue/stn_yavin4_company_all_massassi_tier2_9
0x68a5e73a	quest/crash_site_06_imp_engineering
0x68b01a4e	spacequest/space_mining_destroy/restuss_imperial_mining_2
0x68b7e06d	spacequest/destroy_surpriseattack/naboo_privateer_1
0x68e570bd	spacequest/assassinate/tatooine_rebel_tier4_3_a
0x6905f2cb	spacequest/inspect/corellia_rebel_tier3_2
0x691004da	spacequest/rescue/stn_endor_irs_imp_tier3_1a
0x698bb2e3	quest/test_chance_to_activate
0x699cd506	spacequest/survival/talus_station_mission4_1
0x69d86a2e	quest/camp_gamma_delivery_01
0x6a34fb9e	spacequest/patrol/naboo_privateer_3
0x6a429c0e	quest/som_blistmok_hunt_25
0x6a6af72e	spacequest/assassinate/tatooine_privateer_tier3_1_a
0x6a755893	quest/rtp_luke_03
0x6a8ce9ac	spacequest/recovery/stn_yavin4_company_all_opening_tier2_2
0x6aab2144	spacequest/recovery/tatooine_rebel_tier3_1
0x6ab3886e	spacequest/destroy_surpriseattack/tatooine_rebel_1
0x6acebf3f	spacequest/delivery/naboo_privateer_tier3_3b
0x6ae8bf12	spacequest/inspect/naboo_imperial_tier3_3_c
0x6af30172	quest/naboo_deeja_peak_beacon_favor
0x6afe284e	quest/purvis_kill_soldiers
0x6b22e530	spacequest/inspect/naboo_imperial_tier3_4_b
0x6b35a38c	spacequest/space_battle/tatooine_rebel_tier3_4_d
0x6b51d807	quest/tatooine_eisley_legacy_bh
0x6b5279a5	spacequest/rescue/nova_intro_dantooine_01
0x6b528818	quest/huffs_guard_rifle
0x6b5429b3	spacequest/assassinate/tatooine_rebel_tier4_1_a
0x6b84d30d	quest/ep3_kachirho_survey_data
0x6ba36474	quest/corellia_tyrena_missing_persons
0x6bb960d1	quest/corellia_tyrena_petty_resolve
0x6bc87129	spacequest/destroy_surpriseattack/naboo_privateer_tier3_1c
0x6bcef8c0	quest/yavin_fallenstar_pt_2
0x6bd15eb9	spacequest/inspect/robot_sidequest
0x6bd288f9	quest/ep3_avatar_wke_prisoner_03
0x6bd60694	quest/outbreak_quest_rescue_09
0x6bfcc98b	quest/c_newbie_melee_quest_1
0x6bfe1905	quest/mtp_hideout_access_05
0x6c198680	quest/npe_marksman_carbine_reward
0x6c3db68c	quest/npe_pilot_dartas
0x6c59711e	quest/ep3_myyydril_nawika_escort_1
0x6c5a5199	quest/entertainer_rebel_03
0x6c5bb3b8	spacequest/destroy_surpriseattack/nova_orion_rank1_01
0x6c61e360	spacequest/escort/npe_med_main_3b
0x6c6685af	quest/ep3_slave_camp_control_room_access
0x6c863d74	quest/tatooine_knives_fencing
0x6c925b1e	quest/event_gcwcheerleader_sfreb50
0x6c9f794b	quest/ep3_forest_ardon_assassin
0x6cadd74d	spacequest/destroy_duty/naboo_imperial_tier2
0x6cbdbee1	quest/smuggle_pvp_4
0x6cbe61f0	spacequest/delivery/poi_tatooine_privateer_1_a
0x6cc02324	quest/test_quest_helper
0x6cd7f66a	quest/c_syren5_rebel
0x6cf8cf85	quest/typho_pilot_one
0x6d095396	quest/som_kenobi_collectors_business_1
0x6d11250f	quest/ep3_clone_relics_jedi_starfighter_4
0x6d23b716	quest/gcw_eliminate_imperials
0x6d33b977	quest/ep3_hunt_harroom_mouf_reward
0x6d375ab8	spacequest/patrol/npe_med_main_1b
0x6d935008	spacequest/destroy_surpriseattack/naboo_typho_surpriseattack_pilot_one
0x6d98fbab	spacequest/inspect/naboo_imperial_tier3_1_b
0x6d9f08da	quest/u16_nym_themepark_rescue_sheeli_fail
0x6da30f5c	quest/u16_nym_themepark_miner_dna_collection
0x6da5fd7d	quest/mtp_hideout_instance_recover_supplies
0x6de481c8	quest/crash_site_05_reb_munitions
0x6e126148	quest/yavin_meganjobs_hyperdrive
0x6e433c43	quest/newbie_mayor_hooligans
0x6e482bbb	quest/legacy_button_reb_pt2
0x6e592f5a	quest/event_gcwcheerleader_cmreb4
0x6e60c532	quest/ep3_trando_boshaz_zssik_02
0x6ea1b03d	spacequest/patrol/stn_yavin4_company_smuggler_tier2_4
0x6eb44524	quest/rtp_luke_02
0x6ed155c0	quest/tatooine_wald_firstquest
0x6ee8d4d1	spacequest/assassinate/corellia_imperial_tier3_4a
0x6f0203f9	quest/ep3_hunt_vritol_reward_mount
0x6f13954e	quest/ep3_avatar_wke_prisoner_02
0x6f171b23	quest/outbreak_quest_rescue_08
0x6f2fb141	quest/itp_loam_01
0x6f3f04b2	quest/mtp_hideout_access_04
0x6f43f6d5	quest/mtp_hideout_collect_bomb_items
0x6f48e2a6	quest/heroic_tusken_tracking_01
0x6f4c24d1	spacequest/assassinate/tat_priv_quest_trans
0x6f781519	quest/npe_pointer_entertainer
0x6f83474a	quest/npe_artisan_2b
0x6f853cb3	quest/lf_deadmite
0x6fa20f24	spacequest/destroy_duty/tatooine_imperial_tier2
0x6fbc3d72	spacequest/destroy_surpriseattack/tatooine_rebel_tier4_1_c
0x6fdc194d	spacequest/assassinate/ep3_hunting_kerssoc_destroy_chiss_weapons
0x6ff10e22	spacequest/inspect/naboo_imperial_tier3_2_b
0x70076d12	quest/tatooine_eisley_gotoreb
0x701e7f5f	quest/event_gcwcheerleader_cmreb3
0x7027a616	quest/outbreak_quest_01_neutral
0x703606b6	spacequest/patrol/corellia_imperial_tier4_3_b
0x70384c03	spacequest/rescue/nova_intro_yavin_01
0x703ccdf4	quest/npe_job_pointer_aja
0x70588f3f	quest/jabba_ree_yees
0x70636e6a	quest/corellia_cb_2_pointer
0x70670e31	quest/tatooine_24_azure_cabal_top_world_01
0x707d5768	quest/coronet_murmurs_4_lab
0x70979b48	quest/ep3_hunt_loot_stoneleg_killed
0x70ab19f5	quest/som_storm_lord
0x70af84d4	spacequest/assassinate/corellia_imperial_tier3_4f
0x70c2d642	quest/npe_scout_1
0x70efc93b	quest/som_hk_history_three
0x70fa6384	spacequest/patrol/orion_rank3_01
0x71048d0c	quest/ep3_myyydril_yraka_retrieve_3
0x7111de08	quest/npe_medic2
0x7117eb33	quest/chapter7_beginning_click_collection
0x7154c54b	quest/ep3_avatar_wke_prisoner_05
0x715efd2e	quest/legacy_button_jawatracks_reb_pt2b
0x71650200	quest/ep3_forest_athnalu_quest_2
0x716e6e86	spacequest/assassinate/tatooine_imperial_tier4_4
0x717854b7	quest/mtp_hideout_access_03
0x717f3251	spacequest/delivery_no_pickup/stn_yavin4_company_all_massassi_tier2_9
0x7181623b	quest/outbreak_quest_administrative_building_imperial_01
0x7183a8a7	quest/ep3_hunt_iluna_goto_arcona_compound
0x71a1189b	spacequest/space_battle/tatooine_rebel_tier3_2_c
0x71cb8055	quest/npe_spy_try_2
0x71e55f21	spacequest/destroy_duty/tatooine_imperial_tier5
0x721d019c	quest/entertainer_rebel_04
0x72203170	spacequest/destroy/npe_training_2a
0x724aab37	quest/c_story1_4b_rebel
0x72518563	spacequest/delivery_no_pickup/talus_station_mission5_8
0x7255ba01	quest/npe_pilot_first_mission
0x726368fd	quest/heroic_echo_rebel_phase_2_v2
0x7284fca7	quest/find_majolnir
0x72a51936	quest/ep3_hunt_johnson_seek_kint
0x72d890b0	spacequest/rescue/tatooine_station_hutt_palace_access_quest_1
0x72ea8748	spacequest/destroy_duty/naboo_imperial_tier5
0x72ebe179	quest/event_cantina_bossk_1
0x72fb4b6c	quest/ep3_myyydril_kivvaaa_talkto_1
0x72fe61e8	quest/no_rank4_nova_02
0x730fa3f9	quest/ep3_hunt_ehartt_collect_walluga_claws
0x73295819	quest/tatooine_eisley_tdc
0x734cb420	quest/corellia_disappearances_2_hermit
0x7356750a	quest/ep3_clone_relics_jedi_starfighter_3
0x7376febc	quest/outbreak_quest_rescue_03_fail
0x737ff46d	spacequest/assassinate/tatooine_imperial_4
0x73c1bb91	quest/talus_dearic_coa_rebel_view_end
0x741efafa	quest/ep3_hunt_ziven_collect_webweaver_fangs
0x7427fd8f	spacequest/patrol/stn_yavin4_company_smuggler_tier2_2
0x742a9890	quest/ep3_myyydril_kallaarac_retrieve_1
0x742e0139	quest/u16_nym_themepark_elite_kill_pirate_cave_collection
0x743c5b87	spacequest/destroy/naboo_privateer_2
0x74492494	quest/npe_frelka_transition_2
0x745ba09f	quest/camp_delta_survivor_rescue
0x74652913	spacequest/assassinate/tatooine_imperial_tier3_4
0x748265fd	quest/ep3_hunt_loot_spiketop_killed
0x748e7444	spacequest/escort/corellia_privateer_tier3_3_pre_a
0x74900076	spacequest/patrol/tatooine_privateer_tier3_4_c
0x749c3c95	quest/legacy_button_jawatracks_reb
0x74a62242	quest/tyrena_goto_lyman_zavala
0x74ae4538	spacequest/assassinate/tatooine_legacy_head_runaway2_space
0x74c478d0	spacequest/delivery/tatooine_privateer_tier3_3_b
0x74c55738	quest/corellia_droid_bunker_activate_terminals
0x74cb0d43	quest/tatooine_eisley_hidden_agenda
0x74df62e8	quest/event_gcwcheerleader_cmreb2
0x74f8d57c	spacequest/destroy_duty/tatooine_rebel_tier1
0x7514f62d	quest/som_kenobi_historian_smuggler
0x753ac5c4	spacequest/space_battle/tatooine_imperial_tier4_3_b
0x7568a5e3	quest/legacy_naboo_droid_ai_collecting
0x7579dbfb	quest/nova_orion_rank1_01
0x7587c746	spacequest/escort/corellia_imperial_3
0x7595d8fc	quest/ep3_avatar_wke_prisoner_04
0x75a5a0e7	spacequest/rescue/naboo_imperial_tier3_4_a
0x75b55b94	quest/c_sink_imp
0x75b561ac	quest/crash_site_05_reb_engineering
0x75b94900	quest/mtp_hideout_access_02
0x75c590bb	quest/ep3_myyydril_yraka_retrieve_2
0x75fcbbae	quest/legacy_together
0x762f051e	quest/gcw_eliminate_rebels
0x763f7c5f	quest/no_rank4_nova_03
0x765b9600	spacequest/inspect/poi_tatooine_general_2
0x767f3a0c	quest/npe_marksman_carbine
0x768b9cca	spacequest/space_battle/tatooine_imperial_tier4_1_b
0x76af4c15	quest/restuss_rebel_atst
0x76affb93	spacequest/delivery_no_pickup/stn_dantooine_owner_all_corelliapickup_tier2_1
0x76dc1c2b	quest/entertainer_rebel_05
0x76dce45f	quest/som_exploration_berken
0x76dd4b33	spacequest/escort/tatooine_imperial_tier4_3
0x76e61fbc	spacequest/escort_duty/tatooine_imperial_7
0x76f26802	spacequest/recovery/vortex_mission_3
0x770522de	quest/tat_icon_fixingjawa_1
0x77491cf8	quest/crash_site_02_reb_munitions
0x776de59c	spacequest/patrol/no_rank2_03_01
0x7792483e	quest/outbreak_quest_facility_02_rebel
0x779768bd	quest/ep3_clone_relics_jedi_starfighter_2
0x77b4595d	quest/som_maneater
0x78035955	quest/outbreak_quest_administrative_building_imperial_03
0x78210340	quest/found_ig88_encounter
0x783afd22	quest/nova_orion_rank1_02
0x78858e3d	quest/loveday_disillusion_pet_lover
0x789daf56	spacequest/assassinate/dathomir_station_imp_storyquest_01_b
0x78ba49aa	quest/npe_pointer_first_pilot
0x78d5716c	spacequest/escort/npe_easy_main_2a
0x78e50e83	spacequest/assassinate/naboo_privateer_tier3_1d
0x78fa6fd9	quest/mtp_hideout_access_01
0x792cb2d7	quest/npe_pointer_gamma
0x7934fec1	quest/npe_officer_try_2
0x7964c698	quest/u16_nym_themepark_research_facility
0x79766b05	quest/som_tulrus_hunt_20
0x797858ea	spacequest/patrol/orion_rank3_03
0x79875e09	spacequest/delivery/tatooine_privateer_tier3_3_a
0x799c4431	quest/event_gcwcheerleader_cmreb1
0x79af899d	quest/legacy_naboo_kick_imp
0x79bbf3a5	spacequest/destroy_duty/tatooine_rebel_tier2
0x79c2747f	quest/npe_job_pointer_loche
0x79ddcdef	quest/test_destroy_multiple_region
0x79dfbdae	quest/npe_pointer_med_template
0x79fb8f72	spacequest/space_battle/tatooine_rebel_tier3_3_a
0x7a1f679c	spacequest/destroy/naboo_rebel_2
0x7a41e949	spacequest/delivery_no_pickup/naboo_rebel_tier3_1_d
0x7a5437c8	spacequest/escort/tatooine_imperial_tier3_1
0x7a7f8106	quest/som_hk_history_five
0x7a9d8512	spacequest/rescue/naboo_imperial_tier3_1_c
0x7ad44e64	quest/ep3_clone_relics_jedi_starfighter_1
0x7af6aeef	quest/npe_job_pointer_ysanna
0x7b0704c7	quest/corellia_disappearances_1_discovery
0x7b0aca6f	quest/corellia_coronet_capitol_problems_lt_jasper
0x7b0f678d	spacequest/delivery/naboo_privateer_tier4_3a
0x7b2aebe2	quest/restuss_imperial_st3_destroy_installation_1_commando
0x7b54f4d0	spacequest/destroy_surpriseattack/ep3_slaver_rhosk_surprise_attack
0x7b69da17	quest/event_cantina_bossk_3
0x7b9f3af2	quest/entertainer_rebel_06
0x7bdea3b3	spacequest/assassinate/ep3_hunting_banol_destroy_tripps_goods
0x7bff82db	quest/restuss_imperial_st3_destroy_generic
0x7c1ddbf7	quest/legacy_button_jawatracks_reb_pt2a
0x7c2624d9	quest/ep3_forest_athnalu_quest_1
0x7c32ee3f	quest/ep3_trando_olima_grunc
0x7c5cb2e1	spacequest/assassinate/dathomir_station_imp_storyquest_01_c
0x7ca3dd9a	quest/corellia_39_chirq_council_02b
0x7cc244e2	quest/outbreak_quest_administrative_building_imperial_02
0x7cd299a7	quest/npe_pointer_secretary
0x7cfbe095	quest/nova_orion_rank1_03
0x7d0c6793	quest/coronet_murmurs_5_gas
0x7d5de0c2	spacequest/delivery_no_pickup/npe_smuggler_2
0x7d686342	quest/naboo_theed_goto_mainframe_imp
0x7d81f09b	quest/npe_scout_2
0x7d9ec20e	quest/npe_officer_try
0x7da8b8cf	quest/c_sink_imp_pt2
0x7db9455d	spacequest/patrol/orion_rank3_02
0x7dd11d67	quest/som_sceismic_charges
0x7dd532d7	spacequest/inspect/corellia_privateer_tier3_4_b
0x7dedc1ab	spacequest/rescue/naboo_imperial_tier3_3_b
0x7e0d09c7	quest/loveday_disillusion_love_note_v2
0x7e1da1f0	spacequest/delivery/tatooine_imperial_tier4_2_b
0x7e2d18b3	quest/crash_site_04_reb_structures
0x7e6e62d1	spacequest/patrol/naboo_rebel_tier3_3
0x7e856a1c	quest/npe_prof_marksman
0x7e8c820f	quest/talus_dearic_coa_imperial_view_end
0x7e91a841	quest/corellia_38_pointer
0x7edbcaca	spacequest/rescue/ep3_kash_station_rescue_alpha
0x7ede228c	spacequest/destroy_duty/naboo_imperial_tier4_1
0x7f09e9d5	quest/c_impdefector
0x7f18e2c7	spacequest/escort/ep3_kash_station_escort_bravo
0x7f1db7ff	quest/npe_medic_comm
0x7f6f559f	spacequest/space_battle/ep3_slaver_hsskas_space_battle
0x7f90fd29	spacequest/destroy_duty/corellia_rebel_tier4_1
0x7f9c6e8b	quest/ep3_trando_jessokk
0x7fa8c7a0	quest/event_cantina_bossk_2
0x7fab5e5f	quest/outbreak_scout_camera_hidden_content
0x7fbd4731	quest/no_rank4_nova_01
0x7fcd0977	quest/mtp_hideout_access_04_pointer
0x7fef6e79	spacequest/escort/no_rank2_01_04
0x80125995	quest/restuss_rebel_st3_destroy_installation_1
0x802c541e	quest/restuss_rebel_space_mining_1
0x803b63ac	spacequest/delivery_no_pickup/tatooine_privateer_tier3_3
0x8095de2a	spacequest/escort/nova_rank3_01
0x80d4c710	spacequest/recovery/tatooine_privateer_tier4_2b
0x80dd79a0	spacequest/escort_duty/yavin_rebel_10
0x810105f6	quest/test_encounter
0x8110f48d	spacequest/assassinate/ep3_kash_station_assassinate_rebel
0x811c5a45	quest/ep3_hunt_tripp_collect_mouf_pelts
0x813002c6	spacequest/assassinate/tatooine_privateer_tier3_3b
0x8131dbc7	quest/newbie_scout_v2
0x81408f73	quest/naboo_theed_meanwhile_chase
0x815c4465	quest/ep3_rodian_hunt_1
0x815f1310	quest/som_hk_history_one
0x817370fa	spacequest/inspect/vortex_mission_4
0x818be152	quest/mtp_hideout_access_high_06
0x8193e5d7	spacequest/escort_duty/lok_imperial_ss_1c
0x81af35b6	quest/coronet_murmurs_side_2
0x81c2c240	quest/dwartii_statue_crafting_counter_reward_quest
0x81c9e0e2	spacequest/assassinate/rori_station_reb_storyquest_01_e
0x81eb0be1	quest/ep3_myyydril_kallaarac_talkto_2
0x8205c219	spacequest/recovery/ep3_red_tie_recovery
0x82077f74	spacequest/assassinate/tatooine_privateer_tier2_2a
0x8223cb27	quest/rtp_wedge_01
0x82487d3e	quest/gcw_repair_barricade
0x825bdfbc	quest/tatooine_24_azure_cabal_hunters_path_02
0x82625799	spacequest/rescue/corellia_rebel_tier4_2_b
0x8279e77f	spacequest/destroy_surpriseattack/ep3_kash_station_ghrag_ambush_strong
0x827ec94d	quest/tatooine_anchorjobs_bantha
0x8287d881	spacequest/recovery_duty/test_recovery_duty
0x82a77194	spacequest/recovery/corellia_station_mission2_1
0x831662c8	quest/newbie_scout_pt6
0x8316ba1a	quest/som_kenobi_samaritan_2
0x834cb6eb	quest/ep3_rryatt_krepauk_kill_elite_minstyngar
0x8393d144	quest/som_exploration_crystal
0x83a3db45	spacequest/escort/tatooine_privateer_tier3_3_c
0x83a52704	quest/outbreak_quest_01_b_rebel
0x83cd6744	spacequest/escort/stn_lok_nym_reb_tier2_2a
0x841c0feb	quest/som_xandank_hunt_25
0x842a9c13	quest/som_kenobi_main_quest_3_b
0x844dff9a	spacequest/assassinate/stn_dantooine_owner_rebel_landing_tier2_3
0x84611ec0	spacequest/assassinate/corellia_privateer_tier4_4a
0x84649e2e	spacequest/patrol/tatooine_imperial_tier4_1
0x848ee9e6	quest/npe_pointer_boba
0x848ef0cd	quest/jabba_ree_yees_v2
0x849eda63	spacequest/rescue/test_rescue
0x84b94077	quest/legacy_button_imp
0x84ec8633	spacequest/destroy_surpriseattack/corellia_imperial_tier4_4_b
0x8508fd55	spacequest/assassinate/rori_station_reb_storyquest_01_d
0x85191594	quest/tatooine_bestinejobs_xwing
0x852bb91a	spacequest/destroy/naboo_imperial_tier3_3_b
0x854afce5	quest/mtp_hideout_access_high_07
0x854b0add	quest/ep3_hunt_manfred_collect_enhancements
0x8562074c	spacequest/destroy_surpriseattack/stn_endor_irs_imp_tier3_1a_sa
0x85677c6c	quest/rohak_token_box
0x856e2801	quest/coronet_murmurs_side_3
0x857f2fbf	quest/exar_kun_intro_02
0x85a0c293	spacequest/destroy/corellia_imperial_tier3_1c
0x85af7114	spacequest/patrol/naboo_station_emperors_access_quest_3
0x85c08085	quest/npe_han_comm_pilot
0x8651aa0c	spacequest/destroy_duty/kessel_imperial_tier5
0x865e1153	quest/corellia_coronet_meatlump_act1_begin
0x869c1e1e	quest/ep3_trando_boshaz_transfer
0x86b1bc8b	spacequest/rescue/corellia_rebel_tier4_4_b
0x86bad868	quest/gcw_repair_vehicle
0x86ccf231	spacequest/delivery_no_pickup/corellia_station_mission3_2
0x86dfd9ec	quest/npe_prof_entertainer2
0x86ec31be	quest/corellia_coronet_capitol_problems_starport_vandals
0x87239ed1	quest/legacy_head_rod
0x8740de21	quest/legacy_button_jawatracks_pt2a
0x87585970	spacequest/patrol/tatooine_privateer_3
0x8763e1d9	quest/jedi_gifts_1
0x877eb9f8	quest/yavin_fallenstar_pt1
0x87d47dfe	spacequest/convoy/ep3_trando_lesnorr
0x87dd7a9d	quest/u16_nym_themepark_rescue_sheeli
0x8809da3c	quest/mtp_hideout_access_high_04
0x883c0966	quest/exar_kun_intro_01
0x884e394f	spacequest/destroy_duty/lok_rebel_tier5
0x8851aba9	quest/naboo_deeja_peak_sequencer_crash
0x8860a41b	quest/npe_pilot_aleas
0x88732639	spacequest/destroy_duty/lok_rogue_droid_tier3
0x8875cb7e	spacequest/rescue/tatooine_privateer_tier3_4_d
0x889a619c	spacequest/destroy_duty/corellia_privateer_11
0x88de7f0b	quest/ep3_rodian_hunt_3
0x89223819	spacequest/assassinate/corellia_privateer_tier4_4b
0x89328d30	quest/outbreak_bomber_helmet_hidden_content
0x895f7260	spacequest/assassinate/corellia_station_mission5b_3
0x896000ab	spacequest/assassinate/no_rank2_04_04
0x89672161	quest/mtp_hideout_instance_recover_supplies_fail
0x896db6c9	quest/test_various
0x897c380d	quest/outbreak_quest_rescue_04_success
0x898d7ca3	quest/mtp_hideout_instance_kill_specific_droids
0x89903e04	quest/corellia_disappearances_goto_questgiver
0x89b2522d	quest/test_destroy_multiple_and_loot
0x89ca5986	spacequest/patrol/tat_priv_quest_trans
0x89e279b6	spacequest/space_mining_destroy/corellia_mining_quest_3
0x89e3b3fe	spacequest/recovery_duty/tatooine_station_hutt_recovery_duty_tier1_1
0x8a027f58	quest/crash_site_03_imp_domestics
0x8a03f8f8	quest/legacy_button_jawatracks_pt2b
0x8a20c700	quest/jedi_gifts_2
0x8a3cc322	quest/ep3_hunt_wrelaac_proof_of_mada
0x8a3d9f21	quest/yavin_fallenstar_pt2
0x8a3f9f97	quest/npe_droid_confirmation
0x8a50c52a	spacequest/space_battle/tatooine_rebel_tier4_4_b
0x8a53db2e	quest/ep3_trando_orooroo_transfer
0x8a88b411	spacequest/escort_duty/naboo_privateer_9
0x8a9459a6	quest/newbie_scout_pt4
0x8a9560e1	spacequest/rescue/naboo_imperial_tier4_2_a
0x8a9cec22	spacequest/rescue_duty/naboo_imperial_tier4_4
0x8abc20c6	spacequest/patrol/npe_training_1b
0x8ad49253	quest/npe_pointer_force_template
0x8b052314	quest/smuggler_modules_for_pistol
0x8b24b1a0	spacequest/destroy/naboo_imperial_2
0x8b376f97	quest/npe_marksman_rifle
0x8b436ae9	quest/u16_nym_themepark_save_agent_fail
0x8b7c5b05	quest/npe_imperial_1
0x8b9cff35	quest/npe_prof_entertainer1
