bookName	pageName	collectionName	slotName	beginSlotId	endSlotId	maxSlotValue	category1	category2	category3	category4	category5	category6	category7	category8	category9	category10	category11	prereqSlotName1	prereqSlotName2	prereqSlotName3	prereqSlotName4	prereqSlotName5	icon	music	showIfNotYetEarned	hidden	title	alternateTitle1	alternateTitle2	alternateTitle3	alternateTitle4	alternateTitle5	noReward	trackServerFirst	Comments	string_name	string_detail
			relic_destroy_gondula	8109	8114	61	UIType:Kill	relic_data:75:0:0:0	social_group:gondula_tribe	message:	count:-1															1							1			Kill Members of the Gondula Tribe	This task requires members of the Gondula Tribe to be killed.
			relic_destroy_dulak_raider	8115	8120	61	UIType:Kill	relic_data:70:0:0:0	creature_name:dulok_outcast_raider	message:	count:-1															1							1			Kill Dulok Outcast Raiders	This task requires Dulok Outcast Raiders to be killed.
			relic_destroy_dulak_leader	8121	8126	61	UIType:Kill	relic_data:72:0:0:0	creature_name:dulok_outcast_leader	message:	count:-1															1							1			Kill the Dulok Outcast Leader	This task requires the Dulok Outcast Leader to be killed.
			relic_destroy_dulak_outcast	8127	8132	61	UIType:Kill	relic_data:70:0:0:0	creature_name:dulok_outcast	message:	count:-1															1							1			Kill Dulok Outcasts	This task requires Dulok Outcasts to be killed.
			relic_destroy_dulak_scout	8133	8138	61	UIType:Kill	relic_data:80:0:0:0	"creature_name:donkuwah_scout,beguiling_donkuwah_scout,crafty_donkuwah_scout,tricky_donkuwah_scout"	message:	count:-1															1							1			Kill Donkuwah Scouts	This task requires Donkuwah Scouts to be killed.
			relic_destroy_dulak_frenzied	8139	8144	61	UIType:Kill	relic_data:82:0:0:0	creature_name:frenzied_donkuwah	message:	count:-1															1							1			Kill Frenzied Donkuwah	This task requires Frenzied Donkuwah to be killed.
			relic_destroy_dulak_twisted	8145	8150	61	UIType:Kill	relic_data:82:0:0:0	creature_name:twisted_donkuwah_scavenger	message:	count:-1															1							1			Kill Twisted Donkuwah Scavengers	This task requires Twisted Donkuwah Scavengers to be killed.
			relic_destroy_dulak_tribesman	8151	8156	61	UIType:Kill	relic_data:80:0:0:0	creature_name:donkuwah_tribesman	message:	count:-1															1							1			Kill Donkuwah Tribesmen	This task requires Donkuwah Tribesmen to be killed.
			relic_destroy_dulak_laborer	8157	8162	61	UIType:Kill	relic_data:80:0:0:0	creature_name:grungy_donkuwah_laborer	message:	count:-1															1							1			Kill Grungy Donkuwah Laborers	This task requires Grungy Donkuwah Laborers to be killed.
			relic_destroy_marauder	8163	8168	61	UIType:Kill	relic_data:78:0:0:0	creature_name:marauder	message:	count:-1															1							1			Kill Marauders	This task requires Marauders to be killed.
			relic_destroy_marauder_frenzied	8169	8174	61	UIType:Kill	relic_data:78:0:0:0	creature_name:frenzied_marauder	message:	count:-1															1							1			Kill Frenzied Marauders	This task requires Frenzied Marauders to be killed.
			relic_destroy_korga_battlelord	8175	8180	61	UIType:Kill	relic_data:75:0:0:0	"creature_name:korga_battlelord,vicious_korga_battlelord,vile_korga_battlelord"	message:	count:-1															1							1			Kill Korga Battlelords	This task requires Korga Battlelords to be killed.
			relic_destroy_korga_spiritmaster	8181	8186	61	UIType:Kill	relic_data:75:0:0:0	"creature_name:korga_spiritmaster,eerie_korga_spiritmaster,gnarled_korga_spiritmaster,spooky_korga_spiritmaster"	message:	count:-1															1							1			Kill Korga Spiritmasters	This task requires Korga Spiritmasters to be killed.
			relic_destroy_korga_ancient	8187	8192	61	UIType:Kill	relic_data:75:0:0:0	creature_name:korga_ancient	message:	count:-1															1							1			Kill Korga Ancients	This task requires Korga Ancients to be killed.
			relic_destroy_korga_dark_shaman	8193	8198	61	UIType:Kill	relic_data:75:0:0:0	creature_name:korga_dark_shaman	message:	count:-1															1							1			Kill Korga Dark Shaman	This task requires Korga Dark Shaman to be killed.
			relic_destroy_korga_frenzied	8199	8204	61	UIType:Kill	relic_data:75:0:0:0	creature_name:frenzied_korga	message:	count:-1															1							1			Kill Frenzied Korga	This task requires Frenzied Korga to be killed.
			relic_destroy_korga_enraged	8205	8210	61	UIType:Kill	relic_data:75:0:0:0	creature_name:enraged_korga	message:	count:-1															1							1			Kill Enraged Korga	This task requires Enraged Korga to be killed.
			relic_destroy_korga_elder	8211	8216	61	UIType:Kill	relic_data:75:0:0:0	creature_name:korga_elder	message:	count:-1															1							1			Kill Korga Elders	This task requires Korga Elders to be killed.
			relic_destroy_korga_adept	8217	8222	61	UIType:Kill	relic_data:75:0:0:0	creature_name:korga_adept	message:	count:-1															1							1			Kill Korga Adepts	This task requires Korga Adepts to be killed.
			relic_destroy_korga_scout	8223	8228	61	UIType:Kill	relic_data:75:0:0:0	creature_name:korga_scout	message:	count:-1															1							1			Kill Korga Scouts	This task requires Korga Scouts to be killed.
			relic_destroy_korga_laborer	8229	8234	61	UIType:Kill	relic_data:75:0:0:0	creature_name:korga_laborer	message:	count:-1															1							1			Kill Korga Laborers	This task requires Korga Laborers to be killed.
			relic_destroy_ig88_blue	8235	8240	61	UIType:Kill	relic_data:88:0:0:0	creature_name:endor_ig88_security_battle_droid_blue	message:	count:-1															1							1			Kill Blue Tao-Ni Security Battle Droids	This task requires Blue Tao-Ni Security Battle Droids to be killed.
			relic_destroy_ig88_red	8241	8246	61	UIType:Kill	relic_data:88:0:0:0	creature_name:endor_ig88_security_battle_droid_red	message:	count:-1															1							1			Kill Red Tao-Ni Security Battle Droids	This task requires Red Tao-Ni Security Battle Droids to be killed.
			relic_destroy_ig88_purple	8247	8252	61	UIType:Kill	relic_data:88:0:0:0	creature_name:endor_ig88_security_battle_droid_purple	message:	count:-1															1							1			Kill Purple Tao-Ni Security Battle Droids	This task requires Purple Tao-Ni Security Battle Droids to be killed.
			relic_destroy_ig88_beta	8253	8258	61	UIType:Kill	relic_data:88:0:0:0	creature_name:endor_ig88_security_battlemech_beta	message:	count:-1															1							1			Kill Tao-Ni Security Mechanized Beta Class	This task requires Tao-Ni Security Mechanized Beta Class droids to be killed.
			relic_destroy_ig88_alpha	8259	8264	61	UIType:Kill	relic_data:88:0:0:0	creature_name:endor_ig88_security_battlemech_alpha	message:	count:-1															1							1			Kill Tao-Ni Security Mechanized Alpha Class	This task requires Tao-Ni Security Mechanized Alpha Class droids to be killed.
			relic_destroy_ig88_omega	8265	8270	61	UIType:Kill	relic_data:88:0:0:0	creature_name:endor_ig88_security_battlemech_omega	message:	count:-1															1							1			Kill Tao-Ni Security Mechanized Omega Class	This task requires Tao-Ni Security Mechanized Omega Class droids to be killed.
			relic_destroy_blacksun_reaper	8271	8276	61	UIType:Kill	relic_data:90:2:0:0	creature_name:black_sun_blood_reaper	message:	count:-1															1							1			Kill Black Sun Blood Reapers	This task requires Black Sun Blood Reapers to be killed.
			relic_destroy_blacksun_aggressor	8277	8282	61	UIType:Kill	relic_data:90:2:0:0	creature_name:black_sun_aggressor	message:	count:-1															1							1			Kill Black Sun Aggressors	This task requires Black Sun Aggressors to be killed.
			relic_destroy_blacksun_enforcer_silver	8283	8288	61	UIType:Kill	relic_data:90:2:0:0	creature_name:black_sun_enforcer	message:	count:-1															1							1			Kill Elite Black Sun Enforcers	This task requires Black Sun Enforcers to be killed.
			relic_destroy_dw_battle_droid	8289	8294	61	UIType:Kill	relic_data:90:2:0:0	creature_name:mand_bunker_battle_droid	message:	count:-1															1							1			Kill Death Watch Battle Droids	This task requires Battle Droids at the Death Watch Bunker to be killed.
			relic_destroy_dw_henchman	8295	8300	61	UIType:Kill	relic_data:90:2:0:0	"creature_name:mand_bunker_blksun_henchman_int,mand_bunker_blksun_henchman"	message:	count:-1															1							1			Kill Black Sun Henchmen	This task requires Black Sun Henchmen to be killed.
			relic_destroy_dw_thug	8301	8306	61	UIType:Kill	relic_data:90:2:0:0	"creature_name:mand_bunker_blksun_thug_int,mand_bunker_blksun_thug"	message:	count:-1															1							1			Kill Black Sun Thugs	This task requires Black Sun Thugs to be killed.
			relic_destroy_dw_assassin	8307	8312	61	UIType:Kill	relic_data:90:2:0:0	"creature_name:mand_bunker_blksun_assassin_int,mand_bunker_blksun_assassin"	message:	count:-1															1							1			Kill Black Sun Assassins	This task requires Black Sun Assassins to be killed.
			relic_destroy_dw_super_battle_droid	8313	8318	61	UIType:Kill	relic_data:90:2:0:0	creature_name:mand_bunker_super_battle_droid	message:	count:-1															1							1			Kill Death Watch Super Battle Droids	This task requires Super Battle Droids at the Death Watch Bunker to be killed.
			relic_destroy_dw_guard	8319	8324	61	UIType:Kill	relic_data:90:2:0:0	"creature_name:mand_bunker_blksun_guard_int,mand_bunker_blksun_guard"	message:	count:-1															1							1			Kill Black Sun Guards	This task requires Black Sun Guards to be killed.
			relic_destroy_dw_bloodguard	8325	8330	61	UIType:Kill	relic_data:90:2:0:0	creature_name:mand_bunker_dthwatch_red	message:	count:-1															1							1			Kill Death Watch Bloodguards	This task requires Death Watch Bloodguards to be killed.
			relic_destroy_dw_wraith	8331	8336	61	UIType:Kill	relic_data:90:2:0:0	creature_name:mand_bunker_dthwatch_silver	message:	count:-1															1							1			Kill Death Watch Wraiths	This task requires Death Watch Wraiths to be killed.
			relic_destroy_dw_overlord	8337	8342	61	UIType:Kill	relic_data:90:2:0:0	creature_name:mand_bunker_dthwatch_gold	message:	count:-1															1							1			Kill the Death Watch Overlord	This task requires the Death Watch Overlord to be killed.
			relic_destroy_janta_warrior	8343	8348	61	UIType:Kill	relic_data:75:0:0:0	creature_name:janta_warrior	message:	count:-1															1							1			Kill Janta Warriors	This task requires Janta Warriors to be killed.
			relic_destroy_janta_shaman	8349	8354	61	UIType:Kill	relic_data:75:0:0:0	creature_name:janta_shaman	message:	count:-1															1							1			Kill Janta Shaman	This task requires Janta Shaman to be killed.
			relic_destroy_janta_tribesman	8355	8360	61	UIType:Kill	relic_data:75:0:0:0	creature_name:janta_tribesman	message:	count:-1															1							1			Kill Janta Tribesmen	This task requires Janta Tribesman to be killed.
			relic_destroy_janta_primalist	8361	8366	61	UIType:Kill	relic_data:75:0:0:0	creature_name:janta_primalist	message:	count:-1															1							1			Kill Janta Primalists	This task requires Janta Primalists to be killed.
			relic_destroy_janta_harvester	8367	8372	61	UIType:Kill	relic_data:75:0:0:0	creature_name:janta_harvester	message:	count:-1															1							1			Kill Janta Harvesters	This task requires Janta Harvesters to be killed.
			relic_destroy_janta_herbalist	8373	8378	61	UIType:Kill	relic_data:75:0:0:0	creature_name:janta_herbalist	message:	count:-1															1							1			Kill Janta Herbalists	This task requires Janta Herbalists to be killed.
			relic_destroy_janta_rockshaper	8379	8384	61	UIType:Kill	relic_data:75:0:0:0	creature_name:janta_rockshaper	message:	count:-1															1							1			Kill Janta Rockshapers	This task requires Janta Rockshapers to be killed.
			relic_destroy_janta_soothsayer	8385	8390	61	UIType:Kill	relic_data:75:0:0:0	creature_name:janta_soothsayer	message:	count:-1															1							1			Kill Janta Soothsayer	This task requires Janta Soothsayers to be killed.
			relic_destroy_janta_scout	8391	8396	61	UIType:Kill	relic_data:75:0:0:0	creature_name:janta_scout	message:	count:-1															1							1			Kill Janta Scouts	This task requires Janta Scouts to be killed.
			relic_destroy_janta	8397	8402	61	UIType:Kill	relic_data:75:0:0:0	social_group:janta_tribe	message:	count:-1															1							1			Kill Members of the Janta Tribe	This task requires members of the Janta tribe to be killed.
			relic_destroy_mokk_warrior	8403	8408	61	UIType:Kill	relic_data:65:0:0:0	creature_name:mokk_warrior	message:	count:-1															1							1			Kill Mokk Warriors	This task requires Mokk Warriors to be killed.
			relic_destroy_mokk_loreweaver	8409	8414	61	UIType:Kill	relic_data:65:0:0:0	creature_name:mokk_loreweaver	message:	count:-1															1							1			Kill Mokk Loreweavers	This task requires Mokk Loreweavers to be killed.
			relic_destroy_mokk_shaman	8415	8420	61	UIType:Kill	relic_data:65:0:0:0	creature_name:mokk_shaman	message:	count:-1															1							1			Kill Mokk Shaman	This task requires Mokk Shaman to be killed.
			relic_destroy_mokk_rockshaper	8421	8426	61	UIType:Kill	relic_data:65:0:0:0	creature_name:mokk_rockshaper	message:	count:-1															1							1			Kill Mokk Rockshapers	This task requires Mokk Rockshapers to be killed.
			relic_destroy_mokk_scout	8427	8432	61	UIType:Kill	relic_data:65:0:0:0	creature_name:mokk_scout	message:	count:-1															1							1			Kill Mokk Scouts	This task requires Mokk Scouts to be killed.
			relic_destroy_mokk_hunter	8433	8438	61	UIType:Kill	relic_data:65:0:0:0	creature_name:mokk_hunter	message:	count:-1															1							1			Kill Mokk Hunters	This task requires Mokk Hunters to be killed.
			relic_destroy_mokk	8439	8444	61	UIType:Kill	relic_data:65:0:0:0	social_group:mokk_tribe	message:	count:-1															1							1			Kill Members of the Mokk Tribe	This task requires members of the Mokk tribe to be killed.
			relic_destroy_kunga_primalist	8445	8450	61	UIType:Kill	relic_data:70:0:0:0	creature_name:kunga_clan_primalist	message:	count:-1															1							1			Kill Kunga Clan Primalists	This task requires Kunga Clan Primalists to be killed.
			relic_destroy_kunga_herbalist	8451	8456	61	UIType:Kill	relic_data:70:0:0:0	creature_name:kunga_herbalist	message:	count:-1															1							1			Kill Kunga Herbalists	This task requires Kunga Herbalists to be killed.
			relic_destroy_kunga_hunter	8457	8462	61	UIType:Kill	relic_data:70:0:0:0	creature_name:kunga_hunter	message:	count:-1															1							1			Kill Kunga Hunters	This task requires Kunga Hunters to be killed.
			relic_destroy_kunga_loreweaver	8463	8468	61	UIType:Kill	relic_data:70:0:0:0	creature_name:kunga_loreweaver	message:	count:-1															1							1			Kill Kunga Loreweavers	This task requires Kunga Loreweavers to be killed.
			relic_destroy_kunga_harvester	8469	8474	61	UIType:Kill	relic_data:70:0:0:0	creature_name:kunga_harvester	message:	count:-1															1							1			Kill Kunga Harvesters	This task requires Kunga Harvesters to be killed.
			relic_destroy_kunga_tribesman	8475	8480	61	UIType:Kill	relic_data:70:0:0:0	creature_name:kunga_tribesman	message:	count:-1															1							1			Kill Kunga Tribe Members	This task requires Kunga Tribe Members to be killed.
			relic_destroy_kunga	8481	8486	61	UIType:Kill	relic_data:70:0:0:0	social_group:kunga_tribe	message:	count:-1															1							1			Kill Members of the Kunga Tribe	This task requires members of the Kunga tribe to be killed.
			relic_destroy_crystal_hunter	8487	8492	61	UIType:Kill	relic_data:70:0:0:0	creature_name:dark_force_crystal_hunter	message:	count:-1															1							1			Kill Force Crystal Hunters	This task requires Force Crystal Hunters to be killed.
			relic_destroy_untrained_jedi	8493	8498	61	UIType:Kill	relic_data:70:0:0:0	creature_name:untrained_wielder_of_the_dark_side	message:	count:-1															1							1			Kill Untrained Wielders of the Dark Side	This task requires Untrained Wielders of the Dark Side to be killed.
			relic_destroy_nightsister_sentinal	8499	8504	61	UIType:Kill	relic_data:88:1:0:0	creature_name:nightsister_sentinal	message:	count:-1															1							1			Kill Nightsister Sentinels	This task requires Nightsister Sentinels to be killed.
			relic_destroy_nightsister_rancor	8505	8510	61	UIType:Kill	relic_data:90:1:0:0	creature_name:nightsister_rancor	message:	count:-1															1							1			Kill Nightsister Rancors	This task requires Nightsister Rancors to be killed.
			relic_destroy_nightsister_initiate	8511	8516	61	UIType:Kill	relic_data:88:1:0:0	creature_name:nightsister_initiate	message:	count:-1															1							1			Kill Nightsister Initiates	This task requires Nightsister Initiates to be killed.
			relic_destroy_nightsister_ranger	8517	8522	61	UIType:Kill	relic_data:88:1:0:0	creature_name:nightsister_ranger	message:	count:-1															1							1			Kill Nightsister Rangers	This task requires Nightsister Rangers to be killed.
			relic_destroy_nightsister_spellweaver	8523	8528	61	UIType:Kill	relic_data:90:1:0:0	creature_name:nightsister_spell_weaver	message:	count:-1															1							1			Kill Nightsister Spell Weavers	This task requires Nightsister Spell Weavers to be killed.
			relic_destroy_smc_rancor	8529	8534	61	UIType:Kill	relic_data:88:1:0:0	creature_name:singing_mountain_clan_rancor	message:	count:-1															1							1			Kill Singing Mountain Clan Rancors	This task requires Singing Mountain Clan Rancors to be killed.
			relic_destroy_smc_witch	8535	8540	61	UIType:Kill	relic_data:88:1:0:0	creature_name:singing_mtn_clan_arch_witch	message:	count:-1															1							1			Kill Singing Mountain Clan Arch Witches	This task requires Singing Mountain Clan Arch Witches to be killed.
			relic_destroy_smc_dragoon	8541	8546	61	UIType:Kill	relic_data:88:1:0:0	creature_name:singing_mtn_clan_dragoon	message:	count:-1															1							1			Kill Singing Mountain Clan Dragoons	This task requires Singing Mountain Clan Dragoons to be killed.
			relic_destroy_smc_guardian	8547	8552	61	UIType:Kill	relic_data:88:1:0:0	creature_name:singing_mtn_clan_guardian	message:	count:-1															1							1			Kill Singing Mountain Clan Guardians	This task requires Singing Mountain Clan Guardians to be killed.
			relic_destroy_smc_scout	8553	8558	61	UIType:Kill	relic_data:88:1:0:0	creature_name:singing_mtn_clan_scout	message:	count:-1															1							1			Kill Singing Mountain Clan Scouts	This task requires Singing Mountain Clan Scouts to be killed.
			relic_destroy_smc_huntress	8559	8564	61	UIType:Kill	relic_data:90:1:0:0	creature_name:singing_mtn_clan_huntress	message:	count:-1															1							1			Kill Singing Mountain Clan Huntresses	This task requires Singing Mountain Clan Huntresses to be killed.
			relic_destroy_smc_initiate	8565	8570	61	UIType:Kill	relic_data:88:1:0:0	creature_name:singing_mtn_clan_initiate	message:	count:-1															1							1			Kill Singing Mountain Clan Initiates	This task requires Singing Mountain Clan Initiates to be killed.
			relic_destroy_spider_rec_queen	8571	8576	61	UIType:Kill	relic_data:85:1:0:0	creature_name:cave_gaping_spider_recluse_queen	message:	count:-1															1							1			Kill Reclusive Cavern Spider Queens	This task requires Reclusive Cavern Spider Queens to be killed.
			relic_destroy_spider_protector	8577	8582	61	UIType:Kill	relic_data:80:1:0:0	creature_name:spider_nightsister_protector	message:	count:-1															1							1			Kill Spiderclan Protectors	This task requires Spiderclan Protectors to be killed.
			relic_destroy_spider_spellweaver	8583	8588	61	UIType:Kill	relic_data:80:1:0:0	creature_name:spider_nightsister_spell_weaver	message:	count:-1															1							1			Kill Spiderclan Auspexes	This task requires Spiderclan Auspexes to be killed.
			relic_destroy_spider_queen	8589	8594	61	UIType:Kill	relic_data:85:1:0:0	creature_name:cave_gaping_spider_queen	message:	count:-1															1							1			Kill Cavern Spider Queens	This task requires Cavern Spider Queens to be killed.
			relic_destroy_nightsister_crystal_guardian	8595	8600	61	UIType:Kill	relic_data:90:0:0:0	creature_name:itp_vader_nightsister_guardian	message:	count:-1															1							1			Kill Nightsister Crystal Guardians	This task requires Nightsister Crystal Guardians to be killed.
			relic_destroy_spider_webdancer	8601	8606	61	UIType:Kill	relic_data:80:1:0:0	creature_name:spider_nightsister_web_dancer	message:	count:-1															1							1			Kill Spiderclan Web Dancers	This task requires Spiderclan Web Dancers to be killed.
			relic_destroy_spider_elder	8607	8612	61	UIType:Kill	relic_data:84:1:0:0	creature_name:spider_nightsister_elder	message:	count:-1															1							1			Kill Spiderclan Elders	This task requires Spiderclan Elders to be killed.
			relic_destroy_spider_recluse	8613	8618	61	UIType:Kill	relic_data:80:1:0:0	creature_name:cave_gaping_spider_recluse	message:	count:-1															1							1			Kill Reclusive Cavern Spiders	This task requires Reclusive Cavern Spiders to be killed.
			relic_destroy_spider_crawler	8619	8624	61	UIType:Kill	relic_data:80:1:0:0	creature_name:spider_nightsister_crawler	message:	count:-1															1							1			Kill Spiderclan Crawlers	This task requires Spiderclan Crawlers to be killed.
			relic_destroy_spider_stalker	8625	8630	61	UIType:Kill	relic_data:80:1:0:0	creature_name:spider_nightsister_stalker	message:	count:-1															1							1			Kill Spiderclan Stalkers	This task requires Spiderclan Stalkers to be killed.
			relic_destroy_spider_hunter	8631	8636	61	UIType:Kill	relic_data:80:1:0:0	creature_name:cave_gaping_spider_hunter	message:	count:-1															1							1			Kill Cavern Spider Hunters	This task requires Cavern Spider Hunters to be killed.
			relic_destroy_spider_clan_spider	8637	8642	61	UIType:Kill	relic_data:78:1:0:0	creature_name:cave_gaping_spider	message:	count:-1															1							1			Kill Cavern Spiders	This task requires Cavern Spiders to be killed.
			relic_destroy_spider_sentinel	8643	8648	61	UIType:Kill	relic_data:80:1:0:0	creature_name:spider_nightsister_sentinel	message:	count:-1															1							1			Kill Spiderclan Sentinels	This task requires Spiderclan Sentinels to be killed.
			relic_destroy_spider_initiate	8649	8654	61	UIType:Kill	relic_data:80:1:0:0	creature_name:spider_nightsister_initiate	message:	count:-1															1							1			Kill Spiderclan Acolytes	This task requires Spiderclan Acolytes to be killed.
			relic_destroy_spider_broodling	8655	8660	61	UIType:Kill	relic_data:80:1:0:0	creature_name:cave_gaping_spider_broodling	message:	count:-1															1							1			Kill Cavern Spider Broodlings	This task requires Cavern Spiders Broodlings to be killed.
			relic_destroy_spider_sentry	8661	8666	61	UIType:Kill	relic_data:80:1:0:0	creature_name:spider_nightsister_sentry	message:	count:-1															1							1			Kill Spiderclan Sentries	This task requires Spiderclan Sentries to be killed.
			relic_destroy_blackscale_guard	8667	8672	61	UIType:Kill	relic_data:80:1:1:0	"creature_name:ep3_slaver_blackscale_guard,ep3_etyyy_blackscale_guard,ep3_slaver_blackscale_guard_rryatt"	message:	count:-1															1							1			Kill Blackscale Guards	This task requires Blackscale Guards to be killed.
			relic_destroy_salvage_bandit	8673	8678	61	UIType:Kill	relic_data:75:0:0:1	creature_name:som_mustafarian_salvage_bandit	message:	count:-1															1							1			Kill Salvage Bandits	This task requires Salvage Bandits to be killed.
			relic_destroy_plains_xandak	8679	8684	61	UIType:Kill	relic_data:80:0:0:1	creature_name:som_burning_plains_xandank	message:	count:-1															1							1			Kill Plains Xandanks	This task requires Plains Xandanks to be killed.
			relic_destroy_plains_beetle_soldier	8685	8690	61	UIType:Kill	relic_data:80:0:0:1	creature_name:som_burning_plains_lava_beetle_soldier	message:	count:-1															1							1			Kill Plains Kubaza Beetle Soldiers	This task requires Plains Kubaza Beetle Soldiers to be killed.
			relic_destroy_plains_beetle_worker	8691	8696	61	UIType:Kill	relic_data:80:0:0:1	creature_name:som_burning_plains_lava_beetle_worker	message:	count:-1															1							1			Kill Plains Kubaza Beetle Workers	This task requires Plains Kubaza Beetle Workers to be killed.
			relic_destroy_plains_beetle	8697	8702	61	UIType:Kill	relic_data:80:0:0:1	creature_name:som_burning_plains_lava_beetle	message:	count:-1															1							1			Kill Plains Kubaza Beetles	This task requires Plains Kubaza Beetles to be killed.
			relic_destroy_plains_beetle_queen	8703	8708	61	UIType:Kill	relic_data:80:0:0:1	creature_name:som_burning_plains_lava_beetle_queen	message:	count:-1															1							1			Kill Plains Kubaza Beetle Queens	This task requires Plains Kubaza Beetle Queens to be killed.
			relic_destroy_malfosa	8709	8714	61	UIType:Kill	relic_data:80:2:0:1	creature_name:som_sherkar_consort	message:	count:-1															1							1			Kill Malfosa	This task requires Malfosa to be killed.
			relic_destroy_tulrus_matriarch	8715	8720	61	UIType:Kill	relic_data:80:0:0:1	"creature_name:som_nesting_grounds_tulrus_matriarch,som_berkens_flow_tulrus_matriarch"	message:	count:-1															1							1			Kill Tulrus Matriarches	This task requires Tulrus Matriarches to be killed.
			relic_destroy_tulrus_bull	8721	8726	61	UIType:Kill	relic_data:80:0:0:1	"creature_name:som_nesting_grounds_tulrus_bull,som_berkens_flow_tulrus_bull"	message:	count:-1															1							1			Kill Tulrus Bulls	This task requires Tulrus Bulls to be killed.
			relic_destroy_tulrus	8727	8732	61	UIType:Kill	relic_data:80:0:0:1	"creature_name:som_nesting_grounds_tulrus,som_berkens_flow_tulrus,som_tulrus"	message:	count:-1															1							1			Kill Tulrus	This task requires Tulrus to be killed.
			relic_destroy_berkens_xandank_packleader	8733	8738	61	UIType:Kill	relic_data:80:0:0:1	"creature_name:som_berkens_flow_xandank_packleader,som_xandank_packleader,som_burning_plains_xandank_packleader"	message:	count:-1															1							1			Kill Xandank Packleaders	This task requires Xandank Packleaders to be killed.
			relic_destroy_berkens_xankdank_stalker	8739	8744	61	UIType:Kill	relic_data:80:0:0:1	"creature_name:som_berkens_flow_xandank_stalker,som_burning_plains_xandank_stalker,som_smoking_forest_xandank_stalker"	message:	count:-1															1							1			Kill Xandank Stalkers	This task requires Xandank Stalkers to be killed.
			relic_destroy_berkens_crowned_lava_runner	8745	8750	61	UIType:Kill	relic_data:88:0:0:1	creature_name:som_berkens_flow_tanray_crowned	message:	count:-1															1							1			Kill Crowned Lava Runners	This task requires Crowned Lava Runners to be killed.
			relic_destroy_berkens_lava_runner	8751	8756	61	UIType:Kill	relic_data:88:0:0:1	creature_name:som_berkens_flow_tanray	message:	count:-1															1							1			Kill Lava Runner Tanrays	This task requires Lava Runner Tanrays to be killed.
			relic_destroy_berkens_lava_runner_stalker	8757	8762	61	UIType:Kill	relic_data:88:0:0:1	creature_name:som_berkens_flow_tanray_stalker	message:	count:-1															1							1			Kill Lava Runner Stalkers	This task requires Lava Runner Stalkers to be killed.
			relic_destroy_plains_stalker_blistmok	8763	8768	61	UIType:Kill	relic_data:82:0:0:1	creature_name:som_burning_plains_blistmok_plains_stalker	message:	count:-1															1							1			Kill Plains Stalker Blistmoks	This task requires Plains Stalker Blistmoks to be killed.
			relic_destroy_plains_creeper	8769	8774	61	UIType:Kill	relic_data:80:0:0:1	creature_name:som_burning_plains_tanray_creeper	message:	count:-1															1							1			Kill Plains Creepers	This task requires Plains Creepers to be killed.
			relic_destroy_blistmok_crystal_stalker	8775	8780	61	UIType:Kill	relic_data:78:0:0:1	creature_name:som_crystal_flats_blistmok_crystal_stalker	message:	count:-1															1							1			Kill Blistmok Crystal Stalkers	This task requires Blistmok Crystal Stalkers to be killed.
			relic_destroy_lava_flea	8781	8786	61	UIType:Kill	relic_data:88:0:0:1	creature_name:som_crystal_flats_lava_flea	message:	count:-1															1							1			Kill Lava Fleas	This task requires Lava Fleas to be killed.
			relic_destroy_jundak	8787	8792	61	UIType:Kill	relic_data:80:0:0:1	creature_name:som_nesting_grounds_jundak	message:	count:-1															1							1			Kill Jundaks	This task requires Jundaks to be killed.
			relic_destroy_magmahorn	8793	8798	61	UIType:Kill	relic_data:82:0:0:1	creature_name:som_kenobi_tulrus	message:	count:-1															1							1			Kill Magmahorn	This task requires Magmahorn to be killed
			relic_destroy_jundak_stalker	8799	8804	61	UIType:Kill	relic_data:75:0:0:1	creature_name:som_nesting_grounds_jundak_stalker	message:	count:-1															1							1			Kill Jundak Stalkers	This task requires Jundak Stalkers to be killed
			relic_destroy_blackguard_minion	8805	8810	61	UIType:Kill	relic_data:72:0:0:1	creature_name:som_blackguard	message:	count:-1															1							1			Kill Blackguard Minions	This task requires Blackguard Minions to be killed
			relic_destroy_heroic_exar_kun	15009	15014	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_exar_kun	message:	count:-1															1							1			Kill Exar Kun	This task requires Exar Kun to be killed.
			relic_destroy_open_hand_of_hate	14439	14444	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_exar_open_hand	message:	count:-1															1							1			Kill the Open Hand of Hate	This task requires the Open Hand of Hate to be killed.
			relic_destroy_heroic_exar_minder	14445	14450	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_exar_minder	message:	count:-1															1							1			Kill the Minder of Weak Wills	This task requires the Minder of Weak Wills to be killed.
			relic_destroy_heroic_exar_skreeg	14451	14456	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_exar_skreeg_boss	message:	count:-1															1							1			Kill Mother Luresh	This task requires Mother Luresh to be killed.
			relic_destroy_heroic_exar_gackle	14457	14462	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_exar_gackle_bat_boss	message:	count:-1															1							1			Kill Vin`rith	This task requires Vin`rith to be killed
			relic_destroy_heroic_exar_caretaker	14463	14468	61	UIType:Kill	relic_data:90:2:0:0	creature_name:heroic_exar_caretaker	message:	count:-1															1							1			Kill the Caretaker of the Lost	This task requires the Caretaker of the Lost to be killed.
