name	object_template	shared_object_template	component_type	compatibility
ddi_sds_imperial_1	object/tangible/ship/components/droid_interface/ddi_sds_imperial_1.iff	object/tangible/ship/components/droid_interface/shared_ddi_sds_imperial_1.iff	droid_interface	ddi_0
ddi_sds_imperial_2	object/tangible/ship/components/droid_interface/ddi_sds_imperial_2.iff	object/tangible/ship/components/droid_interface/shared_ddi_sds_imperial_2.iff	droid_interface	ddi_0
ddi_sds_imperial_3	object/tangible/ship/components/droid_interface/ddi_sds_imperial_3.iff	object/tangible/ship/components/droid_interface/shared_ddi_sds_imperial_3.iff	droid_interface	ddi_0
ddi_sds_imperial_4	object/tangible/ship/components/droid_interface/ddi_sds_imperial_4.iff	object/tangible/ship/components/droid_interface/shared_ddi_sds_imperial_4.iff	droid_interface	ddi_0
ddi_sds_imperial_5	object/tangible/ship/components/droid_interface/ddi_sds_imperial_5.iff	object/tangible/ship/components/droid_interface/shared_ddi_sds_imperial_5.iff	droid_interface	ddi_0
ddi_sds_special_imperial_1	object/tangible/ship/components/droid_interface/ddi_sds_special_imperial_1.iff	object/tangible/ship/components/droid_interface/shared_ddi_sds_special_imperial_1.iff	droid_interface	ddi_0
ddi_seinar_interface_mk1	object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk1.iff	object/tangible/ship/components/droid_interface/shared_ddi_seinar_interface_mk1.iff	droid_interface	ddi_0
ddi_seinar_interface_mk2	object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk2.iff	object/tangible/ship/components/droid_interface/shared_ddi_seinar_interface_mk2.iff	droid_interface	ddi_0
ddi_seinar_interface_mk3	object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk3.iff	object/tangible/ship/components/droid_interface/shared_ddi_seinar_interface_mk3.iff	droid_interface	ddi_0
ddi_seinar_interface_mk4	object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk4.iff	object/tangible/ship/components/droid_interface/shared_ddi_seinar_interface_mk4.iff	droid_interface	ddi_0
ddi_sfs_elite	object/tangible/ship/components/droid_interface/ddi_sfs_elite.iff	object/tangible/ship/components/droid_interface/shared_ddi_sfs_elite.iff	droid_interface	ddi_0
ddi_sfs_enhanced_imperial_1	object/tangible/ship/components/droid_interface/ddi_sfs_enhanced_imperial_1.iff	object/tangible/ship/components/droid_interface/shared_ddi_sfs_enhanced_imperial_1.iff	droid_interface	ddi_0
ddi_sfs_imperial_1	object/tangible/ship/components/droid_interface/ddi_sfs_imperial_1.iff	object/tangible/ship/components/droid_interface/shared_ddi_sfs_imperial_1.iff	droid_interface	ddi_0
ddi_sfs_imperial_2	object/tangible/ship/components/droid_interface/ddi_sfs_imperial_2.iff	object/tangible/ship/components/droid_interface/shared_ddi_sfs_imperial_2.iff	droid_interface	ddi_0
ddi_sfs_imperial_3	object/tangible/ship/components/droid_interface/ddi_sfs_imperial_3.iff	object/tangible/ship/components/droid_interface/shared_ddi_sfs_imperial_3.iff	droid_interface	ddi_0
ddi_sfs_imperial_mk5	object/tangible/ship/components/droid_interface/ddi_sfs_imperial_mk5.iff	object/tangible/ship/components/droid_interface/shared_ddi_sfs_imperial_mk5.iff	droid_interface	ddi_0
ddi_sorosuub_echelon_1	object/tangible/ship/components/droid_interface/ddi_sorosuub_echelon_1.iff	object/tangible/ship/components/droid_interface/shared_ddi_sorosuub_echelon_1.iff	droid_interface	ddi_0
ddi_sorosuub_echelon_2	object/tangible/ship/components/droid_interface/ddi_sorosuub_echelon_2.iff	object/tangible/ship/components/droid_interface/shared_ddi_sorosuub_echelon_2.iff	droid_interface	ddi_0
ddi_sorosuub_elite	object/tangible/ship/components/droid_interface/ddi_sorosuub_elite.iff	object/tangible/ship/components/droid_interface/shared_ddi_sorosuub_elite.iff	droid_interface	ddi_0
ddi_sorosuub_enhanced_rad_mk1	object/tangible/ship/components/droid_interface/ddi_sorosuub_enhanced_rad_mk1.iff	object/tangible/ship/components/droid_interface/shared_ddi_sorosuub_enhanced_rad_mk1.iff	droid_interface	ddi_0
ddi_sorosuub_modified_rad_mk2	object/tangible/ship/components/droid_interface/ddi_sorosuub_modified_rad_mk2.iff	object/tangible/ship/components/droid_interface/shared_ddi_sorosuub_modified_rad_mk2.iff	droid_interface	ddi_0
ddi_sorosuub_rad_mk1	object/tangible/ship/components/droid_interface/ddi_sorosuub_rad_mk1.iff	object/tangible/ship/components/droid_interface/shared_ddi_sorosuub_rad_mk1.iff	droid_interface	ddi_0
ddi_sorosuub_rad_mk2	object/tangible/ship/components/droid_interface/ddi_sorosuub_rad_mk2.iff	object/tangible/ship/components/droid_interface/shared_ddi_sorosuub_rad_mk2.iff	droid_interface	ddi_0
ddi_sorosuub_rad_mk3	object/tangible/ship/components/droid_interface/ddi_sorosuub_rad_mk3.iff	object/tangible/ship/components/droid_interface/shared_ddi_sorosuub_rad_mk3.iff	droid_interface	ddi_0
ddi_subpro_improved_jrd33	object/tangible/ship/components/droid_interface/ddi_subpro_improved_jrd33.iff	object/tangible/ship/components/droid_interface/shared_ddi_subpro_improved_jrd33.iff	droid_interface	ddi_0
ddi_subpro_jrd33	object/tangible/ship/components/droid_interface/ddi_subpro_jrd33.iff	object/tangible/ship/components/droid_interface/shared_ddi_subpro_jrd33.iff	droid_interface	ddi_0
ddi_tiefighter_basic	object/tangible/ship/components/droid_interface/ddi_tiefighter_basic.iff	object/tangible/ship/components/droid_interface/shared_ddi_tiefighter_basic.iff	droid_interface	ddi_basic
ddi_z95_basic	object/tangible/ship/components/droid_interface/ddi_z95_basic.iff	object/tangible/ship/components/droid_interface/shared_ddi_z95_basic.iff	droid_interface	ddi_basic
eng_bezelbok_kessel_runner	object/tangible/ship/components/engine/eng_bezelbok_kessel_runner.iff	object/tangible/ship/components/engine/shared_eng_bezelbok_kessel_runner.iff	engine	eng_0
eng_corellian_cruiser_grade_mk1	object/tangible/ship/components/engine/eng_corellian_cruiser_grade_mk1.iff	object/tangible/ship/components/engine/shared_eng_corellian_cruiser_grade_mk1.iff	engine	eng_0
eng_corellian_cruiser_grade_mk2	object/tangible/ship/components/engine/eng_corellian_cruiser_grade_mk2.iff	object/tangible/ship/components/engine/shared_eng_corellian_cruiser_grade_mk2.iff	engine	eng_0
eng_corellian_deluxe_cruiser_grade_mk1	object/tangible/ship/components/engine/eng_corellian_deluxe_cruiser_grade_mk1.iff	object/tangible/ship/components/engine/shared_eng_corellian_deluxe_cruiser_grade_mk1.iff	engine	eng_0
eng_crafted_incom_fusialthrust	object/tangible/ship/crafted/engine/engine_incom_fusialthrust.iff	object/tangible/ship/crafted/engine/shared_engine_incom_fusialthrust.iff	engine	eng_0
eng_crafted_novaldex_eventhorizon	object/tangible/ship/crafted/engine/engine_novaldex_eventhorizon.iff	object/tangible/ship/crafted/engine/shared_engine_novaldex_eventhorizon.iff	engine	eng_0
eng_crafted_qualdex_kyromaster	object/tangible/ship/crafted/engine/engine_qualdex_kyromaster.iff	object/tangible/ship/crafted/engine/shared_engine_qualdex_kyromaster.iff	engine	eng_0
eng_cygnus_hd3	object/tangible/ship/components/engine/eng_cygnus_hd3.iff	object/tangible/ship/components/engine/shared_eng_cygnus_hd3.iff	engine	eng_0
eng_cygnus_hd7	object/tangible/ship/components/engine/eng_cygnus_hd7.iff	object/tangible/ship/components/engine/shared_eng_cygnus_hd7.iff	engine	eng_0
eng_cygnus_hd8	object/tangible/ship/components/engine/eng_cygnus_hd8.iff	object/tangible/ship/components/engine/shared_eng_cygnus_hd8.iff	engine	eng_0
eng_cygnus_hd_5	object/tangible/ship/components/engine/eng_cygnus_hd_5.iff	object/tangible/ship/components/engine/shared_eng_cygnus_hd_5.iff	engine	eng_0
eng_cygnus_hdx	object/tangible/ship/components/engine/eng_cygnus_hdx.iff	object/tangible/ship/components/engine/shared_eng_cygnus_hdx.iff	engine	eng_0
eng_damorian_rx7	object/tangible/ship/components/engine/engine_damorian_rx7.iff	object/tangible/ship/components/engine/shared_engine_damorian_rx7.iff	engine	eng_0
eng_elite_mk2	object/tangible/ship/crafted/engine/eng_elite_mk2.iff	object/tangible/ship/crafted/engine/shared_eng_elite_mk2.iff	engine	eng_0
eng_elite_engine	object/tangible/ship/crafted/engine/elite_engine.iff	object/tangible/ship/crafted/engine/shared_elite_engine.iff	engine	eng_0
eng_freitek_dual_jet	object/tangible/ship/components/engine/eng_freitek_dual_jet.iff	object/tangible/ship/components/engine/shared_eng_freitek_dual_jet.iff	engine	eng_0
eng_gallofree_advanced	object/tangible/ship/components/engine/eng_gallofree_advanced.iff	object/tangible/ship/components/engine/shared_eng_gallofree_advanced.iff	engine	eng_0
eng_gallofree_jx2	object/tangible/ship/components/engine/eng_gallofree_jx2.iff	object/tangible/ship/components/engine/shared_eng_gallofree_jx2.iff	engine	eng_0
eng_gallofree_jx3	object/tangible/ship/components/engine/eng_gallofree_jx3.iff	object/tangible/ship/components/engine/shared_eng_gallofree_jx3.iff	engine	eng_0
eng_generic	object/tangible/ship/components/engine/eng_generic.iff	object/tangible/ship/components/engine/shared_eng_generic.iff	engine	eng_0
eng_h17_singularity	object/tangible/ship/components/engine/eng_h17_singularity.iff	object/tangible/ship/components/engine/shared_eng_h17_singularity.iff	engine	eng_0
eng_haor_chall_old_engine	object/tangible/ship/components/engine/eng_haor_chall_old_engine.iff	object/tangible/ship/components/engine/shared_eng_haor_chall_old_engine.iff	engine	eng_0
eng_incom_advanced	object/tangible/ship/components/engine/eng_incom_advanced.iff	object/tangible/ship/components/engine/shared_eng_incom_advanced.iff	engine	eng_0
eng_incom_advanced_fusialthrust	object/tangible/ship/components/engine/eng_incom_advanced_fusialthrust.iff	object/tangible/ship/components/engine/shared_eng_incom_advanced_fusialthrust.iff	engine	eng_0
eng_incom_e16	object/tangible/ship/components/engine/engine_incom_e16.iff	object/tangible/ship/components/engine/shared_engine_incom_e16.iff	engine	eng_0
eng_incom_elite	object/tangible/ship/components/engine/eng_incom_elite.iff	object/tangible/ship/components/engine/shared_eng_incom_elite.iff	engine	eng_0
eng_incom_fusialthrust	object/tangible/ship/components/engine/eng_incom_fusialthrust.iff	object/tangible/ship/components/engine/shared_eng_incom_fusialthrust.iff	engine	eng_0
eng_incom_fusialthrust_2	object/tangible/ship/components/engine/eng_incom_fusialthrust_2.iff	object/tangible/ship/components/engine/shared_eng_incom_fusialthrust_2.iff	engine	eng_0
eng_incom_heavy_fusialthrust	object/tangible/ship/components/engine/eng_incom_heavy_fusialthrust.iff	object/tangible/ship/components/engine/shared_eng_incom_heavy_fusialthrust.iff	engine	eng_0
eng_incom_improved_fusialthrust_2	object/tangible/ship/components/engine/eng_incom_improved_fusialthrust_2.iff	object/tangible/ship/components/engine/shared_eng_incom_improved_fusialthrust_2.iff	engine	eng_0
eng_incom_light_fusialthrust	object/tangible/ship/components/engine/eng_incom_light_fusialthrust.iff	object/tangible/ship/components/engine/shared_eng_incom_light_fusialthrust.iff	engine	eng_0
eng_kessel_imperial_rendili_hyperion_drive	object/tangible/ship/components/engine/eng_kessel_imperial_rendili_hyperion_drive.iff	object/tangible/ship/components/engine/shared_eng_kessel_imperial_rendili_hyperion_drive.iff	engine	eng_0
eng_kessel_imperial_sds_special_forces	object/tangible/ship/components/engine/eng_kessel_imperial_sds_special_forces.iff	object/tangible/ship/components/engine/shared_eng_kessel_imperial_sds_special_forces.iff	engine	eng_0
eng_kessel_imperial_sfs_special_forces	object/tangible/ship/components/engine/eng_kessel_imperial_sfs_special_forces.iff	object/tangible/ship/components/engine/shared_eng_kessel_imperial_sfs_special_forces.iff	engine	eng_0
eng_kessel_rebel_incom_t11_elite	object/tangible/ship/components/engine/eng_kessel_rebel_incom_t11_elite.iff	object/tangible/ship/components/engine/shared_eng_kessel_rebel_incom_t11_elite.iff	engine	eng_0
eng_kessel_rebel_novaldex_blackhole_elite	object/tangible/ship/components/engine/eng_kessel_rebel_novaldex_blackhole_elite.iff	object/tangible/ship/components/engine/shared_eng_kessel_rebel_novaldex_blackhole_elite.iff	engine	eng_0
eng_kessel_rebel_novaldex_grb1138	object/tangible/ship/components/engine/eng_kessel_rebel_novaldex_grb1138.iff	object/tangible/ship/components/engine/shared_eng_kessel_rebel_novaldex_grb1138.iff	engine	eng_0
eng_koensayr_advanced	object/tangible/ship/components/engine/eng_koensayr_advanced.iff	object/tangible/ship/components/engine/shared_eng_koensayr_advanced.iff	engine	eng_0
eng_koensayr_dual_small_ionjet	object/tangible/ship/components/engine/eng_koensayr_dual_small_ionjet.iff	object/tangible/ship/components/engine/shared_eng_koensayr_dual_small_ionjet.iff	engine	eng_0
eng_koensayr_elite	object/tangible/ship/components/engine/eng_koensayr_elite.iff	object/tangible/ship/components/engine/shared_eng_koensayr_elite.iff	engine	eng_0
eng_koensayr_enhanced_dual_small_ionjet	object/tangible/ship/components/engine/eng_koensayr_enhanced_dual_small_ionjet.iff	object/tangible/ship/components/engine/shared_eng_koensayr_enhanced_dual_small_ionjet.iff	engine	eng_0
eng_koensayr_heavy_ionjet	object/tangible/ship/components/engine/eng_koensayr_heavy_ionjet.iff	object/tangible/ship/components/engine/shared_eng_koensayr_heavy_ionjet.iff	engine	eng_0
eng_koensayr_ionjet	object/tangible/ship/components/engine/engine_koensayr_ionjet.iff	object/tangible/ship/components/engine/shared_engine_koensayr_ionjet.iff	engine	eng_0
eng_koensayr_small_ionjet	object/tangible/ship/components/engine/eng_koensayr_small_ionjet.iff	object/tangible/ship/components/engine/shared_eng_koensayr_small_ionjet.iff	engine	eng_0
eng_koensayr_tuned_small_ionjet	object/tangible/ship/components/engine/eng_koensayr_tuned_small_ionjet.iff	object/tangible/ship/components/engine/shared_eng_koensayr_tuned_small_ionjet.iff	engine	eng_0
eng_kongar_defender	object/tangible/ship/components/engine/engine_kongar_defender.iff	object/tangible/ship/components/engine/shared_engine_kongar_defender.iff	engine	eng_0
eng_kse_a2x	object/tangible/ship/components/engine/eng_kse_a2x.iff	object/tangible/ship/components/engine/shared_eng_kse_a2x.iff	engine	eng_0
eng_kse_a5x	object/tangible/ship/components/engine/eng_kse_a5x.iff	object/tangible/ship/components/engine/shared_eng_kse_a5x.iff	engine	eng_0
eng_kse_a7x	object/tangible/ship/components/engine/eng_kse_a7x.iff	object/tangible/ship/components/engine/shared_eng_kse_a7x.iff	engine	eng_0
eng_kse_a8x	object/tangible/ship/components/engine/eng_kse_a8x.iff	object/tangible/ship/components/engine/shared_eng_kse_a8x.iff	engine	eng_0
eng_kse_advanced	object/tangible/ship/components/engine/eng_kse_advanced.iff	object/tangible/ship/components/engine/shared_eng_kse_advanced.iff	engine	eng_0
eng_kse_elite	object/tangible/ship/components/engine/eng_kse_elite.iff	object/tangible/ship/components/engine/shared_eng_kse_elite.iff	engine	eng_0
eng_kse_improved_a2x	object/tangible/ship/components/engine/eng_kse_improved_a2x.iff	object/tangible/ship/components/engine/shared_eng_kse_improved_a2x.iff	engine	eng_0
eng_kuat_a9x	object/tangible/ship/components/engine/engine_kuat_a9x.iff	object/tangible/ship/components/engine/shared_engine_kuat_a9x.iff	engine	eng_0
eng_kuat_f31	object/tangible/ship/components/engine/engine_kuat_f31.iff	object/tangible/ship/components/engine/shared_engine_kuat_f31.iff	engine	eng_0
eng_kuat_tc40	object/tangible/ship/components/engine/engine_kuat_tc40.iff	object/tangible/ship/components/engine/shared_engine_kuat_tc40.iff	engine	eng_0
eng_mandal_advanced	object/tangible/ship/components/engine/eng_mandal_advanced.iff	object/tangible/ship/components/engine/shared_eng_mandal_advanced.iff	engine	eng_0
eng_mandal_elite	object/tangible/ship/components/engine/eng_mandal_elite.iff	object/tangible/ship/components/engine/shared_eng_mandal_elite.iff	engine	eng_0
eng_mandal_enhanced_heavy	object/tangible/ship/components/engine/eng_mandal_enhanced_heavy.iff	object/tangible/ship/components/engine/shared_eng_mandal_enhanced_heavy.iff	engine	eng_0
eng_mandal_firestorm	object/tangible/ship/components/engine/eng_mandal_firestorm.iff	object/tangible/ship/components/engine/shared_eng_mandal_firestorm.iff	engine	eng_0
eng_mandal_firestorm_2	object/tangible/ship/components/engine/eng_mandal_firestorm_2.iff	object/tangible/ship/components/engine/shared_eng_mandal_firestorm_2.iff	engine	eng_0
eng_mandal_heavy	object/tangible/ship/components/engine/eng_mandal_heavy.iff	object/tangible/ship/components/engine/shared_eng_mandal_heavy.iff	engine	eng_0
eng_mandal_x37_vandal	object/tangible/ship/components/engine/eng_mandal_x37_vandal.iff	object/tangible/ship/components/engine/shared_eng_mandal_x37_vandal.iff	engine	eng_0
eng_mandal_x57_vandal	object/tangible/ship/components/engine/eng_mandal_x57_vandal.iff	object/tangible/ship/components/engine/shared_eng_mandal_x57_vandal.iff	engine	eng_0
eng_mission_reward_imperial_cygnus_megadrive	object/tangible/ship/components/engine/eng_mission_reward_imperial_cygnus_megadrive.iff	object/tangible/ship/components/engine/shared_eng_mission_reward_imperial_cygnus_megadrive.iff	engine	eng_0
eng_mission_reward_neutral_haor_chall_military	object/tangible/ship/components/engine/eng_mission_reward_neutral_haor_chall_military.iff	object/tangible/ship/components/engine/shared_eng_mission_reward_neutral_haor_chall_military.iff	engine	eng_0
eng_mission_reward_neutral_mandal_inferno	object/tangible/ship/components/engine/eng_mission_reward_neutral_mandal_inferno.iff	object/tangible/ship/components/engine/shared_eng_mission_reward_neutral_mandal_inferno.iff	engine	eng_0
eng_mission_reward_rebel_incom_military	object/tangible/ship/components/engine/eng_mission_reward_rebel_incom_military.iff	object/tangible/ship/components/engine/shared_eng_mission_reward_rebel_incom_military.iff	engine	eng_0
eng_mk1	object/tangible/ship/crafted/engine/eng_mk1.iff	object/tangible/ship/crafted/engine/shared_eng_mk1.iff	engine	eng_0
eng_mk2	object/tangible/ship/crafted/engine/eng_mk2.iff	object/tangible/ship/crafted/engine/shared_eng_mk2.iff	engine	eng_0
eng_mk3	object/tangible/ship/crafted/engine/eng_mk3.iff	object/tangible/ship/crafted/engine/shared_eng_mk3.iff	engine	eng_0
eng_mk4	object/tangible/ship/crafted/engine/eng_mk4.iff	object/tangible/ship/crafted/engine/shared_eng_mk4.iff	engine	eng_0
eng_mk5	object/tangible/ship/crafted/engine/eng_mk5.iff	object/tangible/ship/crafted/engine/shared_eng_mk5.iff	engine	eng_0
eng_moncal_charged_standard	object/tangible/ship/components/engine/eng_moncal_charged_standard.iff	object/tangible/ship/components/engine/shared_eng_moncal_charged_standard.iff	engine	eng_0
eng_moncal_enhanced_light	object/tangible/ship/components/engine/eng_moncal_enhanced_light.iff	object/tangible/ship/components/engine/shared_eng_moncal_enhanced_light.iff	engine	eng_0
eng_moncal_heavy	object/tangible/ship/components/engine/eng_moncal_heavy.iff	object/tangible/ship/components/engine/shared_eng_moncal_heavy.iff	engine	eng_0
eng_moncal_ifs32	object/tangible/ship/components/engine/eng_moncal_ifs32.iff	object/tangible/ship/components/engine/shared_eng_moncal_ifs32.iff	engine	eng_0
eng_moncal_ifs64	object/tangible/ship/components/engine/eng_moncal_ifs64.iff	object/tangible/ship/components/engine/shared_eng_moncal_ifs64.iff	engine	eng_0
eng_moncal_improved_heavy	object/tangible/ship/components/engine/eng_moncal_improved_heavy.iff	object/tangible/ship/components/engine/shared_eng_moncal_improved_heavy.iff	engine	eng_0
eng_moncal_light	object/tangible/ship/components/engine/eng_moncal_light.iff	object/tangible/ship/components/engine/shared_eng_moncal_light.iff	engine	eng_0
eng_moncal_standard	object/tangible/ship/components/engine/eng_moncal_standard.iff	object/tangible/ship/components/engine/shared_eng_moncal_standard.iff	engine	eng_0
eng_novaldex_advanced	object/tangible/ship/components/engine/eng_novaldex_advanced.iff	object/tangible/ship/components/engine/shared_eng_novaldex_advanced.iff	engine	eng_0
eng_novaldex_eventhorizon	object/tangible/ship/components/engine/eng_novaldex_eventhorizon.iff	object/tangible/ship/components/engine/shared_eng_novaldex_eventhorizon.iff	engine	eng_0
eng_novaldex_light_eventhorizon	object/tangible/ship/components/engine/eng_novaldex_light_eventhorizon.iff	object/tangible/ship/components/engine/shared_eng_novaldex_light_eventhorizon.iff	engine	eng_0
eng_novaldex_singularity	object/tangible/ship/components/engine/engine_novaldex_singularity.iff	object/tangible/ship/components/engine/shared_engine_novaldex_singularity.iff	engine	eng_0
eng_novaldex_x12	object/tangible/ship/components/engine/engine_novaldex_x12.iff	object/tangible/ship/components/engine/shared_engine_novaldex_x12.iff	engine	eng_0
eng_novaldex_x6	object/tangible/ship/components/engine/eng_novaldex_x6.iff	object/tangible/ship/components/engine/shared_eng_novaldex_x6.iff	engine	eng_0
eng_novaldex_x7	object/tangible/ship/components/engine/eng_novaldex_x7.iff	object/tangible/ship/components/engine/shared_eng_novaldex_x7.iff	engine	eng_0
eng_novaldex_x9	object/tangible/ship/components/engine/eng_novaldex_x9.iff	object/tangible/ship/components/engine/shared_eng_novaldex_x9.iff	engine	eng_0
eng_nubian_221	object/tangible/ship/components/engine/engine_nubian_221.iff	object/tangible/ship/components/engine/shared_engine_nubian_221.iff	engine	eng_0
eng_nubian_221_racing_mod	object/tangible/ship/components/engine/engine_nubian_221_racing_mod.iff	object/tangible/ship/components/engine/shared_engine_nubian_221_racing_mod.iff	engine	eng_0
eng_prototype	object/tangible/ship/components/engine/eng_prototype_engine.iff	object/tangible/ship/components/engine/shared_eng_prototype_engine.iff	engine	eng_0
eng_qualdex_a10	object/tangible/ship/components/engine/engine_qualdex_a10.iff	object/tangible/ship/components/engine/shared_engine_qualdex_a10.iff	engine	eng_0
eng_qualdex_a13	object/tangible/ship/components/engine/eng_qualdex_a13.iff	object/tangible/ship/components/engine/shared_eng_qualdex_a13.iff	engine	eng_0
eng_qualdex_advanced	object/tangible/ship/components/engine/eng_qualdex_advanced.iff	object/tangible/ship/components/engine/shared_eng_qualdex_advanced.iff	engine	eng_0
eng_qualdex_b10	object/tangible/ship/components/engine/eng_qualdex_b10.iff	object/tangible/ship/components/engine/shared_eng_qualdex_b10.iff	engine	eng_0
eng_qualdex_elite	object/tangible/ship/components/engine/eng_qualdex_elite.iff	object/tangible/ship/components/engine/shared_eng_qualdex_elite.iff	engine	eng_0
eng_qualdex_igt	object/tangible/ship/components/engine/engine_qualdex_igt.iff	object/tangible/ship/components/engine/shared_engine_qualdex_igt.iff	engine	eng_0
eng_qualdex_kyromaster	object/tangible/ship/components/engine/eng_qualdex_kyromaster.iff	object/tangible/ship/components/engine/shared_eng_qualdex_kyromaster.iff	engine	eng_0
eng_qualdex_small_kyromaster	object/tangible/ship/components/engine/eng_qualdex_small_kyromaster.iff	object/tangible/ship/components/engine/shared_eng_qualdex_small_kyromaster.iff	engine	eng_0
eng_quantum_ion_drive	object/tangible/ship/components/engine/eng_quantum_ion_drive.iff	object/tangible/ship/components/engine/shared_eng_quantum_ion_drive.iff	engine	eng_0
eng_rendili_demon_mk1	object/tangible/ship/components/engine/eng_rendili_demon_mk1.iff	object/tangible/ship/components/engine/shared_eng_rendili_demon_mk1.iff	engine	eng_0
eng_rendili_elite	object/tangible/ship/components/engine/eng_rendili_elite.iff	object/tangible/ship/components/engine/shared_eng_rendili_elite.iff	engine	eng_0
eng_reward_incom_elite	object/tangible/ship/components/engine/eng_reward_incom_elite.iff	object/tangible/ship/components/engine/shared_eng_reward_incom_elite.iff	engine	eng_0
eng_reward_koensayr_elite	object/tangible/ship/components/engine/eng_reward_koensayr_elite.iff	object/tangible/ship/components/engine/shared_eng_reward_koensayr_elite.iff	engine	eng_0
eng_reward_kuat_elite	object/tangible/ship/components/engine/eng_reward_kuat_elite.iff	object/tangible/ship/components/engine/shared_eng_reward_kuat_elite.iff	engine	eng_0
eng_reward_novaldex_elite	object/tangible/ship/components/engine/eng_reward_novaldex_elite.iff	object/tangible/ship/components/engine/shared_eng_reward_novaldex_elite.iff	engine	eng_0
eng_reward_surronian_elite	object/tangible/ship/components/engine/eng_reward_surronian_elite.iff	object/tangible/ship/components/engine/shared_eng_reward_surronian_elite.iff	engine	eng_0
eng_rss_advanced	object/tangible/ship/components/engine/eng_rss_advanced.iff	object/tangible/ship/components/engine/shared_eng_rss_advanced.iff	engine	eng_0
eng_rss_elite	object/tangible/ship/components/engine/eng_rss_elite.iff	object/tangible/ship/components/engine/shared_eng_rss_elite.iff	engine	eng_0
eng_rss_imperial_skyrunner	object/tangible/ship/components/engine/eng_rss_imperial_skyrunner.iff	object/tangible/ship/components/engine/shared_eng_rss_imperial_skyrunner.iff	engine	eng_0
eng_rss_imperial_skyrunner_2	object/tangible/ship/components/engine/eng_rss_imperial_skyrunner_2.iff	object/tangible/ship/components/engine/shared_eng_rss_imperial_skyrunner_2.iff	engine	eng_0
eng_rss_imperial_skyrunner_3	object/tangible/ship/components/engine/eng_rss_imperial_skyrunner_3.iff	object/tangible/ship/components/engine/shared_eng_rss_imperial_skyrunner_3.iff	engine	eng_0
eng_rss_imperial_skyrunner_4	object/tangible/ship/components/engine/eng_rss_imperial_skyrunner_4.iff	object/tangible/ship/components/engine/shared_eng_rss_imperial_skyrunner_4.iff	engine	eng_0
eng_sds_imperial_1	object/tangible/ship/components/engine/eng_sds_imperial_1.iff	object/tangible/ship/components/engine/shared_eng_sds_imperial_1.iff	engine	eng_0
eng_sds_imperial_2	object/tangible/ship/components/engine/eng_sds_imperial_2.iff	object/tangible/ship/components/engine/shared_eng_sds_imperial_2.iff	engine	eng_0
eng_sds_limited_imperial_1	object/tangible/ship/components/engine/eng_sds_limited_imperial_1.iff	object/tangible/ship/components/engine/shared_eng_sds_limited_imperial_1.iff	engine	eng_0
eng_seinar_ps56	object/tangible/ship/components/engine/engine_seinar_ps56.iff	object/tangible/ship/components/engine/shared_engine_seinar_ps56.iff	engine	eng_0
eng_sfs_advanced	object/tangible/ship/components/engine/eng_sfs_advanced.iff	object/tangible/ship/components/engine/shared_eng_sfs_advanced.iff	engine	eng_0
eng_sfs_elite	object/tangible/ship/components/engine/eng_sfs_elite.iff	object/tangible/ship/components/engine/shared_eng_sfs_elite.iff	engine	eng_0
eng_sfs_imperial_1	object/tangible/ship/components/engine/eng_sfs_imperial_1.iff	object/tangible/ship/components/engine/shared_eng_sfs_imperial_1.iff	engine	eng_0
eng_sfs_imperial_2	object/tangible/ship/components/engine/eng_sfs_imperial_2.iff	object/tangible/ship/components/engine/shared_eng_sfs_imperial_2.iff	engine	eng_0
eng_sfs_imperial_3	object/tangible/ship/components/engine/eng_sfs_imperial_3.iff	object/tangible/ship/components/engine/shared_eng_sfs_imperial_3.iff	engine	eng_0
eng_sfs_imperial_4	object/tangible/ship/components/engine/eng_sfs_imperial_4.iff	object/tangible/ship/components/engine/shared_eng_sfs_imperial_4.iff	engine	eng_0
eng_sfs_imperial_5	object/tangible/ship/components/engine/eng_sfs_imperial_5.iff	object/tangible/ship/components/engine/shared_eng_sfs_imperial_5.iff	engine	eng_0
eng_sfs_modified_imperial_3	object/tangible/ship/components/engine/eng_sfs_modified_imperial_3.iff	object/tangible/ship/components/engine/shared_eng_sfs_modified_imperial_3.iff	engine	eng_0
eng_sfs_performance_imperial_1	object/tangible/ship/components/engine/eng_sfs_performance_imperial_1.iff	object/tangible/ship/components/engine/shared_eng_sfs_performance_imperial_1.iff	engine	eng_0
eng_sfs_tuned_imperial_2	object/tangible/ship/components/engine/eng_sfs_tuned_imperial_2.iff	object/tangible/ship/components/engine/shared_eng_sfs_tuned_imperial_2.iff	engine	eng_0
eng_sorosuub_l_337_ion_engine	object/tangible/ship/components/engine/eng_sorosuub_l_337_ion_engine.iff	object/tangible/ship/components/engine/shared_eng_sorosuub_l_337_ion_engine.iff	engine	eng_0
eng_sorosuub_tuned_l_337_ion_engine	object/tangible/ship/components/engine/eng_sorosuub_tuned_l_337_ion_engine.iff	object/tangible/ship/components/engine/shared_eng_sorosuub_tuned_l_337_ion_engine.iff	engine	eng_0
