creatureName	BaseLevel	Damagelevelmodifier	StatLevelModifier	ToHitLevelModifier	ArmorLevelModifier	difficultyClass	stealingFlags	notes	where	socialGroup	pvpFaction	isSpecialForces	template	minScale	maxScale	hue	minDrainModifier	maxDrainModifier	minFaucetModifier	maxFaucetModifier	armorKinetic	armorEnergy	armorBlast	armorHeat	armorCold	armorElectric	armorAcid	armorStun	attackSpeed	hasResources	milkType	meat	meatType	hide	hideType	bone	boneType	rare	rareType	geneProfile	minCash	maxCash	intLootRolls	intRollPercent	lootTable	lootList	collectionRoll	collectionLoot	col_faction	chronicleLootChance	chronicleLootCategory	canTame	wildAbilityList	niche	invulnerable	rootImmune	snareImmune	stunImmune	mezImmune	canNotPunish	tauntImmune	ignorePlayer	skillmods	objvars	scripts	clothesList	utterance	diction	canOfferMission	movement_speed	primary_weapon	primary_weapon_speed	secondary_weapon	secondary_weapon_speed	primary_weapon_specials	secondary_weapon_specials	aggressive	assist	stalker	herd	death_blow
jaleela_bindoo	100	0	0	0	0	NORMAL			rori	townsperson			dressed_jaleela_bindoo.iff			0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc													noble	fancy			rebel_carbine		rebel_pistol		commoner_10	commoner_10	0	2			
jan_dodonna	100	0	0	0	0	NORMAL				rebel	Rebel		dressed_jan_dodonna.iff	0.91	0.91	0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1									int:celebrity=1	npc.celebrity.dodonna		military	military							commoner_10	commoner_10	0	2		1	yes
janta_clan_leader	77	0	0	0	0	NORMAL			dantooine	janta_tribe	janta_tribe		species_choices_dantari			0					0	60	-1	0	0	100	0	-1	2												0	0			npc/npc_71_80	generic_npc_8		"housing_improvement_05,col_aurebesh_tiles,col_shattered_shard_03"		18	janta			npc																	primitive_weapons		none		commoner_7	commoner_7	0	12		1	
janta_harvester	74	0	0	0	0	NORMAL			dantooine	janta_tribe	janta_tribe		species_choices_dantari			0					0	0	-1	0	0	60	0	0	2												0	0			npc/npc_71_80	generic_npc_8		"housing_improvement_05,col_aurebesh_tiles,col_shattered_shard_03"		18	janta			npc																	primitive_weapons		none		commoner_7	commoner_7	0	12		1	
janta_herbalist	74	2	-2	0	6	NORMAL			dantooine	janta_tribe	janta_tribe		species_choices_dantari			0					-1	0	-1	0	0	0	0	-1	2												0	0			npc/npc_71_80	generic_npc_8		"housing_improvement_05,col_aurebesh_tiles,col_shattered_shard_03"		18	janta			npc																	primitive_weapons		none		commoner_7	commoner_7	0	12		1	yes
janta_hunter	76	4	4	0	0	NORMAL			dantooine	janta_tribe	janta_tribe		species_choices_dantari			0					0	0	-1	-1	0	60	-1	-1	2												0	0			npc/npc_71_80	generic_npc_8		"housing_improvement_05,col_aurebesh_tiles,col_shattered_shard_03"		18	janta			npc																	primitive_weapons		none		commoner_7	commoner_7	0	12		1	yes
janta_loreweaver	74	0	0	0	0	NORMAL			dantooine	janta_tribe	janta_tribe		species_choices_dantari			0					-1	45	-1	0	0	70	0	-1	2												0	0			npc/npc_71_80	generic_npc_8		"housing_improvement_05,col_aurebesh_tiles,col_shattered_shard_03"		18	janta			npc																	primitive_weapons		none		commoner_7	commoner_7	0	12		1	
janta_primalist	75	7	0	0	0	NORMAL			dantooine	janta_tribe	janta_tribe		species_choices_dantari			0					-1	0	-1	0	0	60	0	-1	2												0	0			npc/npc_71_80	generic_npc_8		"housing_improvement_05,col_aurebesh_tiles,col_shattered_shard_03"		18	janta			npc																	primitive_weapons		none		commoner_7	commoner_7	0	12		1	
janta_rockshaper	76	0	6	0	0	NORMAL			dantooine	janta_tribe	janta_tribe		species_choices_dantari			0					100	0	-1	0	0	100	0	-1	2												0	0			npc/npc_71_80	generic_npc_8		"housing_improvement_05,col_aurebesh_tiles,col_shattered_shard_03"		18	janta			npc																	primitive_weapons		none		commoner_7	commoner_7	0	12		1	yes
janta_scout	75	0	0	0	0	NORMAL			dantooine	janta_tribe	janta_tribe		species_choices_dantari			0					-1	35	0	0	0	70	0	0	2												0	0			npc/npc_71_80	generic_npc_8		"housing_improvement_05,col_aurebesh_tiles,col_shattered_shard_03"		18	janta			npc																	primitive_weapons		none		commoner_7	commoner_7	0	12		1	yes
janta_shaman	76	0	0	0	0	NORMAL			dantooine	janta_tribe	janta_tribe		species_choices_dantari			0					-1	40	-1	0	100	100	0	-1	2												0	0			npc/npc_71_80	generic_npc_8		"housing_improvement_05,col_aurebesh_tiles,col_shattered_shard_03"		18	janta			npc																	primitive_weapons		none		commoner_7	commoner_7	0	12		1	
janta_soothsayer	77	6	0	0	0	NORMAL			dantooine	janta_tribe	janta_tribe		species_choices_dantari			0					-1	40	-1	0	0	70	0	-1	2												0	0			npc/npc_71_80	generic_npc_8		"housing_improvement_05,col_aurebesh_tiles,col_shattered_shard_03"		18	janta			npc																	primitive_weapons		none		commoner_7	commoner_7	0	12		1	yes
janta_tribesman	76	0	0	0	0	NORMAL			dantooine	janta_tribe	janta_tribe		species_choices_dantari			0					0	15	0	-1	0	0	0	-1	2												0	0			npc/npc_71_80	generic_npc_8		"housing_improvement_05,col_aurebesh_tiles,col_shattered_shard_03"		18	janta			npc																	primitive_weapons		none		commoner_7	commoner_7	0	12		1	
janta_warrior	77	0	0	0	0	NORMAL			dantooine	janta_tribe	janta_tribe		species_choices_dantari			0					0	45	-1	0	0	100	0	-1	2												0	0			npc/npc_71_80	generic_npc_8		"housing_improvement_05,col_aurebesh_tiles,col_shattered_shard_03"		18	janta			npc																	primitive_weapons		none		commoner_7	commoner_7	0	12			
jatrian_lytus	100	0	0	0	0	NORMAL			dantooine	townsperson			dressed_jatrian_lytus.iff			0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc													noble	fancy			rebel_carbine		rebel_pistol		commoner_10	commoner_10	0	12	1		
jawa	16	0	0	0	0	NORMAL			tatooine	jawa	jawa		jawa_male.iff	0.95	1.05	0					0	0	0	0	0	0	0	-1	2																npc/npc_11_20	generic_npc_2		col_stage_controller_01						npc																	rebel_carbine		rebel_pistol		spy_1	spy_1	0	2	1		yes
jawa_avenger	18	0	0	0	0	NORMAL			tatooine	jawa	jawa		jawa_male.iff	1	1.1	0					20	15	0	0	-1	0	0	-1	2																npc/npc_11_20	generic_npc_2		col_stage_controller_01						npc																	rebel_carbine		rebel_pistol		spy_1	spy_1	0	2		1	
jawa_engineer	16	0	0	0	0	NORMAL			tatooine	jawa	jawa		jawa_male.iff	0.95	1.05	0					0	0	0	0	0	0	0	-1	2																npc/npc_11_20	generic_npc_2		col_stage_controller_01						npc																	rebel_pistol		rebel_carbine		spy_1	spy_1	0	2		1	
jawa_healer	16	0	0	0	0	NORMAL			tatooine	jawa	jawa		jawa_male.iff	0.95	1.05	0					0	0	0	0	0	0	0	-1	2																npc/npc_11_20	generic_npc_2		col_stage_controller_01						npc																	rebel_pistol		rebel_carbine		spy_1	spy_1	0	2		1	
jawa_henchman	16	0	0	0	0	NORMAL			tatooine	jawa	jawa		jawa_male.iff	0.95	1.05	0					0	0	0	0	0	0	0	-1	2																npc/npc_11_20	generic_npc_2		col_stage_controller_01						npc																	pirate_pistol_low_level		pirate_carbine_low_level		spy_1	spy_1	0	2	1		
jawa_leader	17	0	-1	0	0	NORMAL			tatooine	jawa	jawa		jawa_male.iff	0.95	1.05	0					0	0	0	10	0	0	0	-1	2																npc/npc_11_20	generic_npc_2		col_stage_controller_01						npc																	rebel_carbine		rebel_unarmed		spy_1	melee_1	0	2	1		yes
jawa_protector	17	0	0	0	0	NORMAL			tatooine	jawa	jawa		jawa_male.iff	1	1.1	0					15	10	-1	0	0	-1	0	-1	2																npc/npc_11_20	generic_npc_2		col_stage_controller_01						npc																	rebel_carbine		rebel_polearm		spy_1	melee_1	0	2			
jawa_smuggler	17	0	0	0	0	NORMAL			tatooine	jawa	jawa		jawa_male.iff	0.95	1.05	0					0	0	0	0	0	0	0	-1	2																npc/npc_11_20	generic_npc_2		col_stage_controller_01						npc																	pirate_carbine_low_level		pirate_sword		spy_1	melee_1	0	2		1	
jawa_thief	16	0	0	0	0	NORMAL			tatooine	jawa	jawa		jawa_male.iff	0.95	1.05	0					0	0	0	0	0	0	0	-1	2																npc/npc_11_20	generic_npc_2		col_stage_controller_01						npc																	pirate_pistol_low_level		pirate_carbine_low_level		spy_1	spy_1	0	2	1		yes
jawa_warlord	18	0	0	0	0	NORMAL			tatooine	jawa	jawa		jawa_male.iff	1	1.1	0					0	0	0	0	0	0	0	-1	2																npc/npc_11_20	generic_npc_2		col_stage_controller_01						npc																	rebel_carbine		rebel_pistol		spy_1	spy_1	0	2			
jax_bounding_dwarf	25	2	-2	2	0	NORMAL			endor	jax			bearded_jax_hue.iff	0.7	0.9	4					10	10	-1	0	0	0	0	-1	2	1			meat_herbivore	35	hide_bristley	25	bone_mammal			defaultProfile					creature/creature_21_30	generic_creature_3						0.05	medAbilitySpeedWeak	carnivore																					predatory_cat_2	predatory_cat_2	12	12			
jazeen_thurmm	100	0	0	0	0	NORMAL			yavin4	townsperson			dressed_jazeen_thurmm.iff			0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc													noble	fancy			rebel_carbine		rebel_unarmed		commoner_10	commoner_10	0	2			
jilljoo_jab	8	0	0	0	0	NORMAL			tatooine	townsperson			dressed_tatooine_jilljoo_jab.iff	0.85	0.85	0					0	0	0	0	0	0	0	-1	2																npc/npc_1_10	generic_npc_1								npc	1										npc.static_npc.jilljoo_jab												0	2			yes
jinda_chief	67	0	0	0	0	NORMAL			endor	jinda_tribe	jinda_tribe		jinda_male.iff			0					-1	50	-1	0	0	70	0	-1	2												0	0			npc/npc_61_70	generic_npc_7		"col_story_count_dooku_set_1,col_story_count_dooku_set_2,col_aurebesh_tiles,col_shattered_shard_03,col_glass_shelving_02"						npc																	general_unarmed		none		commoner_6	commoner_6	12	12	1		
jinda_cub	64	0	0	0	0	NORMAL			endor	jinda_tribe	jinda_tribe		species_choices_jinda	0.7	0.7	0					0	0	0	0	0	0	0	-1	2												0	0			npc/npc_61_70	generic_npc_7		"col_story_count_dooku_set_1,col_story_count_dooku_set_2,col_aurebesh_tiles,col_shattered_shard_03,col_glass_shelving_02"						npc																	general_unarmed		none		commoner_6	commoner_6	0	12			
jinda_elder	65	0	0	0	0	NORMAL			endor	jinda_tribe	jinda_tribe		species_choices_jinda			0					0	0	0	0	0	0	0	0	2												0	0			npc/npc_61_70	generic_npc_7		"col_story_count_dooku_set_1,col_story_count_dooku_set_2,col_aurebesh_tiles,col_shattered_shard_03,col_glass_shelving_02"						npc																	general_unarmed		none		commoner_6	commoner_6	0	12			
jinda_elder_worker	65	0	0	0	0	NORMAL			endor	jinda_tribe	jinda_tribe		species_choices_jinda			0					0	0	0	0	0	0	0	0	2												0	0			npc/npc_61_70	generic_npc_7		"col_story_count_dooku_set_1,col_story_count_dooku_set_2,col_aurebesh_tiles,col_shattered_shard_03,col_glass_shelving_02"						npc																	general_unarmed		none		commoner_6	commoner_6	0	12			
jinda_loremaster	64	0	0	0	0	NORMAL			endor	jinda_tribe	jinda_tribe		species_choices_jinda			0					0	0	0	0	0	0	0	0	2												0	0			npc/npc_61_70	generic_npc_7		"col_story_count_dooku_set_1,col_story_count_dooku_set_2,col_aurebesh_tiles,col_shattered_shard_03,col_glass_shelving_02"						npc																	general_unarmed		none		commoner_6	commoner_6	0	12			
jinda_matriarch	64	0	8	0	0	NORMAL			endor	jinda_tribe	jinda_tribe		jinda_female.iff			0					0	0	-1	0	0	60	0	-1	2												0	0			npc/npc_61_70	generic_npc_7		"col_story_count_dooku_set_1,col_story_count_dooku_set_2,col_aurebesh_tiles,col_shattered_shard_03,col_glass_shelving_02"						npc																	general_unarmed		none		commoner_6	commoner_6	0	12			
jinda_outcast	63	3	-3	0	0	NORMAL			endor	jinda_outcast	jinda_tribe		species_choices_jinda			0					0	0	0	0	0	0	0	0	2												0	0			npc/npc_61_70	generic_npc_7		"col_story_count_dooku_set_1,col_story_count_dooku_set_2,col_aurebesh_tiles,col_shattered_shard_03,col_glass_shelving_01"						npc																	general_unarmed		none		commoner_6	commoner_6	12	12			
jinda_ritualist	66	3	-3	0	0	NORMAL			endor	jinda_tribe	jinda_tribe		species_choices_jinda			0					0	0	0	0	0	0	0	-1	2												0	0			npc/npc_61_70	generic_npc_7		"col_story_count_dooku_set_1,col_story_count_dooku_set_2,col_aurebesh_tiles,col_shattered_shard_03,col_glass_shelving_01"						npc																	general_unarmed		none		commoner_6	commoner_6	0	12			
jinda_shaman	67	0	0	0	0	NORMAL			endor	jinda_tribe	jinda_tribe		species_choices_jinda			0					20	20	0	-1	0	0	0	0	2												0	0			npc/npc_61_70	generic_npc_7		"col_story_count_dooku_set_1,col_story_count_dooku_set_2,col_aurebesh_tiles,col_shattered_shard_03,col_glass_shelving_02"						npc																	general_unarmed		none		commoner_6	commoner_6	0	12			
jinda_tribesman	66	0	0	0	0	NORMAL			endor	jinda_tribe	jinda_tribe		jinda_male.iff			0					20	20	0	-1	0	-1	0	0	2												0	0			npc/npc_61_70	generic_npc_7		"col_story_count_dooku_set_1,col_story_count_dooku_set_2,col_aurebesh_tiles,col_shattered_shard_03,col_glass_shelving_02"						npc																	general_unarmed		none		commoner_6	commoner_6	0	12			yes
jinda_veteran	68	0	0	0	0	NORMAL			endor	jinda_tribe	jinda_tribe		species_choices_jinda			0					0	0	0	0	0	0	0	0	2												0	0			npc/npc_61_70	generic_npc_7		"col_story_count_dooku_set_1,col_story_count_dooku_set_2,col_aurebesh_tiles,col_shattered_shard_03,col_glass_shelving_02"						npc																	general_unarmed		none		commoner_6	commoner_6	12	12			
jinda_warrior	67	0	0	0	0	NORMAL			endor	jinda_tribe	jinda_tribe		species_choices_jinda			0					-1	50	-1	0	0	70	0	-1	2												0	0			npc/npc_61_70	generic_npc_7		"col_story_count_dooku_set_1,col_story_count_dooku_set_2,col_aurebesh_tiles,col_shattered_shard_03,col_glass_shelving_02"						npc																	general_unarmed		none		commoner_6	commoner_6	12	12			
jinda_worker	64	0	0	0	-5	NORMAL			endor	jinda_tribe	jinda_tribe		species_choices_jinda			0					0	20	-1	0	0	25	0	-1	2												0	0			npc/npc_61_70	generic_npc_7		"col_story_count_dooku_set_1,col_story_count_dooku_set_2,col_aurebesh_tiles,col_shattered_shard_03,col_glass_shelving_02"						npc																	general_unarmed		none		commoner_6	commoner_6	0	12			
jinkins	20	0	0	0	0	NORMAL			lok	nym	nym		jinkins.iff	0.9	0.9	0					20	20	0	-1	-1	40	40	-1	2																									npc											conversation.jinkins										commoner_2	commoner_2	0	2			
jowir_arlensa	100	0	0	0	0	NORMAL			rori	townsperson	townsperson		dressed_jowir_arlensa.iff			0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1																				commoner_10	commoner_10	0	2			
joz_jodhul	100	0	0	0	0	NORMAL			corellia	townsperson			dressed_joz_jodhul.iff			0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc													noble	fancy			rebel_carbine		rebel_pistol		commoner_10	commoner_10	0	2		1	
jundland_eopie	21	0	0	0	0	NORMAL			tatooine	eopie			eopie_hue.iff	1.1	1.5	3					0	0	0	10	10	0	10	-1	2	1	milk_wild	300	meat_herbivore	225	hide_leathery	115	bone_mammal			defaultProfile					creature/creature_21_30	generic_creature_3						0.15	medTankHealthWeak	herbivore																					camel_2	camel_2	0	2			
junelle_astor	100	0	0	0	0	NORMAL			naboo	townsperson	townsperson		dressed_naboo_junelle_astor.iff	1	1	0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1																				commoner_10	commoner_10	0	2	1		
jungle_fynock	42	0	0	0	0	NORMAL			talus	fynock			fynock_hue.iff	1.2	1.4	1					0	0	0	0	0	0	0	-1	2	1		28	meat_avian	18	hide_leathery	15	bone_avian			defaultProfile					creature/creature_41_50	generic_creature_5		housing_improvement_02		18	fynock	0.15	lowAttackAbilityWeak	carnivore																					mynock_3	mynock_3	0	2	1		
junk_dealer	1	0	0	0	0	NORMAL			global	townsperson	townsperson		junk_dealer			0					0	0	0	0	0	0	0	-1	2																npc/npc_1_10	generic_npc_1								npc	1										"npc.converse.junk_dealer,planet_map.map_loc_creature"		townsperson	townperson			rebel_carbine		rebel_pistol				0	2		1	
junk_dealer_smuggler	1	0	0	0	0	NORMAL			global	townsperson	townsperson		junk_dealer			0					0	0	0	0	0	0	0	-1	2																npc/npc_1_10	generic_npc_1								npc	1										"npc.converse.junk_dealer,planet_map.map_loc_creature,npc.junk_dealer.junk_dealer_summon"		townsperson	townperson			rebel_carbine		rebel_pistol				0	2			
junk_dealer_special	100	0	0	0	0	NORMAL			global	townsperson	townsperson		junk_dealer	1	1	0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1																				melee_10	melee_10	0	2			
junk_dender	100	0	0	0	0	NORMAL				townsperson	townsperson		junk_dender.iff	1	1	0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1																				commoner_10	commoner_10	0	2			
junk_jawa	100	0	0	0	0	NORMAL				jawa	jawa		jawa_male.iff	1	1	0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1										"conversation.junk_dealer_jawa,npc.converse.junk_dealer"										commoner_10	commoner_10	0	2			
junk_lila	100	0	0	0	0	NORMAL				borvo	borvo		junk_lila.iff	1	1	0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1																				commoner_10	commoner_10	0	2			
junk_malik	100	0	0	0	0	NORMAL				townsperson	townsperson		junk_malik.iff	1	1	0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1																				commoner_10	commoner_10	0	2			
junk_nado	100	0	0	0	0	NORMAL				townsperson	townsperson		junk_nado.iff	1	1	0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1																				commoner_10	commoner_10	0	2			
junk_nathan	100	0	0	0	0	NORMAL				townsperson	townsperson		junk_nathan.iff	1	1	0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1																				commoner_10	commoner_10	0	2			
junk_ollobo	100	0	0	0	0	NORMAL				jabba	jabba		junk_ollobo.iff	1	1	0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1																				commoner_10	commoner_10	0	2			
junk_quich	100	0	0	0	0	NORMAL				townsperson	townsperson		junk_quich.iff	1	1	0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1																				commoner_10	commoner_10	0	2			
junk_reggi	100	0	0	0	0	NORMAL				nym	nym		junk_reggi.iff	1	1	0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1																				commoner_10	commoner_10	0	2			
junk_sheani	100	0	0	0	0	NORMAL				townsperson	townsperson		junk_sheani.iff	1	1	0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1																				commoner_10	commoner_10	0	2			
junk_sneg	100	0	0	0	0	NORMAL				valarian	valarian		junk_sneg.iff	1	1	0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1																				commoner_10	commoner_10	0	2			
jusani_zhord	100	0	0	0	0	NORMAL			talus	townsperson			dressed_jusani_zhord.iff			0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc													noble	fancy			rebel_carbine		rebel_unarmed		commoner_10	commoner_10	0	2			instant
juvenile_canyon_krayt	82	0	0	0	0	BOSS			tatooine	krayt_dragon			krayt_dragon_hue.iff	0.3	0.7	4					70	70	0	0	10	0	0	0	2	1		750	meat_carnivore	500	hide_bristley	410	bone_mammal			defaultProfile			1	100	creature/krayt_dragon_low	krayt								carnivore									"snare_defense=100,root_defense=100"												lizard_5	lizard_5	24	24			
jyr_koble	100	0	0	0	0	NORMAL			naboo	townsperson	townsperson		dressed_jyr_koble.iff	1	1	0					0	0	0	0	0	0	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1																				commoner_10	commoner_10	0	2		1	
kaadu	8	0	0	0	0	NORMAL			naboo	kaadu			kaadu_hue.iff	0.9	1.3	2					0	0	0	0	0	0	0	-1	2	1	milk_wild	120	meat_avian	85	hide_leathery	70	bone_avian			defaultProfile					creature/creature_1_10	generic_creature_1						0.15	lowAttackAbilityWeak	herbivore																							0	2		1	
kaadu_aggrivated_trampler	15	2	0	0	0	NORMAL			naboo	kaadu			kaadu_hue.iff	1.3	1.5	2					10	0	-1	0	0	0	0	-1	2	1		120	meat_avian	85	hide_leathery	70	bone_avian			defaultProfile					creature/creature_11_20	generic_creature_2						0.05	lowAttackDamageWeak	herbivore																					raptor_2	raptor_2	6	6		1	
kaadu_female	13	0	0	0	0	NORMAL			naboo	kaadu			kaadu_hue.iff	0.8	1.2	4					0	0	0	0	0	0	0	-1	2	1	milk_wild	100	meat_avian	75	hide_leathery	65	bone_avian			defaultProfile					creature/creature_11_20	generic_creature_2						0.15	lowAttackAbilityWeak	herbivore																					raptor_2	raptor_2	0	6		1	
kaadu_male	14	0	0	0	0	NORMAL			naboo	kaadu			kaadu_hue.iff	0.9	1.3	2					0	0	0	0	0	0	0	-1	2	1		120	meat_avian	85	hide_leathery	70	bone_avian			defaultProfile					creature/creature_11_20	generic_creature_2						0.15	lowAttackAbilityWeak	herbivore																					raptor_2	raptor_2	0	6		1	
kaadu_motley	10	0	0	0	0	NORMAL			naboo	kaadu			kaadu_hue.iff	0.8	1.1	3					0	0	0	0	0	0	0	-1	2	1	milk_domesticated	120	meat_avian	75	hide_leathery	65	bone_avian			defaultProfile					creature/creature_1_10	generic_creature_1						0.15	lowAttackAbilityWeak	herbivore																					raptor_2	raptor_2	0	2			
kadil_nurugen	100	0	0	0	10	NORMAL			naboo	townsperson	townsperson		dressed_naboo_kadil_nurugen	1	1	0					0	0	0	-1	0	-1	0	0	2																npc/npc_81_90	generic_npc_9		"housing_improvement_01,housing_improvement_02,housing_improvement_03,housing_improvement_04,housing_improvement_05,col_story_count_dooku_set_3"						npc	1																				commoner_10	commoner_10	0	2			
kaeline_ungasan	8	0	0	0	0	NORMAL			tatooine	townsperson			dressed_tatooine_kaeline_ungasan.iff	0.85	0.85	0					0	0	0	0	0	0	0	-1	2																npc/npc_1_10	generic_npc_1								npc	1										npc.static_npc.kaeline_ungasan												0	2			
kahmurra	43	0	0	0	0	NORMAL			talus	kahmurra			murra_hue.iff	1.2	1.3	1					0	0	0	0	0	0	0	-1	2	1	milk_wild	45	meat_herbivore	27	hide_bristley	32	bone_mammal			defaultProfile					creature/creature_41_50	generic_creature_5		housing_improvement_02		18	kahmurra	0.15	lowTankUtilityWeak	carnivore																					goat_3	goat_3	0	2			
kahmurra_bio_engineer	1	0	0	0	0	NORMAL			talus	kahmurra			scientist			0					0	0	0	0	0	0	0	-1	2																npc/npc_1_10	generic_npc_1				18	kahmurra			npc													noble	fancy			rebel_pistol		rebel_carbine				0	2	1		
kai_tok_bloodreaver	64	-1	3	2	0	NORMAL			yavin4	kai_tok			kai_tok_hue.iff	1	1	4					35	30	0	0	0	-1	-1	-1	2	1			meat_carnivore	41	hide_leathery	46	bone_avian			defaultProfile					creature/creature_61_70	generic_creature_7	6	"col_feather_kai_tok,housing_improvement_04,col_story_count_dooku_set_1,col_glass_shelving_02"				0.05	medTankHealthStrong	carnivore																					griffon_4	griffon_4	12	12	1	1	
kai_tok_prowler	65	0	2	0	0	NORMAL			yavin4	kai_tok			kai_tok_hue.iff	1	1	3					30	20	0	0	-1	0	-1	-1	2	1			meat_carnivore	41	hide_leathery	46	bone_avian			defaultProfile					creature/creature_61_70	generic_creature_7	6	"col_feather_kai_tok,housing_improvement_04,col_story_count_dooku_set_1,col_glass_shelving_02"				0.01	medTankDefenseStrong	carnivore																	object/weapon/ranged/creature/creature_spit_spray_toxicgreen.iff		object/weapon/ranged/creature/creature_spit_spray_toxicgreen.iff		griffon_4	griffon_4	12	12	1		
kai_tok_scavenger	65	-3	3	0	0	NORMAL			yavin4	kai_tok			kai_tok_hue.iff	1	1	3					35	30	0	0	0	-1	-1	-1	2	1			meat_carnivore	41	hide_leathery	46	bone_avian			defaultProfile					creature/creature_61_70	generic_creature_7	6	"col_feather_kai_tok,housing_improvement_04,col_story_count_dooku_set_1,col_glass_shelving_02"				0.01	medTankUtilityStrong	carnivore																					griffon_4	griffon_4	12	12	1		yes
kai_tok_slayer	65	7	-7	0	0	NORMAL			yavin4	kai_tok			kai_tok_hue.iff	1	1	2					45	0	0	0	0	-1	-1	-1	2	1			meat_carnivore	41	hide_leathery	46	bone_avian			defaultProfile					creature/creature_61_70	generic_creature_7	6	"col_feather_kai_tok,housing_improvement_04,col_story_count_dooku_set_1,col_glass_shelving_02"				0.05	medAttackUtilityStrong	carnivore																	object/weapon/ranged/creature/creature_spit_small_yellow.iff		object/weapon/ranged/creature/creature_spit_small_yellow.iff		griffon_4	griffon_4	12	12			
