INDEX	ENUM	CLASS 1	CLASS 2	CLASS 3	CLASS 4	CLASS 5	CLASS 6	CLASS 7	CLASS 8	Maximum # types	Minimum # types	Minimum # Pools	Maximum # Pools	Recycled	Permanent	Attribute 1	Attribute 2	Attribute 3	Attribute 4	Attribute 5	Attribute 6	Attribute 7	Attribute 8	Attribute 9	Attribute 10	Attribute 11	Att 1 min	Att 1 max	Att 2 min	Att 2 max	Att 3 min	Att 3 max	Att 4 min	Att 4 max	Att 5 min	Att 5 max	Att 6 min	Att 6 max	Att 7 min	Att 7 max	Att 8 min	Att 8 max	Att 9 min	Att 9 max	Att 10 min	Att 10 max	Att 11 min	Att 11 max	Resource Container Type	Random Name Class
356	vegetable_tubers_tatooine								Tatooinian Vegetable Tubers	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_tuber.iff	plain_resource
357	vegetable_tubers_yavin4								Yavinian Vegetable Tubers	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_tuber.iff	plain_resource
1048	vegetable_tubers_kashyyyk								Kashyyykian Vegetable Tubers	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_tuber.iff	plain_resource
1092	vegetable_tubers_mustafar								Mustafarian Vegetable Tubers	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_tuber.iff	plain_resource
358	vegetable_fungi							Fungi		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000																
359	vegetable_fungi_corellia								Corellian Vegetable Fungus	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fungi.iff	plain_resource
360	vegetable_fungi_dantooine								Dantooine Vegetable Fungus	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fungi.iff	plain_resource
361	vegetable_fungi_dathomir								Dathomirian Vegetable Fungus	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fungi.iff	plain_resource
362	vegetable_fungi_endor								Endorian Vegetable Fungus	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fungi.iff	plain_resource
363	vegetable_fungi_lok								Lokian Vegetable Fungus	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fungi.iff	plain_resource
364	vegetable_fungi_naboo								Nabooian Vegetable Fungus	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fungi.iff	plain_resource
365	vegetable_fungi_rori								Rori Vegetable Fungus	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fungi.iff	plain_resource
366	vegetable_fungi_talus								Talusian Vegetable Fungus	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fungi.iff	plain_resource
367	vegetable_fungi_tatooine								Tatooinian Vegetable Fungus	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fungi.iff	plain_resource
368	vegetable_fungi_yavin4								Yavinian Vegetable Fungus	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fungi.iff	plain_resource
1049	vegetable_fungi_kashyyyk								Kashyyykian Vegetable Fungus	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fungi.iff	plain_resource
1093	vegetable_fungi_mustafar								Mustafarian Vegetable Fungus	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fungi.iff	plain_resource
369	fruit						Fruit			37	37					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000																
915	mixed_fruits							Mixed Fruits		1	1	1	1	1		res_decay_resist	res_quality	res_flavor	res_potential_energy								200	200	200	200	200	200	200	200															object/resource_container/organic_food.iff	plain_resource
370	fruit_fruits							Fruits		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000																
371	fruit_fruits_corellia								Corellian Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fruit.iff	plain_resource
372	fruit_fruits_dantooine								Dantooine Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fruit.iff	plain_resource
373	fruit_fruits_dathomir								Dathomirian Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fruit.iff	plain_resource
374	fruit_fruits_endor								Endorian Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fruit.iff	plain_resource
375	fruit_fruits_lok								Lokian Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fruit.iff	plain_resource
376	fruit_fruits_naboo								Nabooian Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fruit.iff	plain_resource
377	fruit_fruits_rori								Rori Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fruit.iff	plain_resource
378	fruit_fruits_talus								Talusian Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fruit.iff	plain_resource
379	fruit_fruits_tatooine								Tatooinian Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fruit.iff	plain_resource
380	fruit_fruits_yavin4								Yavinian Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fruit.iff	plain_resource
1050	fruit_fruits_kashyyyk								Kashyyykian Fruit	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fruit.iff	plain_resource
1094	fruit_fruits_mustafar								Mustafarian Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_fruit.iff	plain_resource
381	fruit_berries							Berries		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000																
382	fruit_berries_corellia								Corellia Berry Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
383	fruit_berries_dantooine								Dantooine Berry Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
384	fruit_berries_dathomir								Dathomirian Berry Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
385	fruit_berries_endor								Endorian Berry Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
386	fruit_berries_lok								Lokian Berry Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
387	fruit_berries_naboo								Nabooian Berry Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
388	fruit_berries_rori								Rori Berry Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
389	fruit_berries_talus								Talusian Berry Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
390	fruit_berries_tatooine								Tatooinian Berry Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
391	fruit_berries_yavin4								Yavinian Berry Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
1051	fruit_berries_kashyyyk								Kashyyykian Berry Fruit	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
1095	fruit_berries_mustafar								Mustafarian Berry Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
392	fruit_flowers							Flowers		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	700																
393	fruit_flowers_corellia								Corellia Flower Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	700															object/resource_container/organic_food.iff	plain_resource
394	fruit_flowers_dantooine								Dantooine Flower Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	700															object/resource_container/organic_food.iff	plain_resource
395	fruit_flowers_dathomir								Dathomirian Flower Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	700															object/resource_container/organic_food.iff	plain_resource
396	fruit_flowers_endor								Endorian Flower Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	700															object/resource_container/organic_food.iff	plain_resource
397	fruit_flowers_lok								Lokian Flower Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	700															object/resource_container/organic_food.iff	plain_resource
398	fruit_flowers_naboo								Nabooian Flower Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	700															object/resource_container/organic_food.iff	plain_resource
399	fruit_flowers_rori								Rori Flower Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	700															object/resource_container/organic_food.iff	plain_resource
400	fruit_flowers_talus								Talusian Flower Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	700															object/resource_container/organic_food.iff	plain_resource
401	fruit_flowers_tatooine								Tatooinian Flower Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	700															object/resource_container/organic_food.iff	plain_resource
402	fruit_flowers_yavin4								Yavinian Flower Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	700															object/resource_container/organic_food.iff	plain_resource
1052	fruit_flowers_kashyyyk								Kashyyykian Flower Fruit	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	700															object/resource_container/organic_food.iff	plain_resource
1096	fruit_flowers_mustafar								Mustafarian Flower Fruit	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	700															object/resource_container/organic_food.iff	plain_resource
403	flora_structural				Flora Structural					37	37					res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	800	1	1000	200	1000	1	800	1	700														
404	wood					Wood				37	37					res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	800	1	1000	200	1000	1	800	1	700														
934	processed_wood						Blended Wood			1	1	1	1	1		res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	200	200	200	200	200	200	200	200	200													object/resource_container/organic_structure.iff	plain_resource
405	wood_deciduous						Hard Wood			12	12					res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	800	1	1000	400	800	1	800	300	700													object/resource_container/organic_structure.iff	plain_resource
406	wood_deciduous_corellia							Corellian Deciduous Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	800	1	1000	400	800	1	800	300	700													object/resource_container/organic_structure.iff	plain_resource
407	wood_deciduous_dantooine							Dantooine Deciduous Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	800	1	1000	400	800	1	800	300	700													object/resource_container/organic_structure.iff	plain_resource
408	wood_deciduous_dathomir							Dathomirian Deciduous Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	800	1	1000	400	800	1	800	300	700													object/resource_container/organic_structure.iff	plain_resource
409	wood_deciduous_endor							Endorian Deciduous Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	800	1	1000	400	800	1	800	300	700													object/resource_container/organic_structure.iff	plain_resource
410	wood_deciduous_lok							Lokian Deciduous Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	800	1	1000	400	800	1	800	300	700													object/resource_container/organic_structure.iff	plain_resource
411	wood_deciduous_naboo							Nabooian Deciduous Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	800	1	1000	400	800	1	800	300	700													object/resource_container/organic_structure.iff	plain_resource
412	wood_deciduous_rori							Rori Deciduous Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	800	1	1000	400	800	1	800	300	700													object/resource_container/organic_structure.iff	plain_resource
413	wood_deciduous_talus							Talusian Deciduous Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	800	1	1000	400	800	1	800	300	700													object/resource_container/organic_structure.iff	plain_resource
414	wood_deciduous_tatooine							Tatooinian Deciduous Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	800	1	1000	400	800	1	800	300	700													object/resource_container/organic_structure.iff	plain_resource
415	wood_deciduous_yavin4							Yavinian Deciduous Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	800	1	1000	400	800	1	800	300	700													object/resource_container/organic_structure.iff	plain_resource
1053	wood_deciduous_kashyyyk							Kashyyykian Deciduous Wood		1	1	7	7			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	800	1	1000	400	800	1	800	300	700													object/resource_container/organic_structure.iff	plain_resource
1097	wood_deciduous_mustafar							Mustafarian Deciduous Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	800	1	1000	400	800	1	800	300	700													object/resource_container/organic_structure.iff	plain_resource
416	softwood						Soft Wood			24	24					res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	600	1	1000	600	1000	1	300	1	400														
417	softwood_conifer_corellia							Corellian Conifer Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	600	1	1000	600	1000	1	300	100	400													object/resource_container/organic_structure.iff	plain_resource
418	softwood_conifer_dantooine							Dantooine Conifer Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	600	1	1000	600	1000	1	300	100	400													object/resource_container/organic_structure.iff	plain_resource
419	softwood_conifer_dathomir							Dathomirian Conifer Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	600	1	1000	600	1000	1	300	100	400													object/resource_container/organic_structure.iff	plain_resource
420	softwood_conifer_endor							Endorian Conifer Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	600	1	1000	600	1000	1	300	100	400													object/resource_container/organic_structure.iff	plain_resource
421	softwood_conifer_lok							Lokian Conifer Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	600	1	1000	600	1000	1	300	100	400													object/resource_container/organic_structure.iff	plain_resource
422	softwood_conifer_naboo							Nabooian Conifer Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	600	1	1000	600	1000	1	300	100	400													object/resource_container/organic_structure.iff	plain_resource
423	softwood_conifer_rori							Rori Conifer Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	600	1	1000	600	1000	1	300	100	400													object/resource_container/organic_structure.iff	plain_resource
424	softwood_conifer_talus							Talusian Conifer Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	600	1	1000	600	1000	1	300	100	400													object/resource_container/organic_structure.iff	plain_resource
425	softwood_conifer_tatooine							Tatooinian Conifer Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	600	1	1000	600	1000	1	300	100	400													object/resource_container/organic_structure.iff	plain_resource
426	softwood_conifer_yavin4							Yavinian Conifer Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	600	1	1000	600	1000	1	300	100	400													object/resource_container/organic_structure.iff	plain_resource
1054	softwood_conifer_kashyyyk							Kashyyykian Conifer Wood		1	1	7	7			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	600	1	1000	600	1000	1	300	100	400													object/resource_container/organic_structure.iff	plain_resource
1098	softwood_conifer_mustafar							Mustafarian Conifer Wood		1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	600	1	1000	600	1000	1	300	100	400													object/resource_container/organic_structure.iff	plain_resource
427	softwood_evergreen							Evergreen Soft Wood		12	12					res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	500	1	1000	800	1000	1	300	1	400														
428	softwood_evergreen_corellia								Corellia Evergreen Wood	1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	500	1	1000	800	1000	1	300	1	400													object/resource_container/organic_structure.iff	plain_resource
429	softwood_evergreen_dantooine								Dantooine Evergreen Wood	1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	500	1	1000	800	1000	1	300	1	400													object/resource_container/organic_structure.iff	plain_resource
430	softwood_evergreen_dathomir								Dathomirian Evergreen Wood	1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	500	1	1000	800	1000	1	300	1	400													object/resource_container/organic_structure.iff	plain_resource
431	softwood_evergreen_endor								Endorian Evergreen Wood	1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	500	1	1000	800	1000	1	300	1	400													object/resource_container/organic_structure.iff	plain_resource
432	softwood_evergreen_lok								Lokian Evergreen Wood	1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	500	1	1000	800	1000	1	300	1	400													object/resource_container/organic_structure.iff	plain_resource
433	softwood_evergreen_naboo								Nabooian Evergreen Wood	1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	500	1	1000	800	1000	1	300	1	400													object/resource_container/organic_structure.iff	plain_resource
434	softwood_evergreen_rori								Rori Evergreen Wood	1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	500	1	1000	800	1000	1	300	1	400													object/resource_container/organic_structure.iff	plain_resource
435	softwood_evergreen_talus								Talusian Evergreen Wood	1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	500	1	1000	800	1000	1	300	1	400													object/resource_container/organic_structure.iff	plain_resource
436	softwood_evergreen_tatooine								Tatooinian Evergreen Wood	1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	500	1	1000	800	1000	1	300	1	400													object/resource_container/organic_structure.iff	plain_resource
437	softwood_evergreen_yavin4								Yavinian Evergreen Wood	1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	500	1	1000	800	1000	1	300	1	400													object/resource_container/organic_structure.iff	plain_resource
1055	softwood_evergreen_kashyyyk								Kashyyykian Evergreen Wood	1	1	7	7			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	500	1	1000	800	1000	1	300	1	400													object/resource_container/organic_structure.iff	plain_resource
1099	softwood_evergreen_mustafar								Mustafarian Evergreen Wood	1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	500	1	1000	800	1000	1	300	1	400													object/resource_container/organic_structure.iff	plain_resource
438	inorganic		Inorganic							209	110					res_decay_resist	res_quality	res_potential_energy	res_malleability	res_toughness	res_shock_resistance	res_cold_resist	res_heat_resist	res_conductivity	entangle_resistance		1	1000	1	1000	1	1000	1	1000	1	1000	1	1000	1	1000	1	1000	1	1000	1	1000				
439	chemical			Chemical						29	24					res_decay_resist	res_quality	res_potential_energy	res_malleability	res_toughness	res_shock_resistance						1	1000	1	1000	1	1000	1	1000	1	1000	1	1000												
916	chemical_compound				Chemical Compound					1	1	1	1	1		res_decay_resist	res_quality										200	200	200	200	200	200																	object/resource_container/energy_liquid.iff	energy_resource
440	fuel_petrochem_liquid				Liquid Petrochem Fuel					8	2					res_decay_resist	res_quality	res_potential_energy									1	1000	1	1000	1	1000																	object/resource_container/inorganic_petrochem_liquid.iff	energy_resource
441	petrochem_fuel_liquid_unknown					Unknown Liquid Petrochem Fuel				2	0	1	3			res_decay_resist	res_quality	res_potential_energy									1	1000	1	1000	1	1000																	object/resource_container/inorganic_petrochem_liquid.iff	energy_resource
442	fuel_petrochem_liquid_known					Known Liquid Petrochem Fuel				6	2					res_decay_resist	res_quality	res_potential_energy									1	600	1	1000	1	1000																		
443	petrochem_fuel_liquid_type1						Class 1 Liquid Petro Fuel			1	0	1	3			res_decay_resist	res_quality	res_potential_energy									1	600	1	1000	1	1000																	object/resource_container/inorganic_petrochem_liquid.iff	energy_resource
444	petrochem_fuel_liquid_type2						Class 2 Liquid Petro Fuel			1	0	1	3			res_decay_resist	res_quality	res_potential_energy									1	600	1	1000	1	1000																	object/resource_container/inorganic_petrochem_liquid.iff	energy_resource
445	petrochem_fuel_liquid_type3						Class 3 Liquid Petro Fuel			1	0	1	3			res_decay_resist	res_quality	res_potential_energy									1	600	1	1000	1	1000																	object/resource_container/inorganic_petrochem_liquid.iff	energy_resource
446	petrochem_fuel_liquid_type4						Class 4 Liquid Petro Fuel			1	0	1	3			res_decay_resist	res_quality	res_potential_energy									1	600	1	1000	1	1000																	object/resource_container/inorganic_petrochem_liquid.iff	energy_resource
447	petrochem_fuel_liquid_type5						Class 5 Liquid Petro Fuel			1	0	1	3			res_decay_resist	res_quality	res_potential_energy									1	600	1	1000	1	1000																	object/resource_container/inorganic_petrochem_liquid.iff	energy_resource
448	petrochem_fuel_liquid_type6						Class 6 Liquid Petro Fuel			1	0	1	3			res_decay_resist	res_quality	res_potential_energy									1	600	1	1000	1	1000																	object/resource_container/inorganic_petrochem_liquid.iff	energy_resource
449	petrochem_fuel_liquid_type7						Class 7 Liquid Petro Fuel			1	0	1	3			res_decay_resist	res_quality	res_potential_energy									1	600	1	1000	1	1000																	object/resource_container/inorganic_petrochem_liquid.iff	energy_resource
1117	petrochem_fuel_liquid_mustafar						Mustafarian Liquid Petro Fuel			1	1	1	1			res_decay_resist	res_quality	res_potential_energy									1	600	1	1000	1	1000																	object/resource_container/inorganic_petrochem_liquid.iff	energy_resource
450	petrochem_inert				Inert Petrochemical					7	4					res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000														
451	petrochem_inert_lubricating_oil					Lubricating Oil				5	2	8	8			res_decay_resist	res_quality										1	1000	1	1000																			object/resource_container/inorganic_chemicals.iff	energy_resource
452	petrochem_inert_polymer					Polymer				5	2	8	8			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/inorganic_chemicals.iff	energy_resource
671	fiberplast				Fiberplast					13	13					res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000														
672	fiberplast_corellia					Corellia Fiberplast				1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/inorganic_chemicals.iff	plain_resource
673	fiberplast_dantooine					Dantooine Fiberplast				1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/inorganic_chemicals.iff	plain_resource
674	fiberplast_dathomir					Dathomirian Fiberplast				1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/inorganic_chemicals.iff	plain_resource
675	fiberplast_endor					Endorian Fiberplast				1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/inorganic_chemicals.iff	plain_resource
676	fiberplast_lok					Lokian Fiberplast				1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/inorganic_chemicals.iff	plain_resource
677	fiberplast_naboo					Nabooian Fiberplast				1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/inorganic_chemicals.iff	plain_resource
678	fiberplast_rori					Rori Fiberplast				1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/inorganic_chemicals.iff	plain_resource
679	fiberplast_talus					Talusian Fiberplast				1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/inorganic_chemicals.iff	plain_resource
680	fiberplast_tatooine					Tatooinian Fiberplast				1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/inorganic_chemicals.iff	plain_resource
688	fiberplast_gravitonic					Gravitonic Fiberplast				1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/inorganic_chemicals.iff	plain_resource
681	fiberplast_yavin4					Yavinian Fiberplast				1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/inorganic_chemicals.iff	plain_resource
