Resource Index#	Planet	Pool Size Min	Pool Size Max	Fractal Type	Fractal X Scale	Fractal Y Scale	Fractal Bias	Fractal Gain	Fractal Combo Rule	Fractal Frequency	Fractal Amplitude	Fractal Octaves
668	rori	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
669	talus	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
670	tatooine	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
671	yavin4	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
672	corellia	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
673	dantooine	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
674	dathomir	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
675	endor	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
676	lok	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
677	naboo	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
678	rori	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
679	talus	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
680	tatooine	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
681	yavin4	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
682	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	14	21	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
683	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	14	21	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
684	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	14	21	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
685	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	14	21	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
686	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	14	21	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
687	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	14	21	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
688	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	14	21	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
689	"corellia,dantooine,dathomir,endor,lok,naboo,rori,talus,tatooine,yavin4"	14	21	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
1018	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1019	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1020	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1021	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1022	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1023	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1024	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1025	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1026	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1027	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1028	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1029	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1030	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1031	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1032	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1033	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1034	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.0005	0.0005	0.65	0.9	0	0.2	0.5	2
1035	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.0005	0.0005	0.65	0.9	0	0.2	0.5	2
1036	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.0005	0.0005	0.65	0.9	0	0.2	0.5	2
1037	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.0005	0.0005	0.65	0.9	0	0.2	0.5	2
1038	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1039	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1040	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1041	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1042	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1043	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1044	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1045	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1046	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1047	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1048	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1049	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1050	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1051	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1052	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1053	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1054	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1055	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1062	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
1056	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
1057	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
1058	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
1059	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
1060	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
1061	"kashyyyk_main,kashyyyk_dead_forest,kashyyyk_hunting,kashyyyk_rryatt_trail,kashyyyk_north_dungeons,kashyyyk_south_dungeons,kashyyyk_pob_dungeons"	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
1118	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1063	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1064	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1065	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1066	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1067	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1068	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1069	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1070	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1071	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1072	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1073	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1074	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1075	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1076	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1077	mustafar	7	21	A	0.0005	0.0005	0.65	0.7	0	0.2	0.5	2
1078	mustafar	7	21	C	0.0005	0.0005	0.65	0.9	0	0.2	0.5	2
1079	mustafar	7	21	C	0.0005	0.0005	0.65	0.9	0	0.2	0.5	2
1080	mustafar	7	21	C	0.0005	0.0005	0.65	0.9	0	0.2	0.5	2
1081	mustafar	7	21	B	0.0005	0.0005	0.65	0.979	0	2.468	1	2
1082	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1083	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1084	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1085	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1086	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1087	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1088	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1089	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1090	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1091	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1092	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1093	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1094	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1095	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1096	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1097	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1098	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1099	mustafar	7	21	C	0.001	0.001	0.319	0.9	0	0	0	1
1100	mustafar	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
1101	mustafar	7	10	A	0.0005	0.0005	0.35	0.7	0	0.2	0.5	2
1106	mustafar	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
1107	mustafar	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
1108	mustafar	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
1109	mustafar	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
1110	mustafar	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
1111	mustafar	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
1112	mustafar	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
1113	mustafar	7	10	A	0.0005	0.0005	0.35	0.7	0.2	0.5	1	2
1114	mustafar	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
1115	mustafar	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
1116	mustafar	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
1117	mustafar	7	10	B	0.0005	0.0005	0.468	0.979	0	2.468	1	2
1119	mustafar	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
1120	mustafar	7	10	C	0.001	0.001	0.319	0.9	0	0	0	1
